id,instnm,school system name,settlement title,settlement description,settlement date,settlement link,school closing date,sec 702
101116,SOUTH UNIVERSITY-MONTGOMERY,,,Settlement with U.S. Government,11/16/15,http://www.justice.gov/opa/pr/profit-college-company-pay-955-million-settle-claims-illegal-recruiting-consumer-fraud-and,,
