case id,level,status,case owner,school,opeid,facility code,school city,school state,submitted,closed,closed reason,issues,education benefits
VA12659,Level 3,closed,James Lyles,AMBIANCE BEAUTY & BARBER ACADEMY INC,"""04195100""",25489810,MELBOURNE,FL,,,information only,,Post-9/11 Ch 33
VA12658,Level 3,closed,James Lyles,AMBIANCE BEAUTY & BARBER ACADEMY INC,"""04195100""",25489810,MELBOURNE,FL,,,information only,,Post-9/11 Ch 33
VA11691,Level 3,closed,James Lyles,STRAYER UNIVERSITY-SHELBY,"""00145932""",21900342,Memphis,TN,,,information only,,Post-9/11 Ch 33
VA11690,Level 3,closed,James Lyles,STRAYER UNIVERSITY-SHELBY,"""00145932""",21900342,Memphis,TN,,,information only,,Post-9/11 Ch 33
VA11653,Level 3,closed,James Lyles,STRAYER UNIVERSITY-SHELBY,"""00145932""",21900342,Memphis,TN,,,information only,,Post-9/11 Ch 33
VA11872,Level 3,closed,James Lyles,UNIVERSITY OF MEMPHIS,"""00350900""",11908142,MEMPHIS,TN,,,information only,,Post-9/11 Ch 33
VA12623,Level 3,closed,James Lyles,UNIVERSITY OF CALIFORNIA MERCED,"""04127100""",11104105,MERCED,CA,,,information only,,DEA Ch 35
VA12725,Level 3,closed,James Lyles,NORTHWEST LINEMAN COLLEGE,"""04155400""",25087712,MERIDIAN,ID,,,information only,,Post-9/11 Ch 33
VA11981,Level 3,closed,James Lyles,EVEREST COLLEGE - MERRIONETTE PARK,,25060813,MERRIONETTE PARK,IL,,,information only,,Post-9/11 Ch 33
,No Escalation Needed,closed,James Lyles,PIMA MEDICAL INSTITUTE-MESA,,24919403,MESA,AZ,,,information only,,Post-9/11 Ch 33
,No Escalation Needed,closed,James Lyles,EAST VALLEY INSTITUTE OF TECHNOLOGY,,15003003,Mesa,AZ,,,resolved,,Post-9/11 Ch 33
VA11742,Level 3,closed,James Lyles,EAST VALLEY INSTITUTE OF TECHNOLOGY,"""03572300""",15003003,MESA,AZ,,,information only,,Post-9/11 Ch 33
VA12726,Level 3,closed,James Lyles,EASTFIELD COLLEGE MESQUITE,"""00851000""",149M0143,MESQUITE,TX,,,information only,,MGIB-AD Ch 30
VA12481,Level 3,closed,James Lyles,MIAMI-DADE COLLEGE,"""00150600""",11839210,MIAMI,FL,,,resolved,,Post-9/11 Ch 33
VA9151,Level 3,closed,Tameika Tiller,POLYTECHNIC UNIVERSITY OF PUERTO RICO-MIAMI,"""02100001""",31059310,MIAMI,FL,,,information only,,Post-9/11 Ch 33
,No Escalation Needed,closed,James Lyles,FLORIDA VOCATIONAL INSTITUTE,,25491010,MIAMI,FL,,,resolved,,Post-9/11 Ch 33
VA22412,Level 3,closed,James Lyles,PAUL MITCHELL THE SCHOOL-MIAMI,"""04120400""",25486510,MIAMI,FL,,,resolved,,Post-9/11 Ch 33
,No Escalation Needed,closed,James Lyles,NEW HORIZONS COMPUTER LEARNING CENTER-MIAMI,,25463410,MIAMI,FL,,,information only,,Post-9/11 Ch 33
VA12502,Level 3,closed,Tameika Tiller,NEW HORIZONS COMPUTER LEARNING CENTER-MIAMI,,25463410,MIAMI,FL,,,information only,,Post-9/11 Ch 33
VA22414,Level 3,closed,James Lyles,BEAUTY SCHOOLS OF AMERICA-MIAMI,"""02283801""",25446010,MIAMI,FL,,,information only,,Post-9/11 Ch 33
VA22397,Level 3,closed,James Lyles,BEAUTY SCHOOLS OF AMERICA-MIAMI,"""02283801""",25446010,MIAMI,FL,,,information only,,Post-9/11 Ch 33
VA12342,Level 3,closed,James Lyles,BEAUTY SCHOOLS OF AMERICA-MIAMI,"""02283801""",25446010,MIAMI,FL,,,information only,,Post-9/11 Ch 33
VA11638,Level 3,closed,James Lyles,AI MIAMI INTERNATIONAL UNIVERSITY OF ART AND DESIGN,"""00887800""",21830010,Miami,FL,,,information only,,Post-9/11 Ch 33
VA12700,Level 3,closed,James Lyles,AI MIAMI INTERNATIONAL UNIVERSITY OF ART AND DESIGN,"""00887800""",21830010,Miami,FL,,,information only,,Post-9/11 Ch 33
,No Escalation Needed,closed,James Lyles,MIAMI-DADE COLLEGE-KENDALL CAMPUS,,11839010,MIAMI,FL,,,information only,,Post-9/11 Ch 33
VA17231,Level 3,closed,James Lyles,MIAMI-DADE COLLEGE-KENDALL CAMPUS,"""00150600""",11839010,MIAMI,FL,,,information only,,Post-9/11 Ch 33
VA16106,Level 3,closed,James Lyles,MIAMI-DADE COLLEGE-KENDALL CAMPUS,"""00150600""",11839010,MIAMI,FL,,,information only,,Post-9/11 Ch 33
VA11992,Level 3,closed,James Lyles,FLORIDA INTERNATIONAL UNIVERSITY,"""00963500""",11017310,Miami,FL,,,information only,,"Post-9/11 Ch 33, VRE Ch 31"
VA18255,Level 3,closed,James Lyles,FLORIDA INTERNATIONAL UNIVERSITY,"""00963500""",11017310,Miami,FL,,,information only,,Post-9/11 Ch 33
VA16007,Level 3,closed,James Lyles,MIAMI LAKES EDUCATIONAL CENTER,"""02316200""",18143110,MIAMI LAKES,FL,,,information only,,Post-9/11 Ch 33
VA11609,Level 3,closed,James Lyles,UNIVERSIDAD DEL TURABO MIRAMAR,"""01171900""",31831110,Miami Lakes,FL,,,information only,,Post-9/11 Ch 33
,No Escalation Needed,closed,James Lyles,MIDDLESEX COMMUNITY COLLEGE-BEDFORD,,14903421,MIDDLETOWN,CT,,,information only,,Post-9/11 Ch 33
VA11756,Level 3,closed,James Lyles,PENNSYLVANIA STATE UNIVERSITY-PENN STATE HARRISBURG,"""00332920""",11928138,MIDDLETOWN,PA,,,information only,,Post-9/11 Ch 33
,No Escalation Needed,closed,James Lyles,ARCONIC FORGINGS AND EXTRUSIONS,,20066311,Midway,GA,,,information only,,Post-9/11 Ch 33
VA21336,Level 3,closed,James Lyles,MOUNT MARY UNIVERSITY,"""00386900""",31000849,MILWAUKEE,WI,,,information only,,Post-9/11 Ch 33
VA15993,Level 3,closed,James Lyles,UNIVERSITY OF WISCONSIN-MILWAUKEE,"""00389600""",11000449,MILWAUKEE,WI,,,information only,,Post-9/11 Ch 33
VA22423,Level 3,closed,James Lyles,HENNEPIN COUNTY MEDICAL CENTER,"""01133000""",12007023,MINNEAPOLIS,MN,,,resolved,,Post-9/11 Ch 33
VA14899,Level 3,closed,James Lyles,DUNWOODY COLLEGE OF TECHNOLOGY,"""00464100""",31915123,MINNEAPOLIS,MN,,,resolved,,VRE Ch 31
,No Escalation Needed,closed,James Lyles,CAPELLA UNIVERSITY,,21014023,MINNEAPOLIS,MN,,,resolved,,Post-9/11 Ch 33
,No Escalation Needed,closed,James Lyles,CAPELLA UNIVERSITY,,21014023,MINNEAPOLIS,MN,,,information only,,Post-9/11 Ch 33
VA12099,Level 3,closed,James Lyles,CAPELLA UNIVERSITY,"""03267300""",21014023,MINNEAPOLIS,MN,,,information only,,Post-9/11 Ch 33
VA11869,Level 3,closed,James Lyles,CAPELLA UNIVERSITY,"""03267300""",21014023,MINNEAPOLIS,MN,,,information only,,Post-9/11 Ch 33
VA12523,Level 3,closed,James Lyles,CAPELLA UNIVERSITY,"""03267300""",21014023,MINNEAPOLIS,MN,,,information only,,Post-9/11 Ch 33
VA12407,Level 3,closed,James Lyles,CAPELLA UNIVERSITY,"""03267300""",21014023,MINNEAPOLIS,MN,,,resolved,,Post-9/11 Ch 33
,No Escalation Needed,closed,James Lyles,WALDEN UNIVERSITY,,21013723,MINNEAPOLIS,MN,,,information only,,Post-9/11 Ch 33;MGIB-AD Ch 30
,No Escalation Needed,closed,James Lyles,WALDEN UNIVERSITY,,21013723,MINNEAPOLIS,MN,,,information only,,Post-9/11 Ch 33;MGIB-AD Ch 30;TATU
,No Escalation Needed,closed,James Lyles,WALDEN UNIVERSITY,,21013723,MINNEAPOLIS,MN,,,information only,,Post-9/11 Ch 33;TATU
VA12109,Level 3,closed,James Lyles,WALDEN UNIVERSITY,"""02504200""",21013723,MINNEAPOLIS,MN,,,information only,,Post-9/11 Ch 33
VA11942,Level 3,closed,James Lyles,WALDEN UNIVERSITY,"""02504200""",21013723,MINNEAPOLIS,MN,,,information only,,Post-9/11 Ch 33
VA11789,Level 2,closed,Christopher Sutherland,WALDEN UNIVERSITY,"""02504200""",21013723,MINNEAPOLIS,MN,,,information only,,"Post-9/11 Ch 33, VRE Ch 31"
VA11743,Level 3,closed,James Lyles,WALDEN UNIVERSITY,"""02504200""",21013723,MINNEAPOLIS,MN,,,information only,,DEA Ch 35
VA11534,Level 3,closed,James Lyles,WALDEN UNIVERSITY,"""02504200""",21013723,MINNEAPOLIS,MN,,,information only,,MGIB-AD Ch 30
VA12832,Level 3,closed,James Lyles,WALDEN UNIVERSITY,"""02504200""",21013723,MINNEAPOLIS,MN,,,information only,,Post-9/11 Ch 33
VA12459,Level 3,closed,James Lyles,WALDEN UNIVERSITY,"""02504200""",21013723,MINNEAPOLIS,MN,,,information only,,Post-9/11 Ch 33
VA12363,Level 3,closed,James Lyles,WALDEN UNIVERSITY,"""02504200""",21013723,MINNEAPOLIS,MN,,,information only,,Post-9/11 Ch 33
VA12396,Level 3,closed,James Lyles,WALDEN UNIVERSITY,"""02504200""",21013723,MINNEAPOLIS,MN,,,information only,,Post-9/11 Ch 33
VA12393,Level 3,closed,James Lyles,WALDEN UNIVERSITY,"""02504200""",21013723,MINNEAPOLIS,MN,,,information only,,Post-9/11 Ch 33
VA12390,Level 3,closed,James Lyles,WALDEN UNIVERSITY,"""02504200""",21013723,MINNEAPOLIS,MN,,,information only,,Post-9/11 Ch 33
VA12382,Level 3,closed,James Lyles,WALDEN UNIVERSITY,"""02504200""",21013723,MINNEAPOLIS,MN,,,information only,,Post-9/11 Ch 33
VA12371,Level 3,closed,James Lyles,WALDEN UNIVERSITY,"""02504200""",21013723,MINNEAPOLIS,MN,,,information only,,Post-9/11 Ch 33
VA12019,Level 3,closed,James Lyles,UNIVERSITY OF PHOENIX-SOUTH FLORIDA,"""02098895""",21823310,Miramar,FL,,,information only,,"Post-9/11 Ch 33, MGIB-AD Ch 30"
VA20265,Level 3,closed,James Lyles,UNIVERSITY OF PHOENIX-SOUTH FLORIDA,"""02098895""",21823310,Miramar,FL,,,information only,,Post-9/11 Ch 33
,No Escalation Needed,closed,James Lyles,DEVRY UNIVERSITY-FLORIDA,,21059110,MIRAMAR,FL,,,information only,,Post-9/11 Ch 33
VA12858,Level 3,closed,James Lyles,NORTH VALLEY OCCUPATIONAL CENTER AVIATION CENTER,"""02513100""",15500405,MISSION HILLS,CA,,,information only,,Post-9/11 Ch 33
VA22461,Level 3,closed,James Lyles,FORTIS COLLEGE-MOBILE,"""02341000""",24946401,MOBILE,AL,,,information only,,Post-9/11 Ch 33
VA22442,Level 3,closed,James Lyles,FORTIS COLLEGE-MOBILE,"""02341000""",24946401,MOBILE,AL,,,information only,,Post-9/11 Ch 33
,No Escalation Needed,closed,James Lyles,UNIVERSITY OF SOUTH ALABAMA,,11011201,MOBILE,AL,,,information only,,Post-9/11 Ch 33
VA12043,Level 3,closed,James Lyles,GURNICK ACADEMY OF MEDICAL ARTS-MODESTO,"""04169800""",25164705,MODESTO,CA,,,information only,,Post-9/11 Ch 33
VA22371,Level 3,closed,James Lyles,S I C E PAUL MITCHELL PARTNER SCHOOL,"""04162800""",25169505,MODESTO,CA,,,information only,,DEA Ch 35
VA12457,Level 3,closed,James Lyles,BROWN MACKIE COLLEGE,,21985113,MOLINE,IL,,,information only,,Post-9/11 Ch 33
VA12456,Level 3,closed,James Lyles,BROWN MACKIE COLLEGE,,21985113,MOLINE,IL,,,information only,,Post-9/11 Ch 33
VA12446,Level 3,closed,James Lyles,BROWN MACKIE COLLEGE,,21985113,MOLINE,IL,,,information only,,Post-9/11 Ch 33
VA12405,Level 3,closed,James Lyles,BROWN MACKIE COLLEGE,,21985113,MOLINE,IL,,,information only,,Post-9/11 Ch 33
VA12288,Level 3,closed,James Lyles,BROWN MACKIE COLLEGE,,21985113,MOLINE,IL,,,information only,,Post-9/11 Ch 33
VA12279,Level 3,closed,James Lyles,BROWN MACKIE COLLEGE,,21985113,MOLINE,IL,,,information only,,Post-9/11 Ch 33
VA12272,Level 3,closed,James Lyles,BROWN MACKIE COLLEGE,,21985113,MOLINE,IL,,,information only,,Post-9/11 Ch 33
VA12263,Level 3,closed,James Lyles,BROWN MACKIE COLLEGE,,21985113,MOLINE,IL,,,information only,,Post-9/11 Ch 33
VA12262,Level 3,closed,James Lyles,BROWN MACKIE COLLEGE,,21985113,MOLINE,IL,,,information only,,Post-9/11 Ch 33
VA12255,Level 3,closed,James Lyles,BROWN MACKIE COLLEGE,,21985113,MOLINE,IL,,,information only,,Post-9/11 Ch 33
VA12250,Level 3,closed,James Lyles,BROWN MACKIE COLLEGE,,21985113,MOLINE,IL,,,information only,,Post-9/11 Ch 33
VA12248,Level 3,closed,James Lyles,BROWN MACKIE COLLEGE,,21985113,MOLINE,IL,,,information only,,Post-9/11 Ch 33
VA12311,Level 3,closed,James Lyles,BROWN MACKIE COLLEGE,,21985113,MOLINE,IL,,,information only,,Post-9/11 Ch 33
VA12307,Level 3,closed,James Lyles,BROWN MACKIE COLLEGE,,21985113,MOLINE,IL,,,information only,,Post-9/11 Ch 33
VA12306,Level 3,closed,James Lyles,BROWN MACKIE COLLEGE,,21985113,MOLINE,IL,,,information only,,Post-9/11 Ch 33
VA12300,Level 3,closed,James Lyles,BROWN MACKIE COLLEGE,,21985113,MOLINE,IL,,,information only,,Post-9/11 Ch 33
VA12296,Level 3,closed,James Lyles,BROWN MACKIE COLLEGE,,21985113,MOLINE,IL,,,information only,,Post-9/11 Ch 33
VA12294,Level 3,closed,James Lyles,BROWN MACKIE COLLEGE,,21985113,MOLINE,IL,,,information only,,Post-9/11 Ch 33
VA12230,Level 3,closed,James Lyles,BROWN MACKIE COLLEGE,,21985113,MOLINE,IL,,,information only,,Post-9/11 Ch 33
VA12135,Level 3,closed,James Lyles,BROWN MACKIE COLLEGE,,21985113,MOLINE,IL,,,information only,,Post-9/11 Ch 33
VA12216,Level 3,closed,James Lyles,BROWN MACKIE COLLEGE,,21985113,MOLINE,IL,,,information only,,Post-9/11 Ch 33
VA12213,Level 3,closed,James Lyles,BROWN MACKIE COLLEGE,,21985113,MOLINE,IL,,,information only,,Post-9/11 Ch 33
VA12185,Level 3,closed,James Lyles,BROWN MACKIE COLLEGE,,21985113,MOLINE,IL,,,information only,,Post-9/11 Ch 33
VA12182,Level 3,closed,James Lyles,BROWN MACKIE COLLEGE,,21985113,MOLINE,IL,,,information only,,Post-9/11 Ch 33
VA12181,Level 3,closed,James Lyles,BROWN MACKIE COLLEGE,,21985113,MOLINE,IL,,,information only,,Post-9/11 Ch 33
VA12180,Level 3,closed,James Lyles,BROWN MACKIE COLLEGE,,21985113,MOLINE,IL,,,information only,,Post-9/11 Ch 33
VA12179,Level 3,closed,James Lyles,BROWN MACKIE COLLEGE,,21985113,MOLINE,IL,,,information only,,Post-9/11 Ch 33
VA12165,Level 3,closed,James Lyles,BROWN MACKIE COLLEGE,,21985113,MOLINE,IL,,,information only,,Post-9/11 Ch 33
VA12162,Level 3,closed,James Lyles,BROWN MACKIE COLLEGE,,21985113,MOLINE,IL,,,information only,,Post-9/11 Ch 33
VA12160,Level 3,closed,James Lyles,BROWN MACKIE COLLEGE,,21985113,MOLINE,IL,,,information only,,Post-9/11 Ch 33
VA12159,Level 3,closed,James Lyles,BROWN MACKIE COLLEGE,,21985113,MOLINE,IL,,,information only,,Post-9/11 Ch 33
VA12158,Level 3,closed,James Lyles,BROWN MACKIE COLLEGE,,21985113,MOLINE,IL,,,information only,,Post-9/11 Ch 33
VA12152,Level 3,closed,James Lyles,BROWN MACKIE COLLEGE,,21985113,MOLINE,IL,,,information only,,Post-9/11 Ch 33
VA12151,Level 3,closed,James Lyles,BROWN MACKIE COLLEGE,,21985113,MOLINE,IL,,,information only,,Post-9/11 Ch 33
VA12150,Level 3,closed,James Lyles,BROWN MACKIE COLLEGE,,21985113,MOLINE,IL,,,information only,,Post-9/11 Ch 33
VA12149,Level 3,closed,James Lyles,BROWN MACKIE COLLEGE,,21985113,MOLINE,IL,,,information only,,Post-9/11 Ch 33
VA12139,Level 3,closed,James Lyles,BROWN MACKIE COLLEGE,,21985113,MOLINE,IL,,,information only,,Post-9/11 Ch 33
VA11812,Level 3,closed,James Lyles,EAST LOS ANGELES COLLEGE,"""02226000""",14948405,MONTEREY PARK,CA,,,information only,,Post-9/11 Ch 33
VA11748,Level 3,closed,James Lyles,MONTGOMERY SCHOOL OF BODYWORK & MASSAGE,,25037501,MONTGOMERY,AL,,,information only,,Post-9/11 Ch 33
VA17165,Level 3,closed,James Lyles,SOUTH UNIVERSITY-MONTGOMERY,"""01303906""",24004301,Montgomery,AL,,,information only,,Post-9/11 Ch 33
VA11923,Level 3,closed,James Lyles,NEW ENGLAND CULINARY INSTITUTE,"""02254000""",21801545,Montpelier,VT,,,resolved,,DEA Ch 35
,No Escalation Needed,closed,James Lyles,CONCORDIA COLLEGE AT MOORHEAD,,31200823,MOORHEAD,MN,,,resolved,,Post-9/11 Ch 33
VA11873,Level 3,closed,James Lyles,MORENO VALLEY COLLEGE,"""04173500""",14130905,MORENO VALLEY,CA,,,information only,,"Post-9/11 Ch 33, MGIB-AD Ch 30"
VA17132,Level 3,closed,James Lyles,MOSCOW STATE INSTITUTE-MGIMO,,11000178,MOSCOW 119454,,,,information only,,Post-9/11 Ch 33
VA12338,Level 3,closed,James Lyles,UNIVERSITY OF MOUNT OLIVE AT MOUNT OLIVE,"""00294900""",31816033,MOUNT OLIVE,NC,,,information only,,Post-9/11 Ch 33
VA12823,Level 3,closed,James Lyles,CENTRAL MICHIGAN UNIVERSITY,"""00224300""",11805122,MT PLEASANT,MI,,,information only,,MGIB-SR Ch 1606
VA15989,Level 3,closed,James Lyles,BALL STATE UNIVERSITY,"""00178600""",11918414,MUNCIE,IN,,,information only,,MGIB-SR Ch 1606
VA11639,Level 3,closed,James Lyles,CHOWAN UNIVERSITY,"""00291600""",31012133,MURFREESBORO,NC,,,information only,,Post-9/11 Ch 33
VA11685,Level 3,closed,James Lyles,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY-MURFREESBORO,"""02103500""",15010042,MURFREESBORO,TN,,,information only,,Post-9/11 Ch 33
VA12749,Level 3,closed,James Lyles,MIDDLE TENNESSEE STATE UNIVERSITY,"""00351000""",11805042,MURFREESBORO,TN,,,information only,,Post-9/11 Ch 33
,No Escalation Needed,closed,James Lyles,MURRAY STATE UNIVERSITY,,11510117,MURRAY,KY,,,resolved,,DEA Ch 35
,No Escalation Needed,closed,James Lyles,STEPHEN F AUSTIN STATE UNIVERSITY,,11012543,NACOGDOCHES,TX,,,resolved,,Post-9/11 Ch 33
VA12540,Level 3,closed,James Lyles,LUZERNE COUNTY COMMUNITY COLLEGE,"""00681100""",14924438,NANTICOKE,PA,,,information only,,Post-9/11 Ch 33
VA12017,Level 3,closed,James Lyles,DEVRY UNIVERSITY ONLINE,"""01072731""",21805113,NAPERVILLE,IL,,,information only,,Post-9/11 Ch 33
VA12016,Level 3,closed,James Lyles,DEVRY UNIVERSITY ONLINE,"""01072731""",21805113,NAPERVILLE,IL,,,information only,,Post-9/11 Ch 33
VA12012,Level 3,closed,James Lyles,DEVRY UNIVERSITY ONLINE,"""01072731""",21805113,NAPERVILLE,IL,,,information only,,
VA12001,Level 3,closed,James Lyles,DEVRY UNIVERSITY ONLINE,"""01072731""",21805113,NAPERVILLE,IL,,,information only,,Post-9/11 Ch 33
VA11997,Level 3,closed,James Lyles,DEVRY UNIVERSITY ONLINE,"""01072731""",21805113,NAPERVILLE,IL,,,information only,,
VA12037,Level 3,closed,James Lyles,DEVRY UNIVERSITY ONLINE,"""01072731""",21805113,NAPERVILLE,IL,,,information only,,Post-9/11 Ch 33
VA12036,Level 3,closed,James Lyles,DEVRY UNIVERSITY ONLINE,"""01072731""",21805113,NAPERVILLE,IL,,,information only,,Post-9/11 Ch 33
VA12033,Level 3,closed,James Lyles,DEVRY UNIVERSITY ONLINE,"""01072731""",21805113,NAPERVILLE,IL,,,information only,,Post-9/11 Ch 33
VA12029,Level 3,closed,James Lyles,DEVRY UNIVERSITY ONLINE,"""01072731""",21805113,NAPERVILLE,IL,,,information only,,Post-9/11 Ch 33
VA11960,Level 3,closed,James Lyles,DEVRY UNIVERSITY ONLINE,"""01072731""",21805113,NAPERVILLE,IL,,,information only,,Post-9/11 Ch 33
VA11958,Level 3,closed,James Lyles,DEVRY UNIVERSITY ONLINE,"""01072731""",21805113,NAPERVILLE,IL,,,information only,,Post-9/11 Ch 33
VA11957,Level 3,closed,James Lyles,DEVRY UNIVERSITY ONLINE,"""01072731""",21805113,NAPERVILLE,IL,,,information only,,Post-9/11 Ch 33
VA11949,Level 3,closed,James Lyles,DEVRY UNIVERSITY ONLINE,"""01072731""",21805113,NAPERVILLE,IL,,,information only,,Post-9/11 Ch 33
VA11946,Level 3,closed,James Lyles,DEVRY UNIVERSITY ONLINE,"""01072731""",21805113,NAPERVILLE,IL,,,information only,,Post-9/11 Ch 33
VA11939,Level 3,closed,James Lyles,DEVRY UNIVERSITY ONLINE,"""01072731""",21805113,NAPERVILLE,IL,,,information only,,Post-9/11 Ch 33
VA11930,Level 3,closed,James Lyles,DEVRY UNIVERSITY ONLINE,"""01072731""",21805113,NAPERVILLE,IL,,,information only,,Post-9/11 Ch 33
VA11899,Level 3,closed,James Lyles,DEVRY UNIVERSITY ONLINE,"""01072731""",21805113,NAPERVILLE,IL,,,information only,,Post-9/11 Ch 33
VA11894,Level 3,closed,James Lyles,DEVRY UNIVERSITY ONLINE,"""01072731""",21805113,NAPERVILLE,IL,,,information only,,Post-9/11 Ch 33
VA11891,Level 3,closed,James Lyles,DEVRY UNIVERSITY ONLINE,"""01072731""",21805113,NAPERVILLE,IL,,,information only,,Post-9/11 Ch 33
VA11888,Level 3,closed,James Lyles,DEVRY UNIVERSITY ONLINE,"""01072731""",21805113,NAPERVILLE,IL,,,information only,,Post-9/11 Ch 33
VA11885,Level 3,closed,James Lyles,DEVRY UNIVERSITY ONLINE,"""01072731""",21805113,NAPERVILLE,IL,,,information only,,Post-9/11 Ch 33
VA11790,Level 3,closed,James Lyles,DEVRY UNIVERSITY ONLINE,"""01072731""",21805113,NAPERVILLE,IL,,,information only,,Post-9/11 Ch 33
VA16077,Level 3,closed,James Lyles,DEVRY UNIVERSITY ONLINE,"""01072731""",21805113,NAPERVILLE,IL,,,information only,,Post-9/11 Ch 33
VA16046,Level 3,closed,James Lyles,DEVRY UNIVERSITY ONLINE,"""01072731""",21805113,NAPERVILLE,IL,,,information only,,"Post-9/11 Ch 33, MGIB-SR Ch 1606"
,No Escalation Needed,closed,James Lyles,MERIDIAN INSTITUTE OF SURGICAL ASSISTING,,24907642,Nashville,TN,,,information only,,Post-9/11 Ch 33;MGIB-AD Ch 30;MGIB-SR Ch 1606
,No Escalation Needed,closed,James Lyles,MEHARRY MEDICAL COLLEGE,,31903642,NASHVILLE,TN,,,information only,,DEA Ch 35
VA11767,Level 2,closed,Christopher Sutherland,LIPSCOMB UNIVERSITY,"""00348600""",31902942,NASHVILLE,TN,,,resolved,,VRE Ch 31
VA12668,Level 3,closed,James Lyles,BELMONT UNIVERSITY,"""00347900""",31005142,NASHVILLE,TN,,,information only,,Post-9/11 Ch 33
,No Escalation Needed,closed,James Lyles,NEW HORIZONS CLC NASHVILLE,,25020842,NASHVILLE,TN,,,information only,,Post-9/11 Ch 33
,No Escalation Needed,closed,James Lyles,LINCOLN COLLEGE OF TECHNOLOGY-NASHVILLE,,24918442,NASHVILLE,TN,,,resolved,,Post-9/11 Ch 33
,No Escalation Needed,closed,James Lyles,LINCOLN COLLEGE OF TECHNOLOGY-NASHVILLE,,24918442,NASHVILLE,TN,,,resolved,,Post-9/11 Ch 33
VA17192,Level 3,closed,James Lyles,DEVRY UNIVERSITY-TENNESSEE-NASHVILLE,"""01072780""",21079542,NASHVILLE,TN,,,information only,,Post-9/11 Ch 33
,No Escalation Needed,closed,James Lyles,TENNESSEE STATE UNIVERSITY,,11910242,NASHVILLE,TN,,,information only,,Post-9/11 Ch 33
VA12852,Level 3,closed,James Lyles,TENNESSEE STATE UNIVERSITY,"""00352200""",11910242,NASHVILLE,TN,,,information only,,Post-9/11 Ch 33
VA12518,Level 3,closed,James Lyles,TENNESSEE STATE UNIVERSITY,"""00352200""",11910242,NASHVILLE,TN,,,information only,,"Post-9/11 Ch 33, VRE Ch 31"
VA12775,Level 3,closed,James Lyles,COASTAL TRUCK DRIVING SCHOOL,,25102824,NATCHEZ,LA,,,information only,,Post-9/11 Ch 33
,No Escalation Needed,closed,James Lyles,BELLUS ACADEMY-NATIONAL CITY,,25541205,NATIONAL CITY,CA,,,information only,,Post-9/11 Ch 33
,No Escalation Needed,closed,James Lyles,DEVRY UNIVERSITY-NEWARK CA,,21801105,NEWARK,CA,,,resolved,,Post-9/11 Ch 33
,No Escalation Needed,closed,James Lyles,UNIVERSITY OF DELAWARE,,11901108,NEWARK,DE,,,information only,,Post-9/11 Ch 33
VA12551,Level 3,closed,James Lyles,RUTGERS UNIVERSITY-NEWARK,"""00262902""",11812130,Newark,NJ,,,resolved,,Post-9/11 Ch 33
VA11645,Level 3,closed,James Lyles,CRAVEN COMMUNITY COLLEGE,"""00679900""",14941433,NEW BERN,NC,,,information only,,Post-9/11 Ch 33
VA12093,Level 3,closed,James Lyles,RUTGERS UNIVERSITY-NEW BRUNSWICK,"""00262900""",11820230,New Brunswick,NJ,,,resolved,,VRE Ch 31
VA16111,Level 3,closed,James Lyles,WILMINGTON UNIVERSITY,"""00794800""",31801008,New Castle,DE,,,resolved,,Post-9/11 Ch 33
VA11860,Level 3,closed,James Lyles,"AMERICAN DRIVER TRAINING ACADEMY, INC.",,28000708,NEW CASTLE,DE,,,information only,,Post-9/11 Ch 33
,No Escalation Needed,closed,James Lyles,ACADEMY OF ACADIANA NEW IBERIA,,25063118,NEW IBERIA,LA,,,information only,,Post-9/11 Ch 33
VA12565,Level 3,closed,James Lyles,TULANE SCHOOL OF PUBLIC HEALTH & TROPICAL MEDICINE,"""00202900""",31800318,NEW ORLEANS,LA,,,resolved,,VRE Ch 31
VA12427,Level 3,closed,James Lyles,TULANE UNIVERSITY OF LOUISIANA,"""00202900""",31800118,NEW ORLEANS,LA,,,information only,,VRE Ch 31
VA12642,Level 3,closed,James Lyles,OUR LADY OF HOLY CROSS COLLEGE,"""00202300""",31022718,NEW ORLEANS,LA,,,resolved,,Post-9/11 Ch 33
,No Escalation Needed,closed,James Lyles,DELGADO COMMUNITY COLLEGE WEST BANK,,14800218,NEW ORLEANS,LA,,,resolved,,Post-9/11 Ch 33
VA17184,Level 3,closed,James Lyles,MEDICAL CAREERS INSTITUTE-SCHOOL OF HEALTH SCIENCE OF ECPI UNIVERSITY,"""01019800""",24810046,NEWPORT NEWS,VA,,,information only,,Post-9/11 Ch 33
VA12602,Level 3,closed,James Lyles,CENTURA COLLEGE-NEWPORT NEWS,"""02334402""",24800346,NEWPORT NEWS,VA,,,information only,,Post-9/11 Ch 33
,No Escalation Needed,closed,James Lyles,ECPI UNIVERSITY-NEWPORT NEWS,,21953546,NEWPORT NEWS,VA,,,information only,,Post-9/11 Ch 33
VA11592,Level 3,closed,James Lyles,ECPI UNIVERSITY-NEWPORT NEWS,"""01019800""",21953546,NEWPORT NEWS,VA,,,information only,,Post-9/11 Ch 33
VA11564,Level 3,closed,James Lyles,ECPI UNIVERSITY-NEWPORT NEWS,"""01019800""",21953546,NEWPORT NEWS,VA,,,information only,,Post-9/11 Ch 33
VA12782,Level 3,closed,James Lyles,RASMUSSEN COLLEGE-NEW PORT RICHEY,"""00869410""",219A1110,New Port Richey,FL,,,information only,,Post-9/11 Ch 33
