case id,level,status,case owner,school,opeid,facility code,school city,school state,submitted,closed,closed reason,issues,education benefits
VA20284,Level 3,closed,James Lyles,MIDLANDS TECHNICAL COLLEGE,"""00399300""",14913440,COLUMBIA,SC,,,resolved,,Post-9/11 Ch 33
VA11815,Level 3,closed,James Lyles,UNIVERSITY OF SOUTH CAROLINA-COLUMBIA,"""00344800""",11801140,COLUMBIA,SC,,,no response,,Post-9/11 Ch 33
,No Escalation Needed,closed,James Lyles,ACCESSIBLE AVIATION,,25101424,Columbus,MS,,,no response,,post9::11 ch 33
VA12612,Level 3,closed,James Lyles,COLUMBUS STATE COMMUNITY COLLEGE,"""00686700""",149E5435,Columbus,OH,,,resolved,,Post-9/11 Ch 33
VA12236,Level 3,closed,James Lyles,COLUMBUS STATE COMMUNITY COLLEGE,"""00686700""",149E5435,Columbus,OH,,,no response,,Post-9/11 Ch 33
,No Escalation Needed,closed,James Lyles,COLUMBUS STATE COMMUNITY COLLEGE,,149E5435,COLUMBUS,OH,,,resolved,,Post-9/11 Ch 33
VA17206,Level 3,closed,James Lyles,FRANKLIN UNIVERSITY,"""00304600""",31001235,COLUMBUS,OH,,,resolved,,Post-9/11 Ch 33
VA22459,Level 3,closed,James Lyles,CHATTAHOOCHEE SCUBA,,25034411,Columbus,GA,,,no response,,Post-9/11 Ch 33
,No Escalation Needed,closed,James Lyles,RIVERTOWN SCHOOL OF BEAUTY BARBER SKIN CARE AND NAILS,,25002111,COLUMBUS,GA,,,resolved,,Post-9/11 Ch 33
VA11670,Level 3,closed,James Lyles,RIVERTOWN SCHOOL OF BEAUTY BARBER SKIN CARE AND NAILS,"""03102000""",25002111,Columbus,GA,,,resolved,,Post-9/11 Ch 33
VA12359,Level 3,closed,James Lyles,RIVERTOWN SCHOOL OF BEAUTY BARBER SKIN CARE AND NAILS,"""03102000""",25002111,Columbus,GA,,,no response,,Post-9/11 Ch 33
,No Escalation Needed,closed,James Lyles,MILLER MOTTE TECHNICAL COLLEGE,,24010611,Columbus,GA,,,no response,,Post-9/11 Ch 33
VA11811,Level 3,closed,James Lyles,VIRGINIA COLLEGE-COLUMBUS,"""03010628""",21917811,Columbus,GA,,,no response,,Post-9/11 Ch 33
VA12355,Level 3,closed,James Lyles,COLUMBUS TECHNICAL COLLEGE,"""00562400""",14930411,Columbus,GA,,,resolved,,Post-9/11 Ch 33
VA11503,Level 3,closed,James Lyles,GEORGIA MILITARY COLLEGE-COLUMBUS,"""00157107""",14820911,Columbus,GA,,,no response,,Post-9/11 Ch 33
VA17141,Level 3,closed,James Lyles,WASHINGTON CORRECTIONAL FACILITY,,10N27332,COMSTOCK,NY,,,resolved,,MGIB-SR Ch 1606
,No Escalation Needed,closed,James Lyles,UNITEK COLLEGE-CONCORD,,25192705,CONCORD,CA,,,no response,,Post-9/11 Ch 33
VA12437,Level 3,closed,James Lyles,NEW HAMPSHIRE TECHNICAL INSTITUTE-CONCORD'S COMMUNITY COLLEGE,"""00258100""",14901029,Concord,NH,,,no response,,Post-9/11 Ch 33
VA11972,Level 3,closed,James Lyles,GRANITE STATE COLLEGE,"""03101300""",11801229,Concord,NH,,,no response,,Post-9/11 Ch 33
,No Escalation Needed,closed,James Lyles,GRANITE STATE COLLEGE,,11801229,CONCORD,NH,,,resolved,,DEA Ch 35
VA16030,Level 3,closed,James Lyles,TEXAS BARBER COLLEGES AND HAIRSTYLING SCHOOLS NUMBER 7,"""02568100""",25111243,CONROE,TX,,,no response,,Post-9/11 Ch 33
,No Escalation Needed,closed,James Lyles,HEAVY EQUIPMENT COLLEGES OF AMERICA,,24956611,Conyers,GA,,,no response,,Post-9/11 Ch 33
VA12110,Level 3,closed,James Lyles,FORTIS INSTITUTE-COOKEVILLE,"""02326300""",24954442,COOKEVILLE,TN,,,no response,,Post-9/11 Ch 33
,No Escalation Needed,closed,James Lyles,CENTRAL ARIZONA COLLEGE,,14917403,COOLIDGE,AZ,,,no response,,Post-9/11 Ch 33
,No Escalation Needed,closed,James Lyles,CENTRAL ARIZONA COLLEGE,,14917403,COOLIDGE,AZ,,,resolved,,Post-9/11 Ch 33
VA12050,Level 3,closed,James Lyles,SOUTHERN CAREERS INST-CORPUS,"""03035302""",25053043,CORPUS CHRISTI,TX,,,no response,,Post-9/11 Ch 33
VA11921,Level 3,closed,James Lyles,SOUTHERN CAREERS INST-CORPUS,"""03035302""",25053043,CORPUS CHRISTI,TX,,,no response,,Post-9/11 Ch 33
VA11920,Level 3,closed,James Lyles,SOUTHERN CAREERS INST-CORPUS,"""03035302""",25053043,CORPUS CHRISTI,TX,,,no response,,Post-9/11 Ch 33
,No Escalation Needed,closed,James Lyles,OREGON STATE UNIVERSITY,,11916137,CORVALLIS,OR,,,resolved,,Post-9/11 Ch 33
,No Escalation Needed,closed,James Lyles,OREGON STATE UNIVERSITY,,11916137,CORVALLIS,OR,,,no response,,Post-9/11 Ch 33
VA14979,Level 3,closed,James Lyles,OREGON STATE UNIVERSITY,"""00321000""",11916137,Corvallis,OR,,,no response,,Post-9/11 Ch 33
VA11922,Level 3,closed,James Lyles,UNIVERSITY OF PHOENIX-COSTA MESA,"""22098812""",21891605,Costa Mesa,CA,,,no response,,Post-9/11 Ch 33
VA11786,Level 3,closed,James Lyles,UNIVERSITY OF PHOENIX-COSTA MESA,"""22098812""",21891605,Costa Mesa,CA,,,resolved,,Post-9/11 Ch 33
VA12718,Level 3,closed,James Lyles,ST CHARLES COMMUNITY COLLEGE,"""02530600""",14983425,COTTLEVILLE,MO,,,no response,,Post-9/11 Ch 33
,No Escalation Needed,closed,James Lyles,AMERICAN UNIVERSITY OF THE CARIBBEAN SCHOOL OF MEDICINE,,22100096,"Cupecoy, Dutch Lowlands",,,,resolved,,Post-9/11 Ch 33
,No Escalation Needed,closed,James Lyles,TRIDENT UNIVERSITY INTERNATIONAL,,21008705,CYPRESS,CA,,,no response,,DEA Ch 35
VA12106,Level 3,closed,James Lyles,TRIDENT UNIVERSITY INTERNATIONAL,"""04127900""",21008705,CYPRESS,CA,,,no response,,Post-9/11 Ch 33
VA12105,Level 3,closed,James Lyles,TRIDENT UNIVERSITY INTERNATIONAL,"""04127900""",21008705,CYPRESS,CA,,,resolved,,Post-9/11 Ch 33
VA12108,Level 3,closed,James Lyles,TRIDENT UNIVERSITY INTERNATIONAL,"""04127900""",21008705,CYPRESS,CA,,,no response,,Post-9/11 Ch 33
VA12013,Level 3,closed,James Lyles,TRIDENT UNIVERSITY INTERNATIONAL,"""04127900""",21008705,CYPRESS,CA,,,no response,,Post-9/11 Ch 33
VA12003,Level 3,closed,James Lyles,TRIDENT UNIVERSITY INTERNATIONAL,"""04127900""",21008705,CYPRESS,CA,,,no response,,Post-9/11 Ch 33
VA12027,Level 3,closed,James Lyles,TRIDENT UNIVERSITY INTERNATIONAL,"""04127900""",21008705,CYPRESS,CA,,,no response,,Post-9/11 Ch 33
VA12023,Level 3,closed,James Lyles,TRIDENT UNIVERSITY INTERNATIONAL,"""04127900""",21008705,CYPRESS,CA,,,no response,,Post-9/11 Ch 33
VA11898,Level 3,closed,James Lyles,TRIDENT UNIVERSITY INTERNATIONAL,"""04127900""",21008705,CYPRESS,CA,,,resolved,,Post-9/11 Ch 33
VA11884,Level 3,closed,James Lyles,TRIDENT UNIVERSITY INTERNATIONAL,"""04127900""",21008705,CYPRESS,CA,,,no response,,Post-9/11 Ch 33
VA11879,Level 3,closed,James Lyles,TRIDENT UNIVERSITY INTERNATIONAL,"""04127900""",21008705,CYPRESS,CA,,,no response,,Post-9/11 Ch 33
VA11875,Level 3,closed,James Lyles,TRIDENT UNIVERSITY INTERNATIONAL,"""04127900""",21008705,CYPRESS,CA,,,no response,,Post-9/11 Ch 33
VA11831,Level 3,closed,James Lyles,TRIDENT UNIVERSITY INTERNATIONAL,"""04127900""",21008705,CYPRESS,CA,,,no response,,Post-9/11 Ch 33
VA11658,Level 3,closed,James Lyles,TRIDENT UNIVERSITY INTERNATIONAL,"""04127900""",21008705,CYPRESS,CA,,,no response,,Post-9/11 Ch 33
VA10872,Level 3,closed,James Lyles,TRIDENT UNIVERSITY INTERNATIONAL,"""04127900""",21008705,CYPRESS,CA,,,no response,,Post-9/11 Ch 33
VA12368,Level 3,closed,James Lyles,TRIDENT UNIVERSITY INTERNATIONAL,"""04127900""",21008705,CYPRESS,CA,,,no response,,Post-9/11 Ch 33
VA12401,Level 3,closed,James Lyles,TRIDENT UNIVERSITY INTERNATIONAL,"""04127900""",21008705,CYPRESS,CA,,,no response,,Post-9/11 Ch 33
VA12400,Level 3,closed,James Lyles,TRIDENT UNIVERSITY INTERNATIONAL,"""04127900""",21008705,CYPRESS,CA,,,no response,,Post-9/11 Ch 33
VA12398,Level 3,closed,James Lyles,TRIDENT UNIVERSITY INTERNATIONAL,"""04127900""",21008705,CYPRESS,CA,,,no response,,Post-9/11 Ch 33
VA12387,Level 3,closed,James Lyles,TRIDENT UNIVERSITY INTERNATIONAL,"""04127900""",21008705,CYPRESS,CA,,,no response,,Post-9/11 Ch 33
VA12386,Level 3,closed,James Lyles,TRIDENT UNIVERSITY INTERNATIONAL,"""04127900""",21008705,CYPRESS,CA,,,no response,,Post-9/11 Ch 33
VA12384,Level 3,closed,James Lyles,TRIDENT UNIVERSITY INTERNATIONAL,"""04127900""",21008705,CYPRESS,CA,,,no response,,Post-9/11 Ch 33
VA12380,Level 3,closed,James Lyles,TRIDENT UNIVERSITY INTERNATIONAL,"""04127900""",21008705,CYPRESS,CA,,,no response,,Post-9/11 Ch 33
VA12287,Level 3,closed,James Lyles,TRIDENT UNIVERSITY INTERNATIONAL,"""04127900""",21008705,CYPRESS,CA,,,no response,,Post-9/11 Ch 33
VA12285,Level 3,closed,James Lyles,TRIDENT UNIVERSITY INTERNATIONAL,"""04127900""",21008705,CYPRESS,CA,,,no response,,Post-9/11 Ch 33
VA12276,Level 3,closed,James Lyles,TRIDENT UNIVERSITY INTERNATIONAL,"""04127900""",21008705,CYPRESS,CA,,,no response,,Post-9/11 Ch 33
VA12273,Level 3,closed,James Lyles,TRIDENT UNIVERSITY INTERNATIONAL,"""04127900""",21008705,CYPRESS,CA,,,no response,,Post-9/11 Ch 33
VA12302,Level 3,closed,James Lyles,TRIDENT UNIVERSITY INTERNATIONAL,"""04127900""",21008705,CYPRESS,CA,,,no response,,Post-9/11 Ch 33
VA12228,Level 3,closed,James Lyles,TRIDENT UNIVERSITY INTERNATIONAL,"""04127900""",21008705,CYPRESS,CA,,,no response,,Post-9/11 Ch 33
VA12231,Level 3,closed,James Lyles,TRIDENT UNIVERSITY INTERNATIONAL,"""04127900""",21008705,CYPRESS,CA,,,no response,,Post-9/11 Ch 33
VA12208,Level 3,closed,James Lyles,TRIDENT UNIVERSITY INTERNATIONAL,"""04127900""",21008705,CYPRESS,CA,,,no response,,Post-9/11 Ch 33
VA12202,Level 3,closed,James Lyles,TRIDENT UNIVERSITY INTERNATIONAL,"""04127900""",21008705,CYPRESS,CA,,,no response,,Post-9/11 Ch 33
VA12201,Level 3,closed,James Lyles,TRIDENT UNIVERSITY INTERNATIONAL,"""04127900""",21008705,CYPRESS,CA,,,no response,,Post-9/11 Ch 33
VA12178,Level 3,closed,James Lyles,TRIDENT UNIVERSITY INTERNATIONAL,"""04127900""",21008705,CYPRESS,CA,,,no response,,Post-9/11 Ch 33
VA12177,Level 3,closed,James Lyles,TRIDENT UNIVERSITY INTERNATIONAL,"""04127900""",21008705,CYPRESS,CA,,,no response,,Post-9/11 Ch 33
VA12176,Level 3,closed,James Lyles,TRIDENT UNIVERSITY INTERNATIONAL,"""04127900""",21008705,CYPRESS,CA,,,no response,,Post-9/11 Ch 33
VA12175,Level 3,closed,James Lyles,TRIDENT UNIVERSITY INTERNATIONAL,"""04127900""",21008705,CYPRESS,CA,,,no response,,Post-9/11 Ch 33
VA22450,Level 3,closed,James Lyles,CYPRESS COLLEGE,"""00119300""",14950405,CYPRESS,CA,,,no response,,Post-9/11 Ch 33
VA11374,Level 3,closed,James Lyles,GRAHAMS BARBER COLLEGE INC,,25030343,DALLAS,TX,,,no response,,Post-9/11 Ch 33
VA11857,Level 3,closed,James Lyles,ART INSTITUTE OF DALLAS (THE),"""02539600""",219M4543,Dallas,TX,,,no response,,Post-9/11 Ch 33
VA11590,Level 3,closed,James Lyles,ART INSTITUTE OF DALLAS (THE),"""02539600""",219M4543,Dallas,TX,,,no response,,Post-9/11 Ch 33
VA11825,Level 3,closed,James Lyles,UNIVERSITY OF PHOENIX-DALLAS,"""42098875""",219L0143,Dallas,TX,,,no response,,Post-9/11 Ch 33
VA11998,Level 3,closed,James Lyles,GASTON COLLEGE,"""00297300""",14908433,DALLAS,NC,,,no response,,Post-9/11 Ch 33
VA20259,Level 3,closed,James Lyles,WESTERN CONNECTICUT STATE UNIVERSITY,"""00138000""",13000207,DANBURY,CT,,,no response,,Post-9/11 Ch 33
VA12102,Level 3,closed,James Lyles,KAPLAN UNIVERSITY - DAVENPORT,,24905415,DAVENPORT,IA,,,no response,,Post-9/11 Ch 33
VA11950,Level 3,closed,James Lyles,KAPLAN UNIVERSITY - DAVENPORT,,24905415,DAVENPORT,IA,,,no response,,Post-9/11 Ch 33
VA11768,Level 3,closed,James Lyles,KAPLAN UNIVERSITY - DAVENPORT,,24905415,DAVENPORT,IA,,,no response,,"Post-9/11 Ch 33, DEA Ch 35"
VA14896,Level 3,closed,James Lyles,KAPLAN UNIVERSITY - DAVENPORT,,24905415,DAVENPORT,IA,,,no response,,Post-9/11 Ch 33
VA12286,Level 3,closed,James Lyles,KAPLAN UNIVERSITY - DAVENPORT,,24905415,DAVENPORT,IA,,,no response,,Post-9/11 Ch 33
VA12134,Level 3,closed,James Lyles,KAPLAN UNIVERSITY - DAVENPORT,,24905415,DAVENPORT,IA,,,no response,,Post-9/11 Ch 33
VA12133,Level 3,closed,James Lyles,KAPLAN UNIVERSITY - DAVENPORT,,24905415,DAVENPORT,IA,,,no response,,Post-9/11 Ch 33
VA17204,Level 3,closed,James Lyles,KAPLAN-PURDUE UNIVERSITY GLOBAL,,21905415,Davenport,IA,,,no response,,"VRAP, Post-9/11 Ch 33"
VA22418,Level 3,closed,James Lyles,DAYTONA STATE COLLEGE,"""00147500""",119A7110,DAYTONA BEACH,FL,,,no response,,Post-9/11 Ch 33
,No Escalation Needed,closed,James Lyles,KEISER UNIVERSITY-DAYTONA BEACH,,31835810,DAYTONA BEACH,FL,,,no response,,Post-9/11 Ch 33
,No Escalation Needed,closed,James Lyles,KEISER UNIVERSITY-DAYTONA BEACH,,31835810,DAYTONA BEACH,FL,,,no response,,Post-9/11 Ch 33
,No Escalation Needed,closed,James Lyles,KEISER UNIVERSITY-DAYTONA BEACH,,31835810,DAYTONA BEACH,FL,,,no response,,Post-9/11 Ch 33
VA12627,Level 3,closed,James Lyles,EMBRY-RIDDLE AERONAUTICAL UNIVERSITY-WORLDWIDE,"""00147900""",31806910,Daytona Beach,FL,,,no response,,Post-9/11 Ch 33
VA14886,Level 3,closed,James Lyles,EMBRY-RIDDLE AERONAUTICAL UNIVERSITY-ONLINE,"""00147900""",31806810,Daytona Beach,FL,,,no response,,Post-9/11 Ch 33
VA21345,Level 3,closed,James Lyles,EMBRY-RIDDLE AERONAUTICAL UNIVERSITY-DAYTONA BEACH,"""00147900""",31806110,Daytona Beach,FL,,,no response,,VRE Ch 31
VA17189,Level 3,closed,James Lyles,UNIVERSITY OF MICHIGAN-DEARBORN,"""00232600""",11804422,Dearborn,MI,,,resolved,,Post-9/11 Ch 33
VA12011,Level 3,closed,James Lyles,DEVRY UNIVERSITY (DECATUR CAMPUS),"""01072714""",21807411,Decatur,GA,,,no response,,Post-9/11 Ch 33
VA11979,Level 3,closed,James Lyles,DEVRY UNIVERSITY (DECATUR CAMPUS),"""01072714""",21807411,Decatur,GA,,,no response,,Post-9/11 Ch 33
VA20270,Level 3,closed,James Lyles,DEPARTMENT OF VETERANS AFFAIRS - ATLANTA REGIONAL OFFICE,,10064411,Decatur,GA,,,no response,,VRE Ch 31
VA22469,Level 3,closed,James Lyles,NORTHERN ILLINOIS UNIVERSITY,"""00173700""",11903113,DEKALB,IL,,,no response,,Post-9/11 Ch 33
VA11739,Level 3,closed,James Lyles,SUL ROSS STATE UNIVERSITY RIO GRANDE COLLEGE,"""00362500""",11035243,DEL RIO,TX,,,no response,,Post-9/11 Ch 33
,No Escalation Needed,closed,James Lyles,UNIVERSITY OF NORTH TEXAS,,11008243,DENTON,TX,,,resolved,,Post-9/11 Ch 33
VA12580,Level 2,closed,Christopher Sutherland,UNIVERSITY OF NORTH TEXAS,"""00359400""",11008243,DENTON,TX,,,resolved,,VRE Ch 31
,No Escalation Needed,closed,James Lyles,SECURE SET ACADEMY,,25039406,DENVER,CO,,,no response,,Post-9/11 Ch 33
VA11771,Level 3,closed,James Lyles,THE ART INSTITUTE OF COLORADO,"""02078900""",21919106,Denver,CO,,,no response,,Post-9/11 Ch 33
VA12614,Level 3,closed,James Lyles,THE ART INSTITUTE OF COLORADO,"""02078900""",21919106,Denver,CO,,,no response,,Post-9/11 Ch 33
VA12142,Level 3,closed,James Lyles,THE ART INSTITUTE OF COLORADO,"""02078900""",21919106,Denver,CO,,,no response,,Post-9/11 Ch 33
VA12069,Level 3,closed,James Lyles,COLORADO DIVISION OF WILDLIFE-DENVER,,10A93406,Denver,CO,,,no response,,TATU
,No Escalation Needed,closed,James Lyles,MASSAGE THERAPY INSTITUTE OF COLORADO,,25015506,DENVER,CO,,,no response,,Post-9/11 Ch 33
,No Escalation Needed,closed,James Lyles,MASSAGE THERAPY INSTITUTE OF COLORADO,,25015506,DENVER,CO,,,no response,,Post-9/11 Ch 33
,No Escalation Needed,closed,James Lyles,MASSAGE THERAPY INSTITUTE OF COLORADO,,25015506,DENVER,CO,,,no response,,Post-9/11 Ch 33
VA12816,Level 3,closed,James Lyles,LINCOLN COLLEGE OF TECHNOLOGY,"""00754700""",24910406,DENVER,CO,,,no response,,Post-9/11 Ch 33
VA12815,Level 3,closed,James Lyles,LINCOLN COLLEGE OF TECHNOLOGY,"""00754700""",24910406,DENVER,CO,,,resolved,,Post-9/11 Ch 33
VA12805,Level 3,closed,James Lyles,LINCOLN COLLEGE OF TECHNOLOGY,"""00754700""",24910406,DENVER,CO,,,no response,,Post-9/11 Ch 33
VA12808,Level 3,closed,James Lyles,LINCOLN COLLEGE OF TECHNOLOGY,"""00754700""",24910406,DENVER,CO,,,no response,,Post-9/11 Ch 33
VA12807,Level 3,closed,James Lyles,LINCOLN COLLEGE OF TECHNOLOGY,"""00754700""",24910406,DENVER,CO,,,no response,,Post-9/11 Ch 33
,No Escalation Needed,closed,James Lyles,THE ART INSTITUTE OF COLORADO,,31015206,Denver,CO,,,no response,,Post-9/11 Ch 33
VA12613,Level 3,closed,William Colemon,THE ART INSTITUTE OF COLORADO,"""02078900""",31015206,Denver,CO,,,no response,,Post-9/11 Ch 33
,No Escalation Needed,closed,James Lyles,COMMUNITY COLLEGE OF DENVER,,14923406,DENVER,CO,,,no response,,Post-9/11 Ch 33
VA12464,Level 3,closed,James Lyles,COMMUNITY COLLEGE OF DENVER,"""00954200""",14923406,Denver,CO,,,no response,,Post-9/11 Ch 33
VA17216,Level 3,closed,James Lyles,ASPEN UNIVERSITY,"""04080300""",21013206,DENVER,CO,,,no response,,Post-9/11 Ch 33
VA12688,Level 3,closed,James Lyles,REGIS UNIVERSITY,"""00136300""",31917106,DENVER,CO,,,no response,,Post-9/11 Ch 33
VA18254,Level 3,closed,James Lyles,COLLEGE AMERICA-DENVER,"""02594300""",31823106,DENVER,CO,,,resolved,,Post-9/11 Ch 33
VA11770,Level 3,closed,James Lyles,HIGHLINE COLLEGE,"""00378100""",14909447,DES MOINES,WA,,,no response,,Post-9/11 Ch 33
VA12705,Level 3,closed,James Lyles,DETROIT POLICE DEPARTMENT,,10922322,DETROIT,MI,,,resolved,,Post-9/11 Ch 33
VA11769,Level 3,closed,James Lyles,CRATER CRIMINAL JUSTICE ACADEMY,,15032646,DISPUTANTA,VA,,,no response,,Post-9/11 Ch 33
VA11718,Level 3,closed,James Lyles,CRATER CRIMINAL JUSTICE ACADEMY,,15032646,DISPUTANTA,VA,,,no response,,Post-9/11 Ch 33
VA12765,Level 3,closed,James Lyles,DODGE CITY COMMUNITY COLLEGE,"""00191300""",14900416,DODGE CITY,KS,,,no response,,Post-9/11 Ch 33
VA14966,Level 3,closed,James Lyles,WESLEY COLLEGE,"""00143300""",31906408,Dover,DE,,,no response,,Post-9/11 Ch 33
,No Escalation Needed,closed,James Lyles,DELAWARE STATE UNIVERSITY,,11907108,DOVER,DE,,,no response,,Post-9/11 Ch 33
VA16029,Level 3,closed,James Lyles,DELAWARE STATE UNIVERSITY,"""00142800""",11907108,Dover,DE,,,resolved,,Post-9/11 Ch 33
,No Escalation Needed,closed,James Lyles,MANAGEMENT AND STRATEGY INSTITUTE LLC,,46002038,DOWNINGTOWN,PA,,,no response,,Post-9/11 Ch 33
,No Escalation Needed,closed,James Lyles,ERSKINE COLLEGE,,31000640,DUE WEST,SC,,,resolved,,Post-9/11 Ch 33
,No Escalation Needed,closed,James Lyles,ERSKINE COLLEGE,,31000640,DUE WEST,SC,,,no response,,Post-9/11 Ch 33
,No Escalation Needed,closed,C&L EDU Feedback Case Managers,GWINNETT BARBER INSTITUTE,,25040711,DULUTH,GA,,,no response,,Post-9/11 Ch 33
,No Escalation Needed,closed,C&L EDU Feedback Case Managers,GWINNETT BARBER INSTITUTE,,25040711,DULUTH,GA,,,no response,,Post-9/11 Ch 33
,No Escalation Needed,closed,Tameika Tiller,GWINNETT BARBER INSTITUTE,,25040711,DULUTH,GA,,,no response,,Post-9/11 Ch 33;post9::11 ch 33
,No Escalation Needed,closed,Tameika Tiller,GWINNETT BARBER INSTITUTE,,25040711,DULUTH,GA,,,no response,,Post-9/11 Ch 33
,No Escalation Needed,closed,James Lyles,GWINNETT BARBER INSTITUTE,,25040711,DULUTH,GA,,,no response,,Post-9/11 Ch 33
VA16020,Level 3,closed,James Lyles,ELITE ACADEMY OF COSMETOLOGY,"""00970802""",25076736,DUNCAN,OK,,,no response,,Post-9/11 Ch 33
VA16015,Level 3,closed,James Lyles,ROADMASTER DRIVERS SCHOOL OF NORTH CAROLINA INC,,25013033,DUNN,NC,,,no response,,Post-9/11 Ch 33
VA12683,Level 3,closed,James Lyles,EMPIRE BEAUTY SCHOOL-DUNWOODY,"""02607600""",25013711,Dunwoody,GA,,,no response,,Post-9/11 Ch 33
VA12242,Level 3,closed,James Lyles,DURHAM BEAUTY ACADEMY,"""03748500""",25013633,DURHAM,NC,,,no response,,DEA Ch 35
,No Escalation Needed,closed,James Lyles,NORTH CAROLINA CENTRAL UNIVERSITY,,11002133,DURHAM,NC,,,no response,,Post-9/11 Ch 33
VA12328,Level 3,closed,James Lyles,EVEREST INSTITUTE,,25025123,Eagan,MN,,,no response,,Post-9/11 Ch 33
VA12322,Level 3,closed,James Lyles,EVEREST INSTITUTE,,25025123,Eagan,MN,,,no response,,Post-9/11 Ch 33
,No Escalation Needed,closed,James Lyles,THE TRAVEL ACADEMY,,25015223,EAGAN,MN,,,resolved,,Post-9/11 Ch 33
,No Escalation Needed,closed,James Lyles,RASMUSSEN COLLEGE-EAGAN,,21800823,EAGAN,MN,,,no response,,Post-9/11 Ch 33
VA16010,Level 3,closed,James Lyles,SOUTHERN CROSS UNIVERSITY,"""03140600""",11100870,"EAST LISMORE,",CA,,,no response,,Post-9/11 Ch 33
VA11669,Level 3,closed,Tameika Tiller,UNITED MEDICAL AND BUSINESS INSTITUTE,"""04218000""",25022511,East Point,GA,,,no response,,Post-9/11 Ch 33
VA11487,Level 3,closed,James Lyles,UNITED MEDICAL AND BUSINESS INSTITUTE,"""04218000""",25022511,East Point,GA,,,no response,,Post-9/11 Ch 33
VA22444,Level 3,closed,James Lyles,UNITED MEDICAL AND BUSINESS INSTITUTE,"""04218000""",25022511,East Point,GA,,,no response,,Post-9/11 Ch 33
VA22395,Level 3,closed,James Lyles,UNITED MEDICAL AND BUSINESS INSTITUTE,"""04218000""",25022511,East Point,GA,,,no response,,Post-9/11 Ch 33
VA12193,Level 3,closed,James Lyles,LINCOLN TECHNICAL INSTITUTE-EAST WINDSOR,"""00730306""",28809007,EAST WINDSOR,CT,,,no response,,Post-9/11 Ch 33
VA16085,Level 3,closed,James Lyles,NAVY ANNAPOLIS FLIGHT CENTER INC,,25022020,EDGEWATER,MD,,,no response,,Post-9/11 Ch 33
VA16060,Level 3,closed,James Lyles,GATEWAY COMMUNITY AND TECHNICAL COLLEGE,"""00527300""",14937417,Edgewood,KY,,,no response,,Post-9/11 Ch 33
VA12005,Level 3,closed,James Lyles,UNIVERSITY OF CENTRAL OKLAHOMA,"""00315200""",11946136,EDMOND,OK,,,no response,,Post-9/11 Ch 33
VA11976,Level 3,closed,James Lyles,UNIVERSITY OF CENTRAL OKLAHOMA,"""00315200""",11946136,EDMOND,OK,,,no response,,Post-9/11 Ch 33
VA17233,Level 3,closed,James Lyles,CUYAMACA COLLEGE,"""02111300""",14971405,EL CAJON,CA,,,no response,,Post-9/11 Ch 33
VA21314,Level 3,closed,James Lyles,INTERCOAST COLLEGES-ELK GROVE,"""02559406""",24007205,ELK GROVE,CA,,,no response,,Post-9/11 Ch 33
VA11908,Level 3,closed,James Lyles,INDIANA INSTITUTE OF TECHNOLOGY-ELKHART,"""00180500""",31929314,ELKHART,IN,,,no response,,Post-9/11 Ch 33
,No Escalation Needed,closed,James Lyles,GREAT BASIN COLLEGE,,14900428,ELKO,NV,,,resolved,,Post-9/11 Ch 33
,No Escalation Needed,closed,C&L EDU Feedback Case Managers,CENTRAL WASHINGTON UNIVERSITY,,11057047,ELLENSBURG,WA,,,information only,,Post-9/11 Ch 33
VA14973,Level 3,closed,James Lyles,CENTRAL WASHINGTON UNIVERSITY,"""00377100""",11057047,ELLENSBURG,WA,,,information only,,Post-9/11 Ch 33
VA11883,Level 3,closed,James Lyles,UNITED STATES AIR FORCE,,10320241,ELLSWORTH AFB,SD,,,information only,,
VA11622,Level 3,closed,James Lyles,ELON UNIVERSITY,"""00292700""",31000533,ELON,NC,,,information only,,Post-9/11 Ch 33
,No Escalation Needed,closed,James Lyles,CUTT MASTER BARBER COLLEGE,,25120043,EL PASO,TN,,,information only,,Post-9/11 Ch 33
VA12347,Level 3,closed,James Lyles,VISTA COLLEGE-EL PASO,"""02572000""",249G7143,EL PASO,TX,,,information only,,Post-9/11 Ch 33
,No Escalation Needed,closed,James Lyles,SOUTHWEST UNIVERSITY AT EL PASO,,24036743,EL PASO,TX,,,information only,,Post-9/11 Ch 33
VA11787,Level 3,closed,James Lyles,EL PASO COMMUNITY COLL DIST,"""01038700""",149G8143,EL PASO,TX,,,information only,,Post-9/11 Ch 33
VA22452,Level 3,closed,James Lyles,UNIVERSITY OF TEXAS AT EL PASO,"""00366100""",11014143,EL PASO,TX,,,resolved,,Post-9/11 Ch 33
VA22451,Level 3,closed,James Lyles,UNIVERSITY OF TEXAS AT EL PASO,"""00366100""",11014143,EL PASO,TX,,,resolved,,DEA Ch 35
VA22448,Level 3,closed,James Lyles,UNIVERSITY OF TEXAS AT EL PASO,"""00366100""",11014143,EL PASO,TX,,,resolved,,Post-9/11 Ch 33
VA22437,Level 3,closed,James Lyles,UNIVERSITY OF TEXAS AT EL PASO,"""00366100""",11014143,EL PASO,TX,,,information only,,Post-9/11 Ch 33
VA22372,Level 3,closed,James Lyles,UNIVERSITY OF TEXAS AT EL PASO,"""00366100""",11014143,EL PASO,TX,,,information only,,Post-9/11 Ch 33
