unitid,instnm,school_system_code,school_system_name,settlement_description,settlement_date,settlement_link
373085,BROWN MACKIE COLLEGE-QUAD CITIES,,,Settlement with U.S. Government,11/16/2015,http://www.justice.gov/opa/pr/profit-college-company-pay-955-million-settle-claims-illegal-recruiting-consumer-fraud-and
154776,BROWN MACKIE COLLEGE-SALINA,,,Settlement with U.S. Government,11/16/2015,http://www.justice.gov/opa/pr/profit-college-company-pay-955-million-settle-claims-illegal-recruiting-consumer-fraud-and
460613,BROWN MACKIE COLLEGE-SAN ANTONIO,,,Settlement with U.S. Government,11/16/2015,http://www.justice.gov/opa/pr/profit-college-company-pay-955-million-settle-claims-illegal-recruiting-consumer-fraud-and
151944,BROWN MACKIE COLLEGE-SOUTH BEND,,,Settlement with U.S. Government,11/16/2015,http://www.justice.gov/opa/pr/profit-college-company-pay-955-million-settle-claims-illegal-recruiting-consumer-fraud-and
460048,BROWN MACKIE COLLEGE-ST LOUIS,,,Settlement with U.S. Government,11/16/2015,http://www.justice.gov/opa/pr/profit-college-company-pay-955-million-settle-claims-illegal-recruiting-consumer-fraud-and
104364,BROWN MACKIE COLLEGE-TUCSON,,,Settlement with U.S. Government,11/16/2015,http://www.justice.gov/opa/pr/profit-college-company-pay-955-million-settle-claims-illegal-recruiting-consumer-fraud-and
455619,BROWN MACKIE COLLEGE-TULSA,,,Settlement with U.S. Government,11/16/2015,http://www.justice.gov/opa/pr/profit-college-company-pay-955-million-settle-claims-illegal-recruiting-consumer-fraud-and
483090,EDMC CENTRAL ADMINISTRATIVE OFFICE,,,Settlement with U.S. Government,11/16/2015,http://www.justice.gov/opa/pr/profit-college-company-pay-955-million-settle-claims-illegal-recruiting-consumer-fraud-and
480073,SOUTH UNIVERSITY-AUSTIN,,,Settlement with U.S. Government,11/16/2015,http://www.justice.gov/opa/pr/profit-college-company-pay-955-million-settle-claims-illegal-recruiting-consumer-fraud-and
480082,SOUTH UNIVERSITY-CLEVELAND,,,"Settlement with U.S. Government, Upcoming Campus Closure (Details Posted on Institution's Website)",11/16/2015,http://www.justice.gov/opa/pr/profit-college-company-pay-955-million-settle-claims-illegal-recruiting-consumer-fraud-and
251312,SOUTH UNIVERSITY-COLUMBIA,,,Settlement with U.S. Government,11/16/2015,http://www.justice.gov/opa/pr/profit-college-company-pay-955-million-settle-claims-illegal-recruiting-consumer-fraud-and
481720,SOUTH UNIVERSITY-HIGH POINT,,,"Settlement with U.S. Government, Upcoming Campus Closure (Details Posted on Institution's Website)",11/16/2015,http://www.justice.gov/opa/pr/profit-college-company-pay-955-million-settle-claims-illegal-recruiting-consumer-fraud-and
101116,SOUTH UNIVERSITY-MONTGOMERY,,,Settlement with U.S. Government,11/16/2015,http://www.justice.gov/opa/pr/profit-college-company-pay-955-million-settle-claims-illegal-recruiting-consumer-fraud-and
468024,SOUTH UNIVERSITY-NOVI,,,"Settlement with U.S. Government, Upcoming Campus Closure (Details Posted on Institution's Website)",11/16/2015,http://www.justice.gov/opa/pr/profit-college-company-pay-955-million-settle-claims-illegal-recruiting-consumer-fraud-and
459259,SOUTH UNIVERSITY-RICHMOND,,,Settlement with U.S. Government,11/16/2015,http://www.justice.gov/opa/pr/profit-college-company-pay-955-million-settle-claims-illegal-recruiting-consumer-fraud-and
139579,SOUTH UNIVERSITY-SAVANNAH,,,Settlement with U.S. Government,11/16/2015,http://www.justice.gov/opa/pr/profit-college-company-pay-955-million-settle-claims-illegal-recruiting-consumer-fraud-and
449898,SOUTH UNIVERSITY-TAMPA,,,Settlement with U.S. Government,11/16/2015,http://www.justice.gov/opa/pr/profit-college-company-pay-955-million-settle-claims-illegal-recruiting-consumer-fraud-and
224776,SOUTH UNIVERSITY-THE ART INSTITUTE OF DALLAS,,,Settlement with U.S. Government,11/16/2015,http://www.justice.gov/opa/pr/profit-college-company-pay-955-million-settle-claims-illegal-recruiting-consumer-fraud-and
468015,SOUTH UNIVERSITY-THE ART INSTITUTE OF FORT WORTH,,,Settlement with U.S. Government,11/16/2015,http://www.justice.gov/opa/pr/profit-college-company-pay-955-million-settle-claims-illegal-recruiting-consumer-fraud-and
459268,SOUTH UNIVERSITY-VIRGINIA BEACH,,,Settlement with U.S. Government,11/16/2015,http://www.justice.gov/opa/pr/profit-college-company-pay-955-million-settle-claims-illegal-recruiting-consumer-fraud-and
133465,SOUTH UNIVERSITY-WEST PALM BEACH,,,Settlement with U.S. Government,11/16/2015,http://www.justice.gov/opa/pr/profit-college-company-pay-955-million-settle-claims-illegal-recruiting-consumer-fraud-and
138813,THE ART INSTITUTE OF ATLANTA,,,Settlement with U.S. Government,11/16/2015,http://www.justice.gov/opa/pr/profit-college-company-pay-955-million-settle-claims-illegal-recruiting-consumer-fraud-and
451820,THE ART INSTITUTE OF AUSTIN,,,Settlement with U.S. Government,11/16/2015,http://www.justice.gov/opa/pr/profit-college-company-pay-955-million-settle-claims-illegal-recruiting-consumer-fraud-and
410502,THE ART INSTITUTE OF CALIFORNIA-ARGOSY UNIVERSITY HOLLYWOOD,301770,"Dream Center Education Holdings, LLC","Loss of Title IV Participation, Settlement with U.S. Government, Upcoming Campus Closure (Details Posted on Institution Website), Assigned receiver has motioned court for an emergency closure of compus. Immenent closure is a distinct possible",03/08/2019,https://studentaid.ed.gov/sa/about/announcements/dream-center
448576,THE ART INSTITUTE OF CALIFORNIA-ARGOSY UNIVERSITY INLAND EMPIRE,301770,"Dream Center Education Holdings, LLC","Settlement with U.S. Government, Upcoming Campus Closure (Details Posted on Institution Website)",11/16/2015,http://www.justice.gov/opa/pr/profit-college-company-pay-955-million-settle-claims-illegal-recruiting-consumer-fraud-and
432533,THE ART INSTITUTE OF CALIFORNIA-ARGOSY UNIVERSITY LOS ANGELES,,,Settlement with U.S. Government,11/16/2015,http://www.justice.gov/opa/pr/profit-college-company-pay-955-million-settle-claims-illegal-recruiting-consumer-fraud-and
441973,THE ART INSTITUTE OF CALIFORNIA-ARGOSY UNIVERSITY ORANGE COUNTY,301770,"Dream Center Education Holdings, LLC","Settlement with U.S. Government, Upcoming Campus Closure (Details Posted on Institution Website)",11/16/2015,http://www.justice.gov/opa/pr/profit-college-company-pay-955-million-settle-claims-illegal-recruiting-consumer-fraud-and
450094,THE ART INSTITUTE OF CALIFORNIA-ARGOSY UNIVERSITY SACRAMENTO,301770,"Dream Center Education Holdings, LLC","Settlement with U.S. Government, Upcoming Campus Closure (Details Posted on Institution Website)",11/16/2015,http://www.justice.gov/opa/pr/profit-college-company-pay-955-million-settle-claims-illegal-recruiting-consumer-fraud-and
117113,THE ART INSTITUTE OF CALIFORNIA-ARGOSY UNIVERSITY SAN DIEGO,301770,"Dream Center Education Holdings, LLC","Loss of Title IV Participation, Settlement with U.S. Government, Assigned receiver has motioned court for an emergency closure of compus. Immenent closure is a distinct possible",03/08/2019,https://studentaid.ed.gov/sa/about/announcements/dream-center
117928,THE ART INSTITUTE OF CALIFORNIA-ARGOSY UNIVERSITY SAN FRANCISCO,301770,"Dream Center Education Holdings, LLC","Settlement with U.S. Government, Upcoming Campus Closure (Details Posted on Institution Website)",11/16/2015,http://www.justice.gov/opa/pr/profit-college-company-pay-955-million-settle-claims-illegal-recruiting-consumer-fraud-and
451848,THE ART INSTITUTE OF CALIFORNIA-ARGOSY UNIVERSITY-SILICON VALLEY,,,Settlement with U.S. Government,11/16/2015,http://www.justice.gov/opa/pr/profit-college-company-pay-955-million-settle-claims-illegal-recruiting-consumer-fraud-and
450085,THE ART INSTITUTE OF CHARLESTON,301770,"Dream Center Education Holdings, LLC","Settlement with U.S. Government, Upcoming Campus Closure (Details Posted on Institution Website)",11/16/2015,http://www.justice.gov/opa/pr/profit-college-company-pay-955-million-settle-claims-illegal-recruiting-consumer-fraud-and
197832,THE ART INSTITUTE OF CHARLOTTE,301770,"Dream Center Education Holdings, LLC","Settlement with U.S. Government, Upcoming Campus Closure (Details Posted on Institution Website)",11/16/2015,http://www.justice.gov/opa/pr/profit-college-company-pay-955-million-settle-claims-illegal-recruiting-consumer-fraud-and
126702,THE ART INSTITUTE OF COLORADO,301770,"Dream Center Education Holdings, LLC","Settlement with U.S. Government, Upcoming Campus Closure (Details Posted on Institution Website)",11/16/2015,http://www.justice.gov/opa/pr/profit-college-company-pay-955-million-settle-claims-illegal-recruiting-consumer-fraud-and
132338,THE ART INSTITUTE OF FORT LAUDERDALE,301770,"Dream Center Education Holdings, LLC","Settlement with U.S. Government, Upcoming Campus Closure (Details Posted on Institution Website)",11/16/2015,http://www.justice.gov/opa/pr/profit-college-company-pay-955-million-settle-claims-illegal-recruiting-consumer-fraud-and
222938,THE ART INSTITUTE OF HOUSTON,,,Settlement with U.S. Government,11/16/2015,http://www.justice.gov/opa/pr/profit-college-company-pay-955-million-settle-claims-illegal-recruiting-consumer-fraud-and
448345,THE ART INSTITUTE OF INDIANAPOLIS,301770,"Dream Center Education Holdings, LLC","Settlement with U.S. Government, Upcoming Campus Closure (Details Posted on Institution Website)",11/16/2015,http://www.justice.gov/opa/pr/profit-college-company-pay-955-million-settle-claims-illegal-recruiting-consumer-fraud-and
182111,THE ART INSTITUTE OF LAS VEGAS,,,"Settlement with U.S. Government, Upcoming Campus Closure (Details Posted on Institution Website), Assigned receiver has motioned court for an emergency closure of compus. Immenent closure is a distinct possible",03/08/2019,http://www.justice.gov/opa/pr/profit-college-company-pay-955-million-settle-claims-illegal-recruiting-consumer-fraud-and
451796,THE ART INSTITUTE OF MICHIGAN,301770,"Dream Center Education Holdings, LLC","Settlement with U.S. Government, Upcoming Campus Closure (Details Posted on Institution Website)",11/16/2015,http://www.justice.gov/opa/pr/profit-college-company-pay-955-million-settle-claims-illegal-recruiting-consumer-fraud-and
365055,THE ART INSTITUTE OF NEW YORK CITY,,,Settlement with U.S. Government,11/16/2015,http://www.justice.gov/opa/pr/profit-college-company-pay-955-million-settle-claims-illegal-recruiting-consumer-fraud-and
446668,THE ART INSTITUTE OF OHIO-CINCINNATI,,,Settlement with U.S. Government,11/16/2015,http://www.justice.gov/opa/pr/profit-college-company-pay-955-million-settle-claims-illegal-recruiting-consumer-fraud-and
210942,THE ART INSTITUTE OF PHILADELPHIA,301770,"Dream Center Education Holdings, LLC","Settlement with U.S. Government, Upcoming Campus Closure (Details Posted on Institution Website)",11/16/2015,http://www.justice.gov/opa/pr/profit-college-company-pay-955-million-settle-claims-illegal-recruiting-consumer-fraud-and
428444,THE ART INSTITUTE OF PHOENIX,301770,"Dream Center Education Holdings, LLC","Settlement with U.S. Government, Upcoming Campus Closure (Details Posted on Institution Website)",11/16/2015,http://www.justice.gov/opa/pr/profit-college-company-pay-955-million-settle-claims-illegal-recruiting-consumer-fraud-and
210960,THE ART INSTITUTE OF PITTSBURGH,,,"Settlement with U.S. Government, Assigned receiver has motioned court for an emergency closure of compus. Immenent closure is a distinct possible",03/08/2019,http://www.justice.gov/opa/pr/profit-college-company-pay-955-million-settle-claims-illegal-recruiting-consumer-fraud-and
451662,THE ART INSTITUTE OF PITTSBURGH-ONLINE DIVISION,,,"Settlement with U.S. Government, Assigned receiver has motioned court for an emergency closure of compus. Immenent closure is a distinct possible",03/08/2019,http://www.justice.gov/opa/pr/profit-college-company-pay-955-million-settle-claims-illegal-recruiting-consumer-fraud-and
208239,THE ART INSTITUTE OF PORTLAND,301770,"Dream Center Education Holdings, LLC","Settlement with U.S. Government, Upcoming Campus Closure (Details Posted on Institution Website)",11/16/2015,http://www.justice.gov/opa/pr/profit-college-company-pay-955-million-settle-claims-illegal-recruiting-consumer-fraud-and
452027,THE ART INSTITUTE OF RALEIGH-DURHAM,301770,"Dream Center Education Holdings, LLC","Settlement with U.S. Government, Upcoming Campus Closure (Details Posted on Institution Website)",11/16/2015,http://www.justice.gov/opa/pr/profit-college-company-pay-955-million-settle-claims-illegal-recruiting-consumer-fraud-and
450049,THE ART INSTITUTE OF SALT LAKE CITY,,,Settlement with U.S. Government,11/16/2015,http://www.justice.gov/opa/pr/profit-college-company-pay-955-million-settle-claims-illegal-recruiting-consumer-fraud-and
458982,THE ART INSTITUTE OF SAN ANTONIO,,,Settlement with U.S. Government,11/16/2015,http://www.justice.gov/opa/pr/profit-college-company-pay-955-million-settle-claims-illegal-recruiting-consumer-fraud-and
234492,THE ART INSTITUTE OF SEATTLE,,,"Settlement with U.S. Government, Assigned receiver has motioned court for an emergency closure of compus. Immenent closure is a distinct possible",03/08/2019,http://www.justice.gov/opa/pr/profit-college-company-pay-955-million-settle-claims-illegal-recruiting-consumer-fraud-and
482398,THE ART INSTITUTE OF ST LOUIS,,,Settlement with U.S. Government,11/16/2015,http://www.justice.gov/opa/pr/profit-college-company-pay-955-million-settle-claims-illegal-recruiting-consumer-fraud-and
449010,THE ART INSTITUTE OF TENNESSEE-NASHVILLE,301770,"Dream Center Education Holdings, LLC","Settlement with U.S. Government, Upcoming Campus Closure (Details Posted on Institution Website)",11/16/2015,http://www.justice.gov/opa/pr/profit-college-company-pay-955-million-settle-claims-illegal-recruiting-consumer-fraud-and
444927,THE ART INSTITUTE OF TUCSON,,,Settlement with U.S. Government,11/16/2015,http://www.justice.gov/opa/pr/profit-college-company-pay-955-million-settle-claims-illegal-recruiting-consumer-fraud-and
458496,THE ART INSTITUTE OF VIRGINIA BEACH,,,Settlement with U.S. Government,11/16/2015,http://www.justice.gov/opa/pr/profit-college-company-pay-955-million-settle-claims-illegal-recruiting-consumer-fraud-and
440341,THE ART INSTITUTE OF WASHINGTON,301770,"Dream Center Education Holdings, LLC","Settlement with U.S. Government, Upcoming Campus Closure (Details Posted on Institution Website)",11/16/2015,http://www.justice.gov/opa/pr/profit-college-company-pay-955-million-settle-claims-illegal-recruiting-consumer-fraud-and
456010,THE ART INSTITUTE OF WASHINGTON-DULLES,,,Settlement with U.S. Government,11/16/2015,http://www.justice.gov/opa/pr/profit-college-company-pay-955-million-settle-claims-illegal-recruiting-consumer-fraud-and
470092,THE ART INSTITUTE OF WISCONSIN,,,Settlement with U.S. Government,11/16/2015,http://www.justice.gov/opa/pr/profit-college-company-pay-955-million-settle-claims-illegal-recruiting-consumer-fraud-and
452018,THE ART INSTITUTES INTERNATIONALKANSAS CITY,,,Settlement with U.S. Government,11/16/2015,http://www.justice.gov/opa/pr/profit-college-company-pay-955-million-settle-claims-illegal-recruiting-consumer-fraud-and
173887,THE ART INSTITUTES INTERNATIONAL-MINNESOTA,,,Settlement with U.S. Government,11/16/2015,http://www.justice.gov/opa/pr/profit-college-company-pay-955-million-settle-claims-illegal-recruiting-consumer-fraud-and
210906,THE ART INSTITUTES OF YORK-PA,,,Settlement with U.S. Government,11/16/2015,http://www.justice.gov/opa/pr/profit-college-company-pay-955-million-settle-claims-illegal-recruiting-consumer-fraud-and
148177,THE ILLINOIS INSTITUTE OF ART-CHICAGO,301770,"Dream Center Education Holdings, LLC","Settlement with U.S. Government, Upcoming Campus Closure (Details Posted on Institution Website)",11/16/2015,http://www.justice.gov/opa/pr/profit-college-company-pay-955-million-settle-claims-illegal-recruiting-consumer-fraud-and
428286,THE ILLINOIS INSTITUTE OF ART-SCHAUMBURG,301770,"Dream Center Education Holdings, LLC","Settlement with U.S. Government, Upcoming Campus Closure (Details Posted on Institution Website)",11/16/2015,http://www.justice.gov/opa/pr/profit-college-company-pay-955-million-settle-claims-illegal-recruiting-consumer-fraud-and
167321,THE NEW ENGLAND INSTITUTE OF ART,,,Settlement with U.S. Government,11/16/2015,http://www.justice.gov/opa/pr/profit-college-company-pay-955-million-settle-claims-illegal-recruiting-consumer-fraud-and
126030,WESTERN STATE COLLEGE OF LAW AT ARGOSY UNIVERSITY,301770,"Dream Center Education Holdings, LLC","Loss of Title IV Participation, Settlement with U.S. Government, Assigned receiver has motioned court for an emergency closure of campus. Imminent closure is a distinct possibility.",03/08/2019,https://studentaid.ed.gov/sa/about/announcements/dream-center
207166,HOLLYWOOD COSMETOLOGY CENTER,,,Denial of Recertification Application to Participate in the Federal Student Financial Assistance Programs Issued by Department of Education,01/30/2018,
25036211,INSTITUTE OF MEDICAL ULTRASOUND,,,Denial of Recertification Application to Participate in the Federal Student Financial Assistance Programs Issued by Department of Education,01/30/2018,
25012740,INTERNATIONAL SCHOOL OF BEAUTY,,,Denial of Recertification Application to Participate in the Federal Student Financial Assistance Programs Issued by Department of Education,01/30/2018,
249F0410,ORLANDO MEDICAL INSTITUTE,,,Denial of Recertification Application to Participate in the Federal Student Financial Assistance Programs Issued by Department of Education,01/30/2018,
125082,BRIDGES BEAUTY COLLEGE,,,Denial of Recertification Application to Participate in the Federal Student Financial Assistance Programs Issued by Department of Education,01/30/2018,
462309,J RENEE COLLEGE,,,Denial of Recertification Application to Participate in the Federal Student Financial Assistance Programs Issued by Department of Education,01/30/2018,
145497,HEBREW THEOLOGICAL COLLEGE,,,Denial of Recertification Application to Participate in the Federal Student Financial Assistance Programs Issued by Department of Education,02/28/2018,
436067,PRYOR BEAUTY COLLEGE,,,Denial of Recertification Application to Participate in the Federal Student Financial Assistance Programs Issued by Department of Education,,
139287,CARVER COLLEGE,,,Denial of Recertification Application to Participate in the Federal Student Financial Assistance Programs Issued by Department of Education,,
31320974,LONDON SCHOOL OF THEOLOGY,,,Denial of Recertification Application to Participate in the Federal Student Financial Assistance Programs Issued by Department of Education,,
140720,PAINE COLLEGE,,,Denial of Recertification Application to Participate in the Federal Student Financial Assistance Programs Issued by Department of Education,,
487834,MED-LIFE INSTITUTE-NAPLES,,,Denial of Recertification Application to Participate in the Federal Student Financial Assistance Programs Issued by Department of Education,05/09/2018,
204626,BRIGHTWOOD COLLEGE-DAYTON,301770,Education Corporation of America,Upcoming Campus Closure (Details Posted on Institution's Website),09/12/2018,https://www.insidehighered.com/news/2018/09/12/profit-chain-will-close-dozens-campuses
152415,BRIGHTWOOD COLLEGE-HAMMOND,301770,Education Corporation of America,Upcoming Campus Closure (Details Posted on Institution's Website),12/06/2018,
458283,BRIGHTWOOD COLLEGE-SE INDIANAPOLIS,301770,Education Corporation of America,Upcoming Campus Closure (Details Posted on Institution's Website),12/06/2018,
213002,BRIGHTWOOD CAREER INSTITUTE-PITTSBURGH,301770,Education Corporation of America,Upcoming Campus Closure (Details Posted on Institution's Website),09/12/2018,https://www.insidehighered.com/news/2018/09/12/profit-chain-will-close-dozens-campuses
458690,BRIGHTWOOD COLLEGE-ARLINGTON,301770,Education Corporation of America,Upcoming Campus Closure (Details Posted on Institution's Website),09/12/2018,https://www.insidehighered.com/news/2018/09/12/profit-chain-will-close-dozens-campuses
440323,BRIGHTWOOD COLLEGE-BEAUMONT,301770,Education Corporation of America,Upcoming Campus Closure (Details Posted on Institution's Website),09/12/2018,https://www.insidehighered.com/news/2018/09/12/profit-chain-will-close-dozens-campuses
447120,BRIGHTWOOD COLLEGE-FRESNO,301770,Education Corporation of America,Upcoming Campus Closure (Details Posted on Institution's Website),09/12/2018,https://www.insidehighered.com/news/2018/09/12/profit-chain-will-close-dozens-campuses
447634,BRIGHTWOOD COLLEGE-PALM SPRINGS,301770,Education Corporation of America,Upcoming Campus Closure (Details Posted on Institution's Website),09/12/2018,https://www.insidehighered.com/news/2018/09/12/profit-chain-will-close-dozens-campuses
118259,BRIGHTWOOD COLLEGE-SACRAMENTO,301770,Education Corporation of America,Upcoming Campus Closure (Details Posted on Institution's Website),09/12/2018,https://www.insidehighered.com/news/2018/09/12/profit-chain-will-close-dozens-campuses
251075,BRIGHTWOOD CAREER INSTITUTE- HARRISBURG,301770,Education Corporation of America,Upcoming Campus Closure (Details Posted on Institution's Website),12/06/2018,
215646,BRIGHTWOOD CAREER INSTITUTE-BROOMALL,301770,Education Corporation of America,Upcoming Campus Closure (Details Posted on Institution's Website),12/06/2018,
211617,BRIGHTWOOD CAREER INSTITUTE-PHILA MILLS,301770,Education Corporation of America,Upcoming Campus Closure (Details Posted on Institution's Website),12/06/2018,
214254,BRIGHTWOOD CAREER INSTITUTE-PHILADELPHIA,301770,Education Corporation of America,Upcoming Campus Closure (Details Posted on Institution's Website),12/06/2018,
366960,BRIGHTWOOD COLLEGE-SALIDA,301770,Education Corporation of America,Upcoming Campus Closure (Details Posted on Institution's Website),12/06/2018,
458706,BRIGHTWOOD COLLEGE-CHARLOTTE,301770,Education Corporation of America,Upcoming Campus Closure (Details Posted on Institution's Website),12/06/2018,
