ope id,institution name,trade name,city,state,institution type,status,approval date
"""00247700""",A. T. STILL UNIVERSITY OF HEALTH SCIENCES,,Kirksville,MO,Main Location,,11/17/2014 6:49
"""00247700""",A. T. STILL UNIVERSITY OF HEALTH SCIENCES,,Kirksville,MO,Additional Location,,11/17/2014 6:49
"""00247701""",A. T. STILL UNIVERSITY OF HEALTH SCIENCES - ARIZONA SCHOOL OF DENTAL A,,Mesa,AZ,Additional Location,,11/17/2014 6:49
"""00247702""",A. T. STILL UNIVERSITY OF HEALTH SCIENCES - COLLEGE OF GRADUATE HEALTH,,Kirksville,MO,Additional Location,,11/17/2014 6:49
"""04242600""",ABCO TECHNOLOGY,,Los Angeles,CA,Main Location,,10/12/2016 14:05
"""04242600""",ABCO TECHNOLOGY,,Los Angeles,CA,Additional Location,,10/12/2016 14:05
"""00154100""",ABRAHAM BALDWIN AGRICULTURAL COLLEGE,,Tifton,GA,Main Location,,08/14/2014 19:58
"""00154100""",ABRAHAM BALDWIN AGRICULTURAL COLLEGE,,Tifton,GA,Additional Location,,08/14/2014 19:58
"""00154102""",ABRAHAM BALDWIN AGRICULTURAL COLLEGE - ON THE SQUARE,,Moultrie,GA,Additional Location,,08/14/2014 19:58
"""04243800""",ABRAHAM LINCOLN UNIVERSITY,,Los Angeles,CA,Main Location,,09/24/2014 20:11
"""04243800""",ABRAHAM LINCOLN UNIVERSITY,,Los Angeles,CA,Additional Location,,09/24/2014 20:11
"""02050300""",ACADEMY COLLEGE,"Academy Education Center, Inc",Bloomington,MN,Main Location,,07/03/2014 15:06
"""02050300""",ACADEMY COLLEGE,,Bloomington,MN,Additional Location,,07/03/2014 15:06
"""00753100""",ACADEMY OF ART UNIVERSITY,,San Francisco,CA,Main Location,,07/24/2014 14:37
"""00753100""",ACADEMY OF ART UNIVERSITY,,San Francisco,CA,Additional Location,,07/24/2014 14:37
"""00753101""",ACADEMY OF ART UNIVERSITY-,,San Francisco,CA,Additional Location,,07/24/2014 14:37
"""00753102""",ACADEMY OF ART UNIVERSITY-,,San Francisco,CA,Additional Location,,07/24/2014 14:37
"""00753103""",ACADEMY OF ART UNIVERSITY -,,San Francisco,CA,Additional Location,,07/24/2014 14:37
"""00753104""",ACADEMY OF ART UNIVERSITY -,,San Francisco,CA,Additional Location,,07/24/2014 14:37
"""00753105""",ACADEMY OF ART UNIVERSITY -,,San Francisco,CA,Additional Location,,07/24/2014 14:37
"""00753106""",ACADEMY OF ART UNIVERSITY -,,San Francisco,CA,Additional Location,,07/24/2014 14:37
"""00753107""",ACADEMY OF ART UNIVERSITY -,,San Francisco,CA,Additional Location,,07/24/2014 14:37
"""00753108""",ACADEMY OF ART UNIVERSITY -,,San Francisco,CA,Additional Location,,07/24/2014 14:37
"""00753109""",ACADEMY OF ART UNIVERSITY -,,San Francisco,CA,Additional Location,,07/24/2014 14:37
"""00753110""",ACADEMY OF ART UNIVERSITY -,,San Francisco,CA,Additional Location,,07/24/2014 14:37
"""00753111""",ACADEMY OF ART UNIVERSITY -,,San Francisco,CA,Additional Location,,07/24/2014 14:37
"""00753112""",ACADEMY OF ART UNIVERSITY -,,San Francisco,CA,Additional Location,,07/24/2014 14:37
"""00753113""",ACADEMY OF ART UNIVERSITY -,,San Francisco,CA,Additional Location,,07/24/2014 14:37
"""00753114""",ACADEMY OF ART UNIVERSITY -,,San Francisco,CA,Additional Location,,07/24/2014 14:37
"""04212100""",ACADEMY OF SALON PROFESSIONALS,"Academy of Salon Professionals, LLC",Sedalia,MO,Main Location,,06/18/2014 10:51
"""04212100""",ACADEMY OF SALON PROFESSIONALS,,Sedalia,MO,Additional Location,,06/18/2014 10:51
"""00134500""",ADAMS STATE UNIVERSITY,,Alamosa,CO,Main Location,,09/13/2014 22:02
"""00134500""",ADAMS STATE UNIVERSITY,,Alamosa,CO,Additional Location,,09/13/2014 22:02
"""00134538""",ADAMS STATE UNIVERSITY - MILLER MIDDLE SCHOOL,,Durango,CO,Additional Location,,09/13/2014 22:02
"""00134539""",ADAMS STATE UNIVERSITY - ADAMS 12 5 STAR SCHOOLS EDUCATION CENTER,,Thornton,CO,Additional Location,,09/13/2014 22:02
"""00134540""",ADAMS STATE UNIVERSITY - PUBLIC EDUCATION BUSINESS COALITION (PEBC),,Denver,CO,Additional Location,,09/13/2014 22:02
"""00134541""",ADAMS STATE UNIVERSITY - COMMUNITY PARTNERSHIP FOR CHILD DEVELOPMENT,,Colorado Springs,CO,Additional Location,,09/13/2014 22:02
"""00134542""",ADAMS STATE UNIVERSITY - PUEBLO COMMUNITY COLLEGE,,Pueblo,CO,Additional Location,,09/13/2014 22:02
"""00134543""",ADAMS STATE UNIVERSITY - AURORA PUBLIC SCHOOLS LEARNING CENTER,,Aurora,CO,Additional Location,,09/13/2014 22:02
"""00266600""",ADELPHI UNIVERSITY,,Garden City,NY,Main Location,,09/17/2014 6:47
"""00266600""",ADELPHI UNIVERSITY,,Garden City,NY,Additional Location,,09/17/2014 6:47
"""00266601""",ADELPHI UNIVERSITY - MANHATTAN CENTER,,New York,NY,Additional Location,,09/17/2014 6:47
"""00266605""",ADELPHI UNIVERSITY - HUDSON VALLEY,,Poughkeepsie,NY,Additional Location,,09/17/2014 6:47
"""00266606""",ADELPHI UNIVERSITY - NEW SEMINARY,,Brooklyn,NY,Additional Location,,09/17/2014 6:47
"""00266614""",ADELPHI UNIVERSITY - WINTHROP UNIVERSITY HOSPITAL,,Mineola,NY,Additional Location,,09/17/2014 6:47
"""00266615""",ADELPHI UNIVERSITY - SUFFOLK COUNTY COMMUNITY COLLEGE,,Selden,NY,Additional Location,,09/17/2014 6:47
"""00266619""",ADELPHI UNIVERSITY - HAUPPAUGE,,Hauppauge,NY,Additional Location,,09/17/2014 6:47
"""00266622""",ADELPHI UNIVERSITY - ST. FRANCIS HOSPITAL,,Roslyn,NY,Additional Location,,09/17/2014 6:47
"""00266628""",ADELPHI UNIVERSITY - SAYVILLE DOWNTOWN CENTER,,Sayville,NY,Additional Location,,09/17/2014 6:47
"""00266629""",ADELPHI UNIVERSITY - CATHOLIC HEALTH SERVICES OF LONG ISLAND,,Melville,NY,Additional Location,,09/17/2014 6:47
"""00266630""",ADELPHI UNIVERSITY - ORANGE COUNTY COMMUNITY COLLEGE,,Middletown,NY,Additional Location,,09/17/2014 6:47
"""00286000""",ADIRONDACK COMMUNITY COLLEGE - SUNY OFFICE OF COMMUNITY COLLEGES,,Queensbury,NY,Main Location,,09/19/2014 0:32
"""00286000""",ADIRONDACK COMMUNITY COLLEGE - SUNY OFFICE OF COMMUNITY COLLEGES,,Queensbury,NY,Additional Location,,09/19/2014 0:32
"""00286001""",ADIRONDACK COMMUNITY COLLEGE - SARATOGA COUNTY EXTENSION CENTER,,Wilton,NY,Additional Location,,09/19/2014 0:32
"""00286007""",ADIRONDACK COMMUNITY COLLEGE - CULINARY ARTS BUILDING,,Queensbury,NY,Additional Location,,09/19/2014 0:32
"""02068100""",ADLER UNIVERSITY,,Chicago,IL,Main Location,,08/07/2014 21:38
"""02068100""",ADLER UNIVERSITY,,Chicago,IL,Additional Location,,08/07/2014 21:38
"""02068102""",ADLER UNIVERSITY - VANCOUVER CAMPUS,,Vancouver,,Additional Location,,08/07/2014 21:38
"""03127500""",ADVANCED TECHNOLOGY INSTITUTE,,Virginia Beach,VA,Main Location,,09/11/2014 12:31
"""03127500""",ADVANCED TECHNOLOGY INSTITUTE,,Virginia Beach,VA,Additional Location,,09/11/2014 12:31
"""03127501""",ADVANCED TECHNOLOGY INSTITUTE - VA BEACH AIRPORT,,Virginia Beach,VA,Additional Location,,09/11/2014 12:31
"""03532400""",ADVANCED TRAINING ASSOCIATES,,El Cajon,CA,Main Location,,06/17/2014 19:34
"""03532400""",ADVANCED TRAINING ASSOCIATES,,El Cajon,CA,Additional Location,,06/17/2014 19:34
"""03115500""",ADVENTIST UNIVERSITY OF HEALTH SCIENCES,,Orlando,FL,Main Location,,10/10/2014 15:38
"""03115500""",ADVENTIST UNIVERSITY OF HEALTH SCIENCES,,Orlando,FL,Additional Location,,10/10/2014 15:38
"""03115501""",ADVENTIST UNIVERSITY OF HEALTH SCIENCES -,,Denver,CO,Additional Location,,10/10/2014 15:38
"""01005600""",AIKEN TECHNICAL COLLEGE,,Aiken,SC,Main Location,,08/26/2014 20:00
"""01005600""",AIKEN TECHNICAL COLLEGE,,Aiken,SC,Additional Location,,08/26/2014 20:00
"""00100200""",ALABAMA AGRICULTURAL & MECHANICAL UNIVERSITY,,Normal,AL,Main Location,,09/15/2014 5:09
"""00100200""",ALABAMA AGRICULTURAL & MECHANICAL UNIVERSITY,,Normal,AL,Additional Location,,09/15/2014 5:09
"""00103400""",ALABAMA SOUTHERN COMMUNITY COLLEGE,,Monroeville,AL,Main Location,,12/19/2016 6:33
"""00103400""",ALABAMA SOUTHERN COMMUNITY COLLEGE,,Monroeville,AL,Additional Location,,12/19/2016 6:33
"""00103401""",ALABAMA SOUTHERN COMMUNITY COLLEGE - THOMASVILLE CAMPUS,,Thomasville,AL,Additional Location,,12/19/2016 6:33
"""00103403""",ALABAMA SOUTHERN COMMUNITY COLLEGE - GILBERTOWN CAMPUS,,Gilbertown,AL,Additional Location,,12/19/2016 6:33
"""00103404""",ALABAMA SOUTHERN COMMUNITY COLLEGE - JACKSON CAMPUS,,Jackson,AL,Additional Location,,12/19/2016 6:33
"""00100500""",ALABAMA STATE UNIVERSITY,,Montgomery,AL,Main Location,,08/30/2014 20:13
"""00100500""",ALABAMA STATE UNIVERSITY,,Montgomery,AL,Additional Location,,08/30/2014 20:13
"""00546300""",ALAMANCE COMMUNITY COLLEGE,,Graham,NC,Main Location,,08/28/2014 20:22
"""00546300""",ALAMANCE COMMUNITY COLLEGE,,Graham,NC,Additional Location,,08/28/2014 20:22
"""00546302""",ALAMANCE COMMUNITY COLLEGE - BURLINGTON CENTER,,Burlington,NC,Additional Location,,08/28/2014 20:22
"""00106100""",ALASKA PACIFIC UNIVERSITY,,Anchorage,AK,Main Location,,12/30/2014 6:58
"""00106100""",ALASKA PACIFIC UNIVERSITY,,Anchorage,AK,Additional Location,,12/30/2014 6:58
"""00288600""",ALBANY LAW SCHOOL OF UNION UNIVERSITY,,Albany,NY,Main Location,,06/22/2014 20:38
"""00288600""",ALBANY LAW SCHOOL OF UNION UNIVERSITY,,Albany,NY,Additional Location,,06/22/2014 20:38
"""00288700""",ALBANY MEDICAL COLLEGE,,Albany,NY,Main Location,,07/02/2014 19:47
"""00288700""",ALBANY MEDICAL COLLEGE,,Albany,NY,Additional Location,,07/02/2014 19:47
"""00154400""",ALBANY STATE UNIVERSITY,,Albany,GA,Main Location,,09/09/2014 20:41
"""00154400""",ALBANY STATE UNIVERSITY,,Albany,GA,Additional Location,,09/09/2014 20:41
"""00560100""",ALBANY TECHNICAL COLLEGE,,Albany,GA,Main Location,,11/02/2014 20:17
"""00560100""",ALBANY TECHNICAL COLLEGE,,Albany,GA,Additional Location,,11/02/2014 20:17
"""00560103""",ALBANY TECHNICAL COLLEGE - RANDOLPH COUNTY LEARNING CENTER,,Cuthbert,GA,Additional Location,,11/02/2014 20:17
"""00137400""",ALBERTUS MAGNUS COLLEGE,,New Haven,CT,Main Location,,07/24/2014 14:37
"""00137400""",ALBERTUS MAGNUS COLLEGE,,New Haven,CT,Additional Location,,07/24/2014 14:37
"""00137413""",ALBERTUS MAGNUS COLLEGE - EAST HARTFORD,,East Hartford,CT,Additional Location,,07/24/2014 14:37
"""00223500""",ALBION COLLEGE,,Albion,MI,Main Location,,07/26/2016 11:40
"""00223500""",ALBION COLLEGE,,Albion,MI,Additional Location,,07/26/2016 11:40
"""00239600""",ALCORN STATE UNIVERSITY,,Alcorn State,MS,Main Location,,11/10/2014 6:32
"""00239600""",ALCORN STATE UNIVERSITY,,Alcorn State,MS,Additional Location,,11/10/2014 6:32
"""00239601""",ALCORN STATE UNIVERSITY - NATCHEZ,,Natchez,MS,Additional Location,,11/10/2014 6:32
"""00380600""",ALDERSON BROADDUS UNIVERSITY,,Philippi,WV,Main Location,,11/10/2014 6:26
"""00380600""",ALDERSON BROADDUS UNIVERSITY,,Philippi,WV,Additional Location,,11/10/2014 6:26
"""00554400""",ALEXANDRIA TECHNICAL AND COMMUNITY COLLEGE,,Alexandria,MN,Main Location,,09/09/2014 11:57
"""00554400""",ALEXANDRIA TECHNICAL AND COMMUNITY COLLEGE,,Alexandria,MN,Additional Location,,09/09/2014 11:57
"""00111100""",ALLAN HANCOCK COLLEGE,,Santa Maria,CA,Main Location,,08/22/2014 20:35
"""00111100""",ALLAN HANCOCK COLLEGE,,Santa Maria,CA,Additional Location,,08/22/2014 20:35
"""00111101""",ALLAN HANCOCK COLLEGE - LOMPOC CAMPUS,,Lompoc,CA,Additional Location,,08/22/2014 20:35
"""00205700""",ALLEGANY COLLEGE OF MARYLAND,,Cumberland,MD,Main Location,,09/17/2014 6:47
"""00205700""",ALLEGANY COLLEGE OF MARYLAND,,Cumberland,MD,Additional Location,,09/17/2014 6:47
"""00205701""",ALLEGANY COLLEGE OF MARYLAND - SOMERSET,,Somerset,PA,Additional Location,,09/17/2014 6:47
"""00205702""",ALLEGANY COLLEGE OF MARYLAND - EVERETT,,Everett,PA,Additional Location,,09/17/2014 6:47
"""00205703""",ALLEGANY COLLEGE OF MARYLAND - BEDFORD COUNTY TECHNICAL CENTER,,Everett,PA,Additional Location,,09/17/2014 6:47
"""00205704""",ALLEGANY COLLEGE OF MARYLAND - GATEWAY CENTER,,Cumberland,MD,Additional Location,,09/17/2014 6:47
"""00205705""",ALLEGANY COLLEGE OF MARYLAND - GARRETT COUNTY MEMORIAL HOSPITAL,,Oakland,MD,Additional Location,,09/17/2014 6:47
"""03069100""",ALLEN COLLEGE,,Waterloo,IA,Main Location,,11/17/2014 6:44
"""03069100""",ALLEN COLLEGE,,Waterloo,IA,Additional Location,,11/17/2014 6:44
"""00190100""",ALLEN COUNTY COMMUNITY COLLEGE,,Iola,KS,Main Location,,06/18/2014 10:51
"""00190100""",ALLEN COUNTY COMMUNITY COLLEGE,,Iola,KS,Additional Location,,06/18/2014 10:51
"""00190101""",ALLEN COUNTY COMMUNITY COLLEGE - BURLINGAME CAMPUS,,Burlingame,KS,Additional Location,,06/18/2014 10:51
"""00190116""",ALLEN COUNTY COMMUNITY COLLEGE - MISSION VALLEY HIGH SCHOOL,,Eskridge,KS,Additional Location,,06/18/2014 10:51
"""00341700""",ALLEN UNIVERSITY,,Columbia,SC,Main Location,,04/06/2015 13:01
"""00341700""",ALLEN UNIVERSITY,,Columbia,SC,Additional Location,,04/06/2015 13:01
"""01111700""",ALLIANT INTERNATIONAL UNIVERSITY,,San Diego,CA,Main Location,,09/11/2014 12:25
"""01111700""",ALLIANT INTERNATIONAL UNIVERSITY,,San Diego,CA,Additional Location,,09/11/2014 12:25
"""01111703""",ALLIANT INTERNATIONAL UNIVERSITY - MEXICO,,Mexico City,,Additional Location,,09/11/2014 12:25
"""01111704""",ALLIANT INTERNATIONAL UNIVERSITY - ORANGE COUNTY,,Irvine,CA,Additional Location,,09/11/2014 12:25
"""01111705""",ALLIANT INTERNATIONAL UNIVERSITY - LOS ANGELES,,Alhambra,CA,Additional Location,,09/11/2014 12:25
"""01111706""",ALLIANT INTERNATIONAL UNIVERSITY - SAN FRANCISCO BAY,,San Francisco,CA,Additional Location,,09/11/2014 12:25
"""01111707""",ALLIANT INTERNATIONAL UNIVERSITY - FRESNO,,Fresno,CA,Additional Location,,09/11/2014 12:25
"""01111710""",ALLIANT INTERNATIONAL UNIVERSITY - SACRAMENTO,,Sacramento,CA,Additional Location,,09/11/2014 12:25
"""04189300""",ALLIED AMERICAN UNIVERSITY,,Laguna Hills,CA,Main Location,Probation - DoD,08/20/2014 20:17
"""02495500""",ALL-STATE CAREER SCHOOL - ALL-STATE CAREER SCHOOL,,Lester,PA,Main Location,,07/21/2014 19:05
"""02495500""",ALL-STATE CAREER SCHOOL - ALL-STATE CAREER SCHOOL,,Lester,PA,Additional Location,,07/21/2014 19:05
"""02495502""",ALL-STATE CAREER SCHOOL - ALLIED HEALTH CAMPUS,,Essington,PA,Additional Location,,07/21/2014 19:05
"""00223600""",ALMA COLLEGE,,Alma,MI,Main Location,,09/03/2014 21:16
"""00223600""",ALMA COLLEGE,,Alma,MI,Additional Location,,09/03/2014 21:16
"""00223700""",ALPENA COMMUNITY COLLEGE,,Alpena,MI,Main Location,,09/17/2014 19:19
"""00223700""",ALPENA COMMUNITY COLLEGE,,Alpena,MI,Additional Location,,09/17/2014 19:19
"""00223701""",ALPENA COMMUNITY COLLEGE - HURON SHORES CAMPUS,,Oscoda,MI,Additional Location,,09/17/2014 19:19
"""00323300""",ALVERNIA UNIVERSITY,,Reading,PA,Main Location,,09/11/2014 12:25
"""00323300""",ALVERNIA UNIVERSITY,,Reading,PA,Additional Location,,09/11/2014 12:25
"""00323303""",ALVERNIA UNIVERSITY - PHILADELPHIA CENTER,,Melrose Park,PA,Additional Location,,09/11/2014 12:25
"""00323304""",ALVERNIA UNIVERSITY - HARRISBURG AREA COMMUNITY COLLEGE,,Lebanon,PA,Additional Location,,09/11/2014 12:25
"""00323305""",ALVERNIA UNIVERSITY - CARON FOUNDATION,,Wernersville,PA,Additional Location,,09/11/2014 12:25
"""00323311""",ALVERNIA UNIVERSITY - READING HOSPITAL MEDICAL CENTER,,West Reading,PA,Additional Location,,09/11/2014 12:25
"""00323314""",ALVERNIA UNIVERSITY - EASTON AREA HIGH SCHOOL,,Easton,PA,Additional Location,,09/11/2014 12:25
"""00323317""",ALVERNIA UNIVERSITY - FIRST ENERGY,,Reading,PA,Additional Location,,09/11/2014 12:25
"""00323318""","ALVERNIA UNIVERSITY -  CRESSONA MALL, SUITE 6190",,Pottsville,PA,Additional Location,,09/11/2014 12:25
"""00323319""",ALVERNIA UNIVERSITY - PHILADELPHIA POLICE ACADEMY,,Philadelphia,PA,Additional Location,,09/11/2014 12:25
"""00323320""",ALVERNIA UNIVERSITY - MONT CO COMMUNITY COLLEGE UNIVERSITY CTR,,Pottstown,PA,Additional Location,,09/11/2014 12:25
"""00323321""",ALVERNIA UNIVERSITY - GREEN HILLS CORPORATE CENTER,,Reading,PA,Additional Location,,09/11/2014 12:25
"""00383200""",ALVERNO COLLEGE,,Milwaukee,WI,Main Location,,06/10/2014 20:26
"""00383200""",ALVERNO COLLEGE,,Milwaukee,WI,Additional Location,,06/10/2014 20:26
"""00353900""",ALVIN COMMUNITY COLLEGE,,Alvin,TX,Main Location,,07/26/2014 20:48
"""00353900""",ALVIN COMMUNITY COLLEGE,,Alvin,TX,Additional Location,,07/26/2014 20:48
"""00353909""",ALVIN COMMUNITY COLLEGE - RAMSEY 1,,Rosharon,TX,Additional Location,,07/26/2014 20:48
"""00353910""",ALVIN COMMUNITY COLLEGE - STRINGFELLOW,,Rosharon,TX,Additional Location,,07/26/2014 20:48
"""00353911""",ALVIN COMMUNITY COLLEGE - CLEMENS,,Brazoria,TX,Additional Location,,07/26/2014 20:48
"""00353912""",ALVIN COMMUNITY COLLEGE - DARRINGTON,,Rosharon,TX,Additional Location,,07/26/2014 20:48
"""00353913""",ALVIN COMMUNITY COLLEGE - JESTER 3,,Richmond,TX,Additional Location,,07/26/2014 20:48
"""00354000""",AMARILLO COLLEGE,Amarillo Junior College District,Amarillo,TX,Main Location,,09/17/2014 19:26
"""00354000""",AMARILLO COLLEGE,,Amarillo,TX,Additional Location,,09/17/2014 19:26
"""00354001""",AMARILLO COLLEGE - EAST CAMPUS,,Amarillo,TX,Additional Location,,09/17/2014 19:26
"""00354002""",AMARILLO COLLEGE - WEST CAMPUS,,Amarillo,TX,Additional Location,,09/17/2014 19:26
"""00354003""",AMARILLO COLLEGE - MOORE COUNTY,,Dumas,TX,Additional Location,,09/17/2014 19:26
"""00354004""",AMARILLO COLLEGE - HEREFORD CAMPUS,,Hereford,TX,Additional Location,,09/17/2014 19:26
"""00354005""",AMARILLO COLLEGE - MOORE COUNTY CAREER & TECHNICAL TRAINING CENTER,,Dumas,TX,Additional Location,,09/17/2014 19:26
"""02259400""",AMBERTON UNIVERSITY,,Garland,TX,Main Location,,09/03/2014 21:29
"""02259400""",AMBERTON UNIVERSITY,,Garland,TX,Additional Location,,09/03/2014 21:29
"""02259401""",AMBERTON UNIVERSITY - FRISCO CENTER,,Frisco,TX,Additional Location,,09/03/2014 21:29
"""04124700""",AMBRIA COLLEGE OF NURSING,,Hoffman Estates,IL,Main Location,,09/13/2014 22:02
"""04124700""",AMBRIA COLLEGE OF NURSING,,Hoffman Estates,IL,Additional Location,,09/13/2014 22:02
"""01081300""",AMERICAN ACADEMY MCALLISTER INSTITUTE,,New York,NY,Main Location,,07/15/2014 20:02
"""01081300""",AMERICAN ACADEMY MCALLISTER INSTITUTE,,New York,NY,Additional Location,,07/15/2014 20:02
"""04151500""",AMERICAN ACADEMY OF COSMETOLOGY,,Orange Park,FL,Main Location,,09/19/2014 0:41
"""04151500""",AMERICAN ACADEMY OF COSMETOLOGY,,Orange Park,FL,Additional Location,,09/19/2014 0:41
"""04151501""",AMERICAN ACADEMY OF COSMETOLOGY - DELRAY BEACH,,Delray Beach,FL,Additional Location,,09/19/2014 0:41
"""04118700""",AMERICAN BUSINESS & TECHNOLOGY UNIVERSITY,,Saint Joseph,MO,Main Location,,08/02/2014 13:06
"""04118700""",AMERICAN BUSINESS & TECHNOLOGY UNIVERSITY,,Saint Joseph,MO,Additional Location,,08/02/2014 13:06
"""04194400""",AMERICAN COLLEGE OF HEALTHCARE SCIENCES,,Portland,OR,Main Location,,09/19/2014 0:32
"""04194400""",AMERICAN COLLEGE OF HEALTHCARE SCIENCES,,Portland,OR,Additional Location,,09/19/2014 0:32
"""03706300""",AMERICAN INSTITUTE,,Margate,FL,Main Location,,07/28/2014 19:30
"""03706300""",AMERICAN INSTITUTE,,Margate,FL,Additional Location,,07/28/2014 19:30
"""03534400""",AMERICAN INSTITUTE OF ALTERNATIVE MEDICINE,,Columbus,OH,Main Location,,08/06/2014 20:07
"""03534400""",AMERICAN INSTITUTE OF ALTERNATIVE MEDICINE,,Columbus,OH,Additional Location,,08/06/2014 20:07
"""02113600""",AMERICAN INTERCONTINENTAL UNIVERSITY,,Schaumburg,IL,Main Location,,08/29/2014 8:51
"""02113600""",AMERICAN INTERCONTINENTAL UNIVERSITY,,Schaumburg,IL,Additional Location,,08/29/2014 8:51
"""02113610""",AMERICAN INTERCONTINENTAL UNIVERSITY - HOUSTON,,Houston,TX,Additional Location,,08/29/2014 8:51
"""02113613""",AMERICAN INTERCONTINENTAL UNIVERSITY,,Atlanta,GA,Additional Location,,08/29/2014 8:51
"""00211400""",AMERICAN INTERNATIONAL COLLEGE,,Springfield,MA,Main Location,,08/29/2014 21:08
"""00211400""",AMERICAN INTERNATIONAL COLLEGE,,Springfield,MA,Additional Location,,08/29/2014 21:08
"""00211407""",AMERICAN INTERNATIONAL COLLEGE - ST PETER MARIAN CENTRAL CATHOLIC JSHS,,Worcester,MA,Additional Location,,08/29/2014 21:08
"""00211411""",AMERICAN INTERNATIONAL COLLEGE - UPPER CAPE COD TECHNICAL HIGH SCHOOL,,Bourne,MA,Additional Location,,08/29/2014 21:08
"""00211413""",AMERICAN INTERNATIONAL COLLEGE - MARLBOROUGH HIGH SCHOOL,,Marlborough,MA,Additional Location,,08/29/2014 21:08
"""00211416""",AMERICAN INTERNATIONAL COLLEGE - GREATER LAWRENCE TECHNICAL SCHOOL,,Andover,MA,Additional Location,,08/29/2014 21:08
"""00211418""",AMERICAN INTERNATIONAL COLLEGE - MEDFORD HIGH SCHOOL,,Medford,MA,Additional Location,,08/29/2014 21:08
"""00211420""",AMERICAN INTERNATIONAL COLLEGE - GORDON MITCHEL MIDDLE SCHOOL,,East Bridgewater,MA,Additional Location,,08/29/2014 21:08
"""00211421""",AMERICAN INTERNATIONAL COLLEGE - DIAMON REGIONAL VOCATIONAL TECH HS,,Fall River,MA,Additional Location,,08/29/2014 21:08
"""00211422""",AMERICAN INTERNATIONAL COLLEGE - NORTHEAST MET. REG. VOCATIONAL HS,,Wakefield,MA,Additional Location,,08/29/2014 21:08
"""00211423""",AMERICAN INTERNATIONAL COLLEGE - WEYMOUTH HIGH SCHOOL,,South Weymouth,MA,Additional Location,,08/29/2014 21:08
"""00211426""",AMERICAN INTERNATIONAL COLLEGE - KING PHILLIP REGIONAL HS,,Wrentham,MA,Additional Location,,08/29/2014 21:08
"""00372600""",AMERICAN NATIONAL UNIVERSITY,,Salem,VA,Main Location,,07/16/2014 19:41
"""00372600""",AMERICAN NATIONAL UNIVERSITY,,Salem,VA,Additional Location,,07/16/2014 19:41
"""00372601""",AMERICAN NATIONAL UNIVERSITY - HARRISONBURG CAMPUS,,Harrisonburg,VA,Additional Location,,07/16/2014 19:41
"""00372602""",AMERICAN NATIONAL UNIVERSITY - MARTINSVILLE CAMPUS,,Martinsville,VA,Additional Location,,07/16/2014 19:41
"""00372603""",AMERICAN NATIONAL UNIVERSITY - PRINCETON CAMPUS,,Princeton,WV,Additional Location,,07/16/2014 19:41
"""00372604""",AMERICAN NATIONAL UNIVERSITY - CHARLOTTESVILLE CAMPUS,,Charlottesville,VA,Additional Location,,07/16/2014 19:41
"""00372605""",AMERICAN NATIONAL UNIVERSITY - DANVILLE CAMPUS,,Danville,VA,Additional Location,,07/16/2014 19:41
"""00372606""",AMERICAN NATIONAL UNIVERSITY - LYNCHBURG CAMPUS,,Lynchburg,VA,Additional Location,,07/16/2014 19:41
"""00372607""",NATIONAL COLLEGE - BRISTOL CAMPUS,,Bristol,TN,Additional Location,,07/16/2014 19:41
"""00372608""",NATIONAL COLLEGE - KNOXVILLE CAMPUS,,Knoxville,TN,Additional Location,,07/16/2014 19:41
"""00372609""",AMERICAN NATIONAL UNIVERSITY - DAYTON CAMPUS,,Kettering,OH,Additional Location,,07/16/2014 19:41
"""00372610""",AMERICAN NATIONAL UNIVERSITY - CINCINNATI CAMPUS,,Cincinnati,OH,Additional Location,,07/16/2014 19:41
"""00372611""",AMERICAN NATIONAL UNIVERSITY - YOUNGSTOWN CAMPUS,,Youngstown,OH,Additional Location,,07/16/2014 19:41
"""00372612""",AMERICAN NATIONAL UNIVERSITY - COLUMBUS CAMPUS,,Columbus,OH,Additional Location,,07/16/2014 19:41
"""00372613""",AMERICAN NATIONAL UNIVERSITY - PARKERSBURG CAMPUS,,Parkersburg,WV,Additional Location,,07/16/2014 19:41
"""00372614""",AMERICAN NATIONAL UNIVERSITY - CANTON CAMPUS,,Canton,OH,Additional Location,,07/16/2014 19:41
"""00372615""",AMERICAN NATIONAL UNIVERSITY - STOW,,Stow,OH,Additional Location,,07/16/2014 19:41
"""00372616""",AMERICAN NATIONAL UNIVERSITY - WILLOUGHBY HILLS,,Willoughby Hills,OH,Additional Location,,07/16/2014 19:41
"""01048900""",AMERICAN NATIONAL UNIVERSITY,,Indianapolis,IN,Main Location,,07/16/2014 19:41
"""01048900""",AMERICAN NATIONAL UNIVERSITY,,Indianapolis,IN,Additional Location,,07/16/2014 19:41
"""01048901""",AMERICAN NATIONAL UNIVERSITY - FLORENCE CAMPUS,,Florence,KY,Additional Location,,07/16/2014 19:41
"""01048902""",AMERICAN NATIONAL UNIVERSITY - PIKEVILLE CAMPUS,,Pikeville,KY,Additional Location,,07/16/2014 19:41
"""01048903""",AMERICAN NATIONAL UNIVERSITY - DANVILLE CAMPUS,,Danville,KY,Additional Location,,07/16/2014 19:41
"""01048904""",AMERICAN NATIONAL UNIVERSITY - RICHMOND CAMPUS,,Richmond,KY,Additional Location,,07/16/2014 19:41
"""01048906""",AMERICAN NATIONAL UNIVERSITY - LOUISVILLE CAMPUS,,Louisville,KY,Additional Location,,07/16/2014 19:41
