ope id,institution name,trade name,city,state,institution type,status,approval date
"""00126225""",POINT LOMA NAZARENE UNIVERSITY - CUYEMACA COLLEGE CAMPUS,,El Cajon,CA,Additional Location,,09/25/2014 13:37
"""00335700""",POINT PARK UNIVERSITY,,Pittsburgh,PA,Main Location,,07/31/2014 14:50
"""00335700""",POINT PARK UNIVERSITY,,Pittsburgh,PA,Additional Location,,07/31/2014 14:50
"""00335706""",POINT PARK UNIVERSITY - CRANBERRY TOWNSHIP,,Cranberry Township,PA,Additional Location,,07/31/2014 14:50
"""00335711""",POINT PARK UNIVERSITY - USS,,Duquesne,PA,Additional Location,,07/31/2014 14:50
"""00335712""",POINT PARK UNIVERSITY - NORTH ALLEGHENY SCHOOL DISTRICT,,Pittsburgh,PA,Additional Location,,07/31/2014 14:50
"""00335713""",POINT PARK UNIVERSITY - PROPEL BRADDOCK HILLS HIGH SCHOOL,,Forest Hills,PA,Additional Location,,07/31/2014 14:50
"""00335714""",POINT PARK UNIVERSITY - UPPER ST. CLAIR HIGH SCHOOL,,Upper St. Clair,PA,Additional Location,,07/31/2014 14:50
"""00335715""",POINT PARK UNIVERSITY - GAI,,Homestead,PA,Additional Location,,07/31/2014 14:50
"""00335716""",POINT PARK UNIVERSITY - CANON-MCMILLAN HIGH SCHOOL,,Canonsburg,PA,Additional Location,,07/31/2014 14:50
"""00335717""",POINT PARK UNIVERSITY - FRANKLIN REGIONAL HIGH SCHOOL,,Murrysville,PA,Additional Location,,07/31/2014 14:50
"""00335718""",POINT PARK UNIVERSITY - SENECA VALLEY SENIOR HIGH SCHOOL,,Harmony,PA,Additional Location,,07/31/2014 14:50
"""00335719""",POINT PARK UNIVERSITY - RIVERS CASINO,,Pittsburgh,PA,Additional Location,,07/31/2014 14:50
"""00335720""",POINT PARK UNIVERSITY - ERT,,Pittsburgh,PA,Additional Location,,07/31/2014 14:50
"""00154700""",POINT UNIVERSITY,,West Point,GA,Main Location,,09/24/2014 20:11
"""00154700""",POINT UNIVERSITY,,West Point,GA,Additional Location,,09/24/2014 20:11
"""00154701""",POINT UNIVERSITY,,Peachtree City,GA,Additional Location,,09/24/2014 20:11
"""00154703""",POINT UNIVERSITY,,Savannah,GA,Additional Location,,09/24/2014 20:11
"""00154705""",POINT UNIVERSITY,,Birmingham,AL,Additional Location,,09/24/2014 20:11
"""00154706""",POINT UNIVERSITY,,McDonough,GA,Additional Location,,09/24/2014 20:11
"""00154707""",POINT UNIVERSITY,,Atlanta,GA,Additional Location,,09/24/2014 20:11
"""00151400""",POLK STATE COLLEGE,,Winter Haven,FL,Main Location,,09/11/2014 21:31
"""00151400""",POLK STATE COLLEGE,,Winter Haven,FL,Additional Location,,09/11/2014 21:31
"""00151401""",POLK STATE COLLEGE - LAKELAND CAMPUS,,Lakeland,FL,Additional Location,,09/11/2014 21:31
"""00151402""",POLK STATE COLLEGE - JD ALEXANDER CENTER,,Lake Wales,FL,Additional Location,,09/11/2014 21:31
"""00151403""",POLK STATE COLLEGE - AIRSIDE CENTER,,Lakeland,FL,Additional Location,,09/11/2014 21:31
"""00151404""",POLK STATE COLLEGE - CLEAR SPRINGS ADVANCED TECHNOLOGY CENTER,,Bartow,FL,Additional Location,,09/11/2014 21:31
"""02482400""",PONCE HEALTH SCIENCES UNIVERSITY,,Ponce,PR,Main Location,,07/13/2014 20:11
"""02482400""",PONCE HEALTH SCIENCES UNIVERSITY,,Ponce,PR,Additional Location,,07/13/2014 20:11
"""02534900""",PONCE PARAMEDICAL COLLEGE (POPAC),,Ponce,PR,Main Location,,07/14/2014 20:05
"""02534900""",PONCE PARAMEDICAL COLLEGE (POPAC),,Ponce,PR,Additional Location,,07/14/2014 20:05
"""02534902""",UNIVERSITY PLAZA BUILDING (PONCE PARAMEDICAL COLLEGE (POPAC),,"URB Villa Flores,Ponce",PR,Additional Location,,07/14/2014 20:05
"""02534903""",PONCE PARAMEDICAL COLLEGE (POPAC),,Mayaguez,PR,Additional Location,,07/14/2014 20:05
"""00393600""",PONTIFICAL CATHOLIC UNIVERSITY OF PUERTO RICO (THE),,Ponce,PR,Main Location,,12/17/2014 8:17
"""00393600""",PONTIFICAL CATHOLIC UNIVERSITY OF PUERTO RICO (THE),,Ponce,PR,Additional Location,,12/17/2014 8:17
"""00393601""",PONTIFICAL CATHOLIC UNIVERSITY OF PUERTO RICO (THE) - ARECIBO CAMPUS,,Arecibo,PR,Additional Location,,12/17/2014 8:17
"""00393603""",PONTIFICAL CATHOLIC UNIVERSITY OF PUERTO RICO (THE) - MAYAGUEZ CAMPUS,,Mayaguez,PR,Additional Location,,12/17/2014 8:17
"""00393605""",PONTIFICAL CATHOLIC UNIVERSITY OF PUERTO RICO (THE) - SEMINARIO MAYOR,,Ponce,PR,Additional Location,,12/17/2014 8:17
"""00393606""",PONTIFICAL CATHOLIC UNIVERSITY OF PUERTO RICO (THE) - SEM.STA.MARIA,,Rio Piedras,PR,Additional Location,,12/17/2014 8:17
"""00393611""",PONTIFICAL CATHOLIC UNIVERSITY OF PUERTO RICO (THE) - UCB,,Bayamon,PR,Additional Location,,12/17/2014 8:17
"""00393613""",PONTIFICAL CATHOLIC UNIVERSITY OF PUERTO RICO (THE) - FRANSCISCAN MISS,,Birminghan,AL,Additional Location,,12/17/2014 8:17
"""00393615""",PONTIFICAL CATHOLIC UNIVERSITY OF PUERTO RICO (THE) -  ARCHITECTURE,,Ponce,PR,Additional Location,,12/17/2014 8:17
"""00393616""",PONTIFICAL CATHOLIC UNIVERSITY OF PUERTO RICO (THE) -  CEIBA,,Ponce,PR,Additional Location,,12/17/2014 8:17
"""01077900""",PORTER AND CHESTER INSTITUTE,,Stratford,CT,Main Location,,01/20/2015 6:56
"""01077900""",PORTER AND CHESTER INSTITUTE,,Stratford,CT,Additional Location,,01/20/2015 6:56
"""01077902""",PORTER AND CHESTER INSTITUTE-WATERBURY,,Waterbury,CT,Additional Location,,01/20/2015 6:56
"""01077903""",PORTER AND CHESTER INSTITUTE - ENFIELD,,Enfield,CT,Additional Location,,01/20/2015 6:56
"""01077905""",PORTER AND CHESTER INSTITUTE-CHICOPEE,,Chicopee,MA,Additional Location,,01/20/2015 6:56
"""01077906""",PORTER AND CHESTER INSTITUTE - WORCESTER,,Worcester,MA,Additional Location,,01/20/2015 6:56
"""01077907""",PORTER AND CHESTER INSTITUTE - CHICOPEE 2,,Chicopee,MA,Additional Location,,01/20/2015 6:56
"""01077908""",PORTER AND CHESTER INSTITUTE - STRATFORD 2,,Stratford,CT,Additional Location,,01/20/2015 6:56
"""01077910""",PORTER AND CHESTER INSTITUTE - ROCKY HILL,,Rocky Hill,CT,Additional Location,,01/20/2015 6:56
"""01077912""",PORTER AND CHESTER INSTITUTE - STRATFORD 3,,Stratford,CT,Additional Location,,01/20/2015 6:56
"""01077913""",PORTER AND CHESTER INSTITUTE - CHICOPEE 3,,Chicopee,MA,Additional Location,,01/20/2015 6:56
"""01077914""",PORTER AND CHESTER INSTITUTE - CANTON,,Canton,MA,Additional Location,,01/20/2015 6:56
"""01077916""",PORTER AND CHESTER INSTITUTE - WOBURN,,Woburn,MA,Additional Location,,01/20/2015 6:56
"""00730500""",PORTER AND CHESTER INSTITUTE OF BRANFORD,,Branford,CT,Main Location,,01/20/2015 6:56
"""00730500""",PORTER AND CHESTER INSTITUTE OF BRANFORD,,Branford,CT,Additional Location,,01/20/2015 6:56
"""00321300""",PORTLAND COMMUNITY COLLEGE,,Portland,OR,Main Location,,08/29/2014 21:17
"""00321300""",PORTLAND COMMUNITY COLLEGE,,Portland,OR,Additional Location,,08/29/2014 21:17
"""00321301""",PORTLAND COMMUNITY COLLEGE - SYLVANIA CAMPUS,,Portland,OR,Additional Location,,08/29/2014 21:17
"""00321302""",PORTLAND COMMUNITY COLLEGE - CASCADE CAMPUS,,Portland,OR,Additional Location,,08/29/2014 21:17
"""00321303""",PORTLAND COMMUNITY COLLEGE - ROCK CREEK CAMPUS,,Portland,OR,Additional Location,,08/29/2014 21:17
"""00321305""",PORTLAND COMMUNITY COLLEGE - SOUTHEAST CENTER,,Portland,OR,Additional Location,,08/29/2014 21:17
"""00321309""",PORTLAND COMMUNITY COLLEGE - WASHINGTON COUNTY WORKFORCE TRAINING CTR,,Beaverton,OR,Additional Location,,08/29/2014 21:17
"""00321314""",PORTLAND COMMUNITY COLLEGE - CLIMB CENTER FOR ADVANCEMENT,,Portland,OR,Additional Location,,08/29/2014 21:17
"""00321316""",PORTLAND COMMUNITY COLLEGE - WILLOW CREEK CENTER,,Beaverton,OR,Additional Location,,08/29/2014 21:17
"""00321317""",PORTLAND COMMUNITY COLLEGE - PORTLAND METROPOLITAN WORKFORCE TRAINING,,Portland,OR,Additional Location,,08/29/2014 21:17
"""00321318""",PORTLAND COMMUNITY COLLEGE - HILLSBORO EDUCATION CENTER,,Hillsboro,OR,Additional Location,,08/29/2014 21:17
"""00321319""",PORTLAND COMMUNITY COLLEGE - NEWBERG CENTER,,Newberg,OR,Additional Location,,08/29/2014 21:17
"""00321320""",PORTLAND COMMUNITY COLLEGE - OREGON COAST COMMUNITY COLLEGE CENTRAL,,Newport,OR,Additional Location,,08/29/2014 21:17
"""00321321""",PORTLAND COMMUNITY COLLEGE - OREGON COAST COMMUNITY COLLEGE SOUTH,,Waldport,OR,Additional Location,,08/29/2014 21:17
"""00321322""",PORTLAND COMMUNITY COLLEGE - PDX-TEACH OUT LOCATION,,Portland,OR,Additional Location,,08/29/2014 21:17
"""00321600""",PORTLAND STATE UNIVERSITY,,Portland,OR,Main Location,,09/17/2014 19:19
"""00321600""",PORTLAND STATE UNIVERSITY,,Portland,OR,Additional Location,,09/17/2014 19:19
"""00321605""",PORTLAND STATE UNIVERSITY - ASTORIA SITE,,Astoria,OR,Additional Location,,09/17/2014 19:19
"""00321608""",PORTLAND STATE UNIVERSITY - SALEM SITE,,Salem,OR,Additional Location,,09/17/2014 19:19
"""00321614""",PORTLAND STATE UNIVERSITY - PCC ROCK CREEK,,Portland,OR,Additional Location,,09/17/2014 19:19
"""00321615""",PORTLAND STATE UNIVERSITY - MOUNT HOOD,,Gresham,OR,Additional Location,,09/17/2014 19:19
"""00321616""",PORTLAND STATE UNIVERSITY - CASCADE,,Portland,OR,Additional Location,,09/17/2014 19:19
"""00321617""",PORTLAND STATE UNIVERSITY - MCMINNVILLE,,McMinnville,OR,Additional Location,,09/17/2014 19:19
"""00321618""",PORTLAND STATE UNIVERSITY - NEWPORT,,Newport,OR,Additional Location,,09/17/2014 19:19
"""00321619""",PORTLAND STATE UNIVERSITY - MEDFORD,,Medford,OR,Additional Location,,09/17/2014 19:19
"""00321620""",PORTLAND STATE UNIVERSITY - ASHLAND,,Ashland,OR,Additional Location,,09/17/2014 19:19
"""00321622""",PORTLAND STATE UNIVERSITY - CENTRAL POINT,,Central Point,OR,Additional Location,,09/17/2014 19:19
"""00321623""",PORTLAND STATE UNIVERSITY - MILWAUKIE,,Milwaukie,OR,Additional Location,,09/17/2014 19:19
"""00321624""",PORTLAND STATE UNIVERSITY - CENTRAL POINT,,Central Point,OR,Additional Location,,09/17/2014 19:19
"""00321625""",PORTLAND STATE UNIVERSITY - EUGENE OREGON SITE,,Eugene,OR,Additional Location,,09/17/2014 19:19
"""00321626""",PORTLAND STATE UNIVERSITY - OREGON CITY,,Oregon City,OR,Additional Location,,09/17/2014 19:19
"""00321627""",PORTLAND STATE UNIVERSITY - WILSONVILLE CENTER,,Wilsonville,OR,Additional Location,,09/17/2014 19:19
"""00321628""",PORTLAND STATE UNIVERSITY - BEND,,Bend,OR,Additional Location,,09/17/2014 19:19
"""00321629""",PORTLAND STATE UNIVERSITY - SALEM,,Salem,OR,Additional Location,,09/17/2014 19:19
"""00321630""",PORTLAND STATE UNIVERSITY - BEAVERTON,,Beaverton,OR,Additional Location,,09/17/2014 19:19
"""00321631""",PORTLAND STATE UNIVERSITY - SALEM SITE,,Salem,OR,Additional Location,,09/17/2014 19:19
"""00321632""",PORTLAND STATE UNIVERSITY - SALEM CENTER,,Salem,OR,Additional Location,,09/17/2014 19:19
"""00321633""",PORTLAND STATE UNIVERSITY - SALEM KEIZER,,Salem,OR,Additional Location,,09/17/2014 19:19
"""00321634""",PORTLAND STATE UNIVERSITY - WILLOW CREEK,,Beaverton,OR,Additional Location,,09/17/2014 19:19
"""00140100""",POST UNIVERSITY,,Waterbury,CT,Main Location,,08/10/2014 20:37
"""00140100""",POST UNIVERSITY,,Waterbury,CT,Additional Location,,08/10/2014 20:37
"""00140108""",POST UNIVERSITY - ABILITY BEYOND DISABILITY BUILDING,,Bethel,CT,Additional Location,,08/10/2014 20:37
"""00140112""",POST UNIVERSITY - MASONICARE AT ASHLAR VILLAGE,,Wallingford,CT,Additional Location,,08/10/2014 20:37
"""00164000""",PRAIRIE STATE COLLEGE,,Chicago Heights,IL,Main Location,,11/03/2014 14:52
"""00164000""",PRAIRIE STATE COLLEGE,,Chicago Heights,IL,Additional Location,,11/03/2014 14:52
"""00363000""",PRAIRIE VIEW AGRICULTURAL & MECHANICAL UNIVERSITY,,Prairie View,TX,Main Location,,07/24/2014 14:37
"""00363000""",PRAIRIE VIEW AGRICULTURAL & MECHANICAL UNIVERSITY,,Prairie View,TX,Additional Location,,07/24/2014 14:37
"""00363001""",PRAIRE VIEW AGRICULTURAL & MECHANICAL UNIVERSITY - COLLEGE OF NURSING,,Houston,TX,Additional Location,,07/24/2014 14:37
"""00363005""",PRAIRIE VIEW AGRICULTURAL & MECHANICAL UNIVERSITY - NORTHWEST HOUSTON,,Houston,TX,Additional Location,,07/24/2014 14:37
"""00193800""",PRATT COMMUNITY COLLEGE,,Pratt,KS,Main Location,,09/17/2014 19:19
"""00193800""",PRATT COMMUNITY COLLEGE,,Pratt,KS,Additional Location,,09/17/2014 19:19
"""00193805""",PRATT COMMUNITY COLLEGE - WINFIELD,,Winfield,KS,Additional Location,,09/17/2014 19:19
"""00193806""",PRATT COMMUNITY COLLEGE - COFFEYVILLE,,Coffeyville,KS,Additional Location,,09/17/2014 19:19
"""00193807""",PRATT COMMUNITY COLLEGE - ELEARNING: PRATT COLLEGE SERVICE CENTER,,Wichita,KS,Additional Location,,09/17/2014 19:19
"""00193808""",PRATT COMMUNITY COLLEGE - URBAN LEAGUE OF KANSAS,,Wichita,KS,Additional Location,,09/17/2014 19:19
"""00193809""",PRATT COMMUNITY COLLEGE - NATIONAL CENTER FOR AVIATION TRAINING,,Wichita,KS,Additional Location,,09/17/2014 19:19
"""00193810""",PRATT COMMUNITY COLLEGE - WICHITA AREA TECHNICAL COLLEGE,,Wichita,KS,Additional Location,,09/17/2014 19:19
"""00193811""",PRATT COMMUNITY COLLEGE - GROVE,,Wichita,KS,Additional Location,,09/17/2014 19:19
"""00279800""",PRATT INSTITUTE,,Brooklyn,NY,Main Location,,04/27/2015 8:29
"""00279800""",PRATT INSTITUTE,,Brooklyn,NY,Additional Location,,04/27/2015 8:29
"""00279802""",PRATT INSTITUTE - MUNSON-WILLIAMS-PROCTOR INSTITUTE,,Utica,NY,Additional Location,,04/27/2015 8:29
"""00279803""",PRATT INSTITUTE - MANHATTAN CAMPUS,,New York,NY,Additional Location,,04/27/2015 8:29
"""03125800""",PREMIERE CAREER COLLEGE,,Irwindale,CA,Main Location,,09/09/2014 20:41
"""03125800""",PREMIERE CAREER COLLEGE,,Irwindale,CA,Additional Location,,09/09/2014 20:41
"""00344500""",PRESBYTERIAN COLLEGE,,Clinton,SC,Main Location,,09/17/2014 6:47
"""00344500""",PRESBYTERIAN COLLEGE,,Clinton,SC,Additional Location,,09/17/2014 6:47
"""00346700""",PRESENTATION COLLEGE,,Aberdeen,SD,Main Location,,10/02/2014 19:32
"""00346700""",PRESENTATION COLLEGE,,Aberdeen,SD,Additional Location,,10/02/2014 19:32
"""00346704""",PRESENTATION COLLEGE - FAIRMONT,,Fairmont,MN,Additional Location,,10/02/2014 19:32
"""00208900""",PRINCE GEORGE'S COMMUNITY COLLEGE,,Largo,MD,Main Location,,07/31/2014 14:50
"""00208900""",PRINCE GEORGE'S COMMUNITY COLLEGE,,Largo,MD,Additional Location,,07/31/2014 14:50
"""00208903""",PRINCE GEORGE'S COMMUNITY COLLEGE -ANDREWS AIR FORCE BASE,,Andrews Air Force Base,MD,Additional Location,,07/31/2014 14:50
"""00208904""",PRINCE GEORGE'S COMMUNITY COLLEGE - UNIVERSITY TOWN CENTER,,Hyattsville,MD,Additional Location,,07/31/2014 14:50
"""00208905""",PRINCE GEORGE'S COMMUNITY COLLEGE -LAUREL COLLEGE COLLEGE,,Laurel,MD,Additional Location,,07/31/2014 14:50
"""00262600""",PRINCETON THEOLOGICAL SEMINARY,,Princeton,NJ,Main Location,,09/17/2014 6:47
"""00262600""",PRINCETON THEOLOGICAL SEMINARY,,Princeton,NJ,Additional Location,,09/17/2014 6:47
"""00262700""",PRINCETON UNIVERSITY,,Princeton,NJ,Main Location,,07/01/2014 20:00
"""00262700""",PRINCETON UNIVERSITY,,Princeton,NJ,Additional Location,,07/01/2014 20:00
"""02337700""",PROFESSIONAL SKILLS INSTITUTE,,Maumee,OH,Main Location,,09/04/2014 10:30
"""02337700""",PROFESSIONAL SKILLS INSTITUTE,,Maumee,OH,Additional Location,,09/04/2014 10:30
"""00340600""",PROVIDENCE COLLEGE,,Providence,RI,Main Location,,07/26/2014 20:48
"""00340600""",PROVIDENCE COLLEGE,,Providence,RI,Additional Location,,07/26/2014 20:48
"""00340601""",PROVIDENCE COLLEGE - AT NEWPORT NAVAL BASE (PERRY HALL),,Newport,RI,Additional Location,,07/26/2014 20:48
"""02360800""",PROVO COLLEGE,,Provo,UT,Main Location,,07/19/2014 10:57
"""02360800""",PROVO COLLEGE,,Provo,UT,Additional Location,,07/19/2014 10:57
"""02116300""",PUEBLO COMMUNITY COLLEGE,,Pueblo,CO,Main Location,,09/07/2014 20:21
"""02116300""",PUEBLO COMMUNITY COLLEGE,,Pueblo,CO,Additional Location,,09/07/2014 20:21
"""02116301""",PUEBLO COMMUNITY COLLEGE - CANON CITY,,Canon City,CO,Additional Location,,09/07/2014 20:21
"""02116303""",PUEBLO COMMUNITY COLLEGE - DURANGO,,Durango,CO,Additional Location,,09/07/2014 20:21
"""02116313""",PUEBLO COMMUNITY COLLEGE - MANCOS,,Mancos,CO,Additional Location,,09/07/2014 20:21
"""02116314""",PUEBLO COMMUNITY COLLEGE - ST. MARY CORWIN,,Pueblo,CO,Additional Location,,09/07/2014 20:21
"""02075300""",PULASKI TECHNICAL COLLEGE,,North Little Rock,AR,Main Location,,08/14/2014 19:58
"""02075300""",PULASKI TECHNICAL COLLEGE,,North Little Rock,AR,Additional Location,,08/14/2014 19:58
"""02075301""",PULASKI TECHNICAL COLLEGE - AVIATION,,North Little Rock,AR,Additional Location,,08/14/2014 19:58
"""02075305""",PULASKI TECHNICAL COLLEGE - BAPTIST HEALTH COLLEGE LITTLE ROCK,,Little Rock,AR,Additional Location,,08/14/2014 19:58
"""02075307""",PULASKI TECHNICAL COLLEGE - LITTLE ROCK - SOUTH SITE,,Little Rock,AR,Additional Location,,08/14/2014 19:58
"""02075308""",PULASKI TECHNICAL COLLEGE - ST. VINCENT,,Little Rock,AR,Additional Location,,08/14/2014 19:58
"""00182500""",PURDUE UNIVERSITY,,West Lafayette,IN,Main Location,,08/24/2014 20:51
"""00182500""",PURDUE UNIVERSITY,,West Lafayette,IN,Additional Location,,08/24/2014 20:51
"""00182501""",PURDUE UNIVERSITY - PURDUE POLYTECHNIC ANDERSON,,Anderson,IN,Additional Location,,08/24/2014 20:51
"""00182502""",PURDUE UNIVERSITY - PURDUE POLYTECHNIC COLUMBUS,,Columbus,IN,Additional Location,,08/24/2014 20:51
"""00182504""",PURDUE UNIVERSITY - PURDUE POLYTECHNIC INDIANAPOLIS,,Indianapolis,IN,Additional Location,,08/24/2014 20:51
"""00182505""",PURDUE UNIVERSITY - PURDUE POLYTECHNIC KOKOMO,,Kokomo,IN,Additional Location,,08/24/2014 20:51
"""00182506""",PURDUE UNIVERSITY - PURDUE POLYTECHNIC SOUTH BEND,,South Bend,IN,Additional Location,,08/24/2014 20:51
"""00182507""",PURDUE UNIVERSITY - PURDUE POLYTECHNIC RICHMOND,,Richmond,IN,Additional Location,,08/24/2014 20:51
"""00182508""",PURDUE UNIVERSITY - PURDUE POLYTECHNIC NEW ALBANY,,New Albany,IN,Additional Location,,08/24/2014 20:51
"""00182512""",PURDUE UNIVERSITY - PURDUE POLYTECHNIC LAFAYETTE,,Lafayette,IN,Additional Location,,08/24/2014 20:51
"""00182515""",PURDUE UNIVERSITY - PURDUE POLYTECHNIC VINCENNES,,Vincennes,IN,Additional Location,,08/24/2014 20:51
"""00182700""",PURDUE UNIVERSITY - CALUMET,,Hammond,IN,Main Location,,08/24/2014 20:51
"""00182700""",PURDUE UNIVERSITY - CALUMET,,Hammond,IN,Additional Location,,08/24/2014 20:51
"""00182600""",PURDUE UNIVERSITY - NORTH CENTRAL,,Westville,IN,Main Location,,08/24/2014 20:51
"""00182600""",PURDUE UNIVERSITY - NORTH CENTRAL,,Westville,IN,Additional Location,,08/24/2014 20:51
"""00182603""",PURDUE UNIVERSITY - NORTH CENTRAL - PURDUE PORTER COUNTY,,Valparaiso,IN,Additional Location,,08/24/2014 20:51
"""04177500""",PURE AESTHETICS,,Tucson,AZ,Main Location,,08/05/2014 20:38
"""04177500""",PURE AESTHETICS,,Tucson,AZ,Additional Location,,08/05/2014 20:38
"""00295700""",QUEENS UNIVERSITY OF CHARLOTTE,,Charlotte,NC,Main Location,,08/10/2014 20:37
"""00295700""",QUEENS UNIVERSITY OF CHARLOTTE,,Charlotte,NC,Additional Location,,08/10/2014 20:37
"""00295701""",QUEENS UNIVERSITY OF CHARLOTTE -,,Charlotte,NC,Additional Location,,08/10/2014 20:37
"""00269700""",QUEENSBOROUGH COMMUNITY COLLEGE-CUNY,,Bayside,NY,Main Location,,09/01/2014 20:19
"""00269700""",QUEENSBOROUGH COMMUNITY COLLEGE-CUNY,,Bayside,NY,Additional Location,,09/01/2014 20:19
"""00220500""",QUINCY COLLEGE,,Quincy,MA,Main Location,,09/03/2014 21:16
"""00220500""",QUINCY COLLEGE,,Quincy,MA,Additional Location,,09/03/2014 21:16
"""00220501""",QUINCY COLLEGE - PLYMOUTH,,Plymouth,MA,Additional Location,,09/03/2014 21:16
"""00220511""",QUINCY COLLEGE - CAPE COD HOSPITAL,,Hyannis,MA,Additional Location,,09/03/2014 21:16
"""00220512""",QUINCY COLLEGE - PRESIDENTS PLACE,,Quincy,MA,Additional Location,,09/03/2014 21:16
"""00140200""",QUINNIPIAC UNIVERSITY,,Hamden,CT,Main Location,,08/06/2014 20:07
"""00140200""",QUINNIPIAC UNIVERSITY,,Hamden,CT,Additional Location,,08/06/2014 20:07
"""00140202""",QUINNIPIAC UNIVERSITY - NORTH HAVEN GRADUATE CENTER,,North Haven,CT,Additional Location,,08/06/2014 20:07
"""00373200""",RADFORD UNIVERSITY,,Radford,VA,Main Location,,09/11/2014 21:31
"""00373200""",RADFORD UNIVERSITY,,Radford,VA,Additional Location,,09/11/2014 21:31
"""00373201""",RADFORD UNIVERSITY - ROANOKE HIGHER EDUCATION CENTER,,Roanoke,VA,Additional Location,,09/11/2014 21:31
"""00373202""",RADFORD UNIVERSITY - SOUTHWEST VIRGINIA HIGHER EDUCATION CENTER,,Abingdon,VA,Additional Location,,09/11/2014 21:31
"""00373204""",RADFORD UNIVERSITY - CARILION ROANOKE COMMUNITY HOSPITAL,,Roanoke,VA,Additional Location,,09/11/2014 21:31
"""04190000""",RADIANS COLLEGE,,Washington,DC,Main Location,,10/02/2014 19:32
"""00677500""",RAINY RIVER COMMUNITY COLLEGE,,International Falls,MN,Main Location,,07/10/2014 21:18
"""00677500""",RAINY RIVER COMMUNITY COLLEGE,,International Falls,MN,Additional Location,,07/10/2014 21:18
"""00677502""","RAINY RIVER COMMUNITY COLLEGE - GREENTECH MANUFACTURING, INC.",,International Falls,MN,Additional Location,,07/10/2014 21:18
"""00934400""",RAMAPO COLLEGE OF NEW JERSEY,,Mahwah,NJ,Main Location,,09/05/2014 12:48
"""00934400""",RAMAPO COLLEGE OF NEW JERSEY,,Mahwah,NJ,Additional Location,,09/05/2014 12:48
"""00544700""",RANDOLPH COMMUNITY COLLEGE,,Asheboro,NC,Main Location,,07/02/2014 19:47
"""00544700""",RANDOLPH COMMUNITY COLLEGE,,Asheboro,NC,Additional Location,,07/02/2014 19:47
"""00544701""",RANDOLPH COMMUNITY COLLEGE - THE EMERGENCY SERVICES TRAINING CENTER,,Randleman,NC,Additional Location,,07/02/2014 19:47
"""00544703""",RANDOLPH COMMUNITY COLLEGE - ARCHDALE CENTER,,Archdale,NC,Additional Location,,07/02/2014 19:47
"""00544704""",RANDOLPH COMMUNITY COLLEGE - RANDLEMAN CENTER,,Randleman,NC,Additional Location,,07/02/2014 19:47
"""01250000""",RANKEN TECHNICAL COLLEGE,,Saint Louis,MO,Main Location,,06/15/2014 14:11
"""01250000""",RANKEN TECHNICAL COLLEGE,,Saint Louis,MO,Additional Location,,06/15/2014 14:11
"""01250001""",RANKEN TECHNICAL COLLEGE - WEST,,Wentzville,MO,Additional Location,,06/15/2014 14:11
"""00916000""",RAPPAHANNOCK COMMUNITY COLLEGE,,Glenns,VA,Main Location,,09/11/2014 12:25
"""00916000""",RAPPAHANNOCK COMMUNITY COLLEGE,,Glenns,VA,Additional Location,,09/11/2014 12:25
"""00916001""",RAPPAHANNOCK COMMUNITY COLLEGE,,Warsaw,VA,Additional Location,,09/11/2014 12:25
"""00916002""",RAPPAHANNOCK COMMUNITY COLLEGE - KING GEORGE HIGH SCHOOL,,King George,VA,Additional Location,,09/11/2014 12:25
"""00916003""",RAPPAHANNOCK COMMUNITY COLLEGE - KING WILLIAM HIGH SCHOOL,,King William,VA,Additional Location,,09/11/2014 12:25
"""00773100""",RARITAN VALLEY COMMUNITY COLLEGE,,North Branch,NJ,Main Location,,11/17/2014 6:49
"""00773100""",RARITAN VALLEY COMMUNITY COLLEGE,,North Branch,NJ,Additional Location,,11/17/2014 6:49
"""00773101""",RARITAN VALLEY COMMUNITY COLLEGE -,,Bridgewater,NJ,Additional Location,,11/17/2014 6:49
"""00773102""",RARITAN VALLEY COMMUNITY COLLEGE - AUTO TECH RENTAL SITE,,Whitehouse Station,NJ,Additional Location,,11/17/2014 6:49
"""00773103""",RARITAN VALLEY COMMUNITY COLLEGE - ALBERT C. WAGNER YOUTH CORRECTIONAL,,Bordentown,NJ,Additional Location,,11/17/2014 6:49
"""00773104""",RARITAN VALLEY COMMUNITY COLLEGE - EAST JERSEY STATE PRISON,,Rahway,NJ,Additional Location,,11/17/2014 6:49
"""00773105""",RARITAN VALLEY COMMUNITY COLLEGE - GARDEN STATE YOUTH CORRECTIONAL FAC,,Yardville,NJ,Additional Location,,11/17/2014 6:49
"""00773106""",RARITAN VALLEY COMMUNITY COLLEGE - NORTHERN STATE PRISON,,Neward,NJ,Additional Location,,11/17/2014 6:49
"""00773107""",RARITAN VALLEY COMMUNITY COLLEGE - SOUTH WOODS STATE PRISON,,Bridgeton,NJ,Additional Location,,11/17/2014 6:49
"""00773108""",RARITAN VALLEY COMMUNITY COLLEGE - HUNTERDON POLYTECH CAREER ACADEMY,,Flemington,NJ,Additional Location,,11/17/2014 6:49
"""00773109""",RARITAN VALLEY COMMUNITY COLLEGE - EDNA MAHAN CORRECTIONAL FACILITY,,Clinton,NJ,Additional Location,,11/17/2014 6:49
"""00773110""",RARITAN VALLEY COMMUNITY COLLEGE - MOUNTAINVIEW YOUTH CORRECTIONAL FAC,,Annandale,NJ,Additional Location,,11/17/2014 6:49
