unitid,cipcode,ctotalt
102377,45.1001,0
102377,45.1101,6
102377,45.1101,0
102377,51.0717,0
102377,51.0808,0
102377,51.1005,9
102377,51.2201,21
102377,51.2306,0
102377,51.2306,12
102377,51.2401,64
102377,51.2401,0
102377,51.2501,4
102377,51.2505,4
102377,51.3101,0
102377,51.3801,17
102377,52.0201,17
102377,52.0201,0
102377,52.0203,6
102377,52.0301,13
102377,52.0301,0
102377,52.0801,7
102377,52.0801,2
102377,52.0901,7
102377,52.0901,0
102377,52.1301,0
102377,52.1301,0
102377,52.1401,0
102377,52.1801,35
102377,52.1801,0
102377,52.2001,3
102377,54.0101,8
102377,99,454
102377,99,115
102377,99,12
102377,99,64
102377,99,2
102377,99,0
102377,99,0
102395,13.1314,8
102395,13.1314,16
102395,13.1314,0
102395,31.0504,11
102395,31.0504,36
102395,31.0504,21
102395,31.0504,0
102395,31.0505,0
102395,31.0505,9
102395,31.0505,0
102395,31.0508,0
102395,31.0508,7
102395,31.0508,0
102395,99,19
102395,99,68
102395,99,21
102395,99,0
102429,11.0101,0
102429,11.0101,0
102429,11.0101,8
102429,12.0401,0
102429,12.0401,11
102429,12.0402,0
102429,12.0402,0
102429,12.0499,0
102429,15.0404,23
102429,15.0501,0
102429,15.0501,0
102429,15.0501,9
102429,15.1301,2
102429,15.1301,0
102429,15.1301,19
102429,19.0708,1
102429,19.0708,0
102429,19.0708,9
102429,24.0101,53
102429,24.0102,96
102429,41.0399,0
102429,46.0302,1
102429,46.0302,0
102429,46.0302,28
102429,47.0105,0
102429,47.0105,0
102429,47.0105,0
102429,47.0303,1
102429,47.06,14
102429,47.06,8
102429,47.0603,0
102429,47.0603,0
102429,47.0604,1
102429,47.0604,0
102429,47.0605,0
102429,47.0605,0
102429,48.0507,3
102429,48.0507,0
102429,48.0507,15
102429,48.0508,36
102429,48.0508,18
102429,49.0205,92
102429,51.0904,37
102429,51.0904,0
102429,51.0904,3
102429,51.0909,15
102429,51.3801,158
102429,51.3901,76
102429,52.0401,0
102429,52.0401,1
102429,52.0401,18
102429,99,226
102429,99,106
102429,99,424
102553,3.0101,4
102553,3.0103,14
102553,5.021,6
102553,9.0401,19
102553,11.0101,18
102553,11.0202,4
102553,11.0901,27
102553,11.1002,2
102553,12.0503,24
102553,13.0101,15
102553,13.0401,19
102553,13.0401,17
102553,13.0411,7
102553,13.1001,5
102553,13.1001,9
102553,13.1001,9
102553,13.1012,0
102553,13.1101,1
102553,13.1199,10
102553,13.1202,31
102553,13.1202,0
102553,13.121,34
102553,13.121,3
102553,13.1299,11
102553,13.1306,26
102553,13.1312,9
102553,13.1399,1
102553,14.0101,28
102553,14.0801,23
102553,14.0801,9
102553,14.0899,3
102553,14.0901,1
102553,14.1001,5
102553,14.1401,3
102553,14.1901,26
102553,14.1901,0
102553,14.9999,19
102553,15.0101,8
102553,15.0404,6
102553,15.0501,0
102553,15.0612,0
102553,15.0612,1
102553,15.0699,67
102553,15.0701,31
102553,15.0903,0
102553,15.1102,0
102553,15.1102,11
102553,15.1201,1
102553,15.1202,6
102553,15.1301,2
102553,15.1302,1
102553,15.1303,2
102553,15.1305,2
102553,15.1399,1
102553,16.0101,21
102553,19.0501,2
102553,19.0709,4
102553,19.0709,12
102553,22,5
102553,22.0302,1
102553,22.0302,3
102553,22.0302,0
102553,23.0101,36
102553,23.0101,8
102553,23.1302,9
102553,24.0101,271
102553,24.0101,1
102553,24.0102,0
102553,26.0101,45
102553,26.0101,6
102553,27.0101,16
102553,30.0101,27
102553,30.2001,19
102553,30.9999,3
102553,30.9999,0
102553,31.0599,12
102553,31.0601,0
102553,38.0101,6
102553,40.0501,7
102553,40.0601,15
102553,41.9999,7
102553,41.9999,18
102553,42.0101,79
102553,42.0101,1
102553,42.2801,16
102553,43.0102,4
102553,43.0199,0
102553,43.0199,41
102553,43.0299,11
102553,44,4
102553,44.0201,1
102553,44.0401,10
102553,44.0701,30
102553,44.0701,4
102553,44.0701,16
102553,44.0702,2
102553,45.0201,16
102553,45.0201,4
102553,45.0601,25
102553,45.1001,11
102553,45.1101,10
102553,47.0201,0
102553,47.0201,1
102553,47.0201,3
102553,47.0302,3
102553,47.0302,4
102553,47.0604,1
102553,47.0604,2
102553,47.0604,6
102553,47.0607,25
102553,47.0607,7
102553,48.0508,21
102553,48.0508,3
102553,48.0508,11
102553,49.0101,25
102553,49.0102,1
102553,49.0104,6
102553,49.0105,11
102553,50.0499,3
102553,50.0502,11
102553,50.0701,24
102553,50.0901,0
102553,50.0903,0
102553,51.0601,14
102553,51.0601,14
102553,51.0602,12
102553,51.0602,9
102553,51.071,1
102553,51.0713,11
102553,51.0801,37
102553,51.0805,17
102553,51.0806,11
102553,51.0808,2
102553,51.091,1
102553,51.0911,2
102553,51.0911,15
102553,51.1004,4
102553,51.1005,15
102553,51.1009,12
102553,51.1105,113
102553,51.1502,37
102553,51.1502,13
102553,51.2201,15
102553,51.2201,17
102553,51.3101,8
102553,51.3101,6
102553,51.3801,118
102553,51.3801,18
102553,51.3805,0
102553,51.3811,0
102553,51.3817,1
102553,51.3818,0
102553,52.0201,8
102553,52.0201,72
102553,52.0203,3
102553,52.0203,7
102553,52.0203,14
102553,52.0205,14
102553,52.0212,3
102553,52.0301,29
102553,52.0301,77
102553,52.0408,13
102553,52.0499,3
102553,52.0801,29
102553,52.0901,14
102553,52.1201,9
102553,52.1201,8
102553,52.1301,36
102553,52.1401,7
102553,52.2001,1
102553,52.2001,22
102553,52.2001,10
102553,52.9999,31
102553,54.0101,32
102553,99,111
102553,99,67
102553,99,858
102553,99,1177
102553,99,88
102553,99,251
102553,99,1
102580,39.0201,6
102580,39.0201,2
102580,39.0201,2
102580,99,6
102580,99,2
102580,99,2
102614,3.0101,13
102614,3.0101,5
102614,3.0101,5
102614,3.0101,2
102614,3.0103,0
102614,3.0201,0
102614,3.0201,1
102614,3.0301,13
102614,3.0301,6
102614,3.0301,6
102614,3.0601,14
102614,3.0601,8
102614,3.0601,0
102614,5.011,2
102614,5.0122,0
102614,5.0199,0
102614,5.0199,8
102614,5.0202,2
102614,5.0202,3
102614,9.0101,19
102614,9.0101,2
102614,9.0401,9
102614,11.0101,7
102614,11.0101,1
102614,11.0701,1
102614,11.0701,1
102614,11.1006,6
102614,11.1006,13
102614,12.0501,11
102614,12.0503,8
102614,12.0503,6
102614,13.0101,23
102614,13.1001,4
102614,13.1001,4
102614,13.1101,1
102614,13.1101,14
102614,13.1202,10
102614,13.1202,6
102614,13.1205,1
102614,13.1205,12
102614,13.121,2
102614,13.121,16
102614,13.1302,1
102614,13.1312,1
102614,13.1316,3
102614,13.1501,1
102614,13.1501,1
102614,14.0101,5
102614,14.0801,14
102614,14.0801,3
102614,14.0899,4
102614,14.0901,3
102614,14.1001,9
102614,14.1001,2
102614,14.1401,2
102614,14.1901,29
102614,14.1901,5
102614,14.2101,3
102614,14.2101,1
102614,14.2501,19
102614,14.2501,10
102614,14.3901,8
102614,14.3901,1
102614,14.9999,1
102614,14.9999,2
102614,15.0404,11
102614,15.0506,17
102614,15.0699,23
102614,15.0703,4
102614,15.1301,2
102614,15.1301,2
102614,16.0101,10
102614,16.0102,6
102614,16.0102,12
102614,16.0302,4
102614,16.1001,0
102614,16.9999,0
102614,16.9999,0
102614,16.9999,1
102614,19.0706,7
102614,22.0302,4
102614,23.0101,15
102614,23.0101,0
102614,23.1302,7
102614,24.0101,93
102614,24.0102,0
102614,26.0101,55
102614,26.0101,7
102614,26.0101,8
102614,26.0202,0
102614,26.0204,2
102614,26.0204,1
102614,26.1302,7
102614,26.1302,4
102614,27.0101,5
102614,27.0101,3
102614,27.0101,0
102614,27.0301,1
102614,27.0301,5
102614,30.0101,0
102614,30.0101,1
102614,30.0101,1
102614,30.1801,13
102614,30.9999,2
102614,30.9999,27
102614,30.9999,3
102614,30.9999,3
102614,40.0202,1
102614,40.0202,2
102614,40.0401,4
102614,40.0401,1
102614,40.0501,8
102614,40.0501,2
102614,40.0599,1
102614,40.0601,15
102614,40.0601,3
102614,40.0601,0
102614,40.0603,5
102614,40.0603,2
102614,40.0607,2
102614,40.0607,1
102614,40.0801,3
102614,40.0801,2
102614,40.0801,2
102614,41.9999,2
102614,42.0101,33
102614,42.0101,1
102614,43.0103,5
102614,43.0107,21
102614,43.0199,23
102614,43.0203,22
102614,43.0299,23
102614,43.0302,0
102614,43.0302,14
102614,43.0302,0
102614,44.0201,4
102614,44.0201,5
102614,44.0201,6
102614,44.0201,7
102614,44.0701,28
102614,45.0101,3
102614,45.0201,9
102614,45.0201,6
102614,45.0201,2
102614,45.0601,10
102614,45.0699,5
102614,45.0701,4
102614,45.1001,2
102614,45.1101,3
102614,46,1
102614,46.0201,22
102614,46.0401,0
102614,47.0604,9
102614,47.0605,14
102614,47.0607,12
102614,47.0608,0
102614,47.0608,3
102614,48.0508,12
102614,49.0102,1
102614,50.0502,6
102614,50.0601,2
102614,50.0701,14
102614,50.0701,2
102614,50.0901,6
102614,50.0903,2
102614,50.0903,4
102614,51.0601,8
102614,51.0601,4
102614,51.071,2
102614,51.0713,7
102614,51.0713,11
102614,51.0714,3
102614,51.0716,7
102614,51.0801,30
102614,51.0801,24
102614,51.0904,9
102614,51.1105,12
102614,51.1504,0
102614,51.1504,34
102614,51.1599,25
102614,51.2201,14
102614,51.2201,4
102614,51.3902,5
102614,52.0201,12
102614,52.0201,37
102614,52.0201,43
102614,52.0201,30
102614,52.0301,34
102614,52.0302,5
102614,52.0302,5
102614,52.0302,22
102614,52.0401,4
102614,52.0803,0
102614,52.2001,3
102614,52.2001,1
102614,54.0101,8
102614,99,134
102614,99,221
102614,99,334
102614,99,572
102614,99,29
102614,99,227
102614,99,47
102632,3.0101,3
102632,3.0103,5
102632,3.0104,2
102632,3.0301,17
102632,3.0301,7
102632,3.0301,2
102632,5.0202,4
102632,11.1001,1
102632,11.1004,1
102632,13.0101,7
102632,13.0401,20
102632,13.0501,4
102632,13.0501,6
102632,13.1001,0
102632,13.1001,21
102632,13.1001,17
102632,13.1202,10
102632,13.1202,14
102632,13.1202,5
102632,13.1205,37
102632,13.1311,9
102632,13.1311,9
102632,13.1315,3
102632,13.1315,8
102632,14.0102,1
102632,15.1301,2
102632,23.0101,6
102632,24.0101,37
102632,24.0101,1
102632,24.0199,2
102632,26.0101,12
102632,26.1302,3
102632,27.0101,1
102632,30.0101,3
102632,30.9999,28
102632,31.0601,2
102632,31.9999,2
102632,43.0107,73
102632,43.0107,0
102632,44.0401,25
102632,45.0101,18
102632,46.0201,5
102632,46.0201,1
102632,47.0604,1
102632,47.0605,7
102632,47.0605,5
102632,48.0508,9
102632,49.0399,1
102632,49.0399,0
102632,50.0201,3
102632,50.0701,5
102632,51.0706,21
102632,51.0706,12
102632,51.0707,14
102632,51.0801,0
102632,51.0911,2
102632,51.1105,8
102632,51.2201,8
102632,51.3902,24
102632,52.0201,31
102632,52.0201,64
102632,52.0302,10
102632,52.0302,8
102632,52.0703,2
102632,52.0803,1
102632,52.1201,2
102632,52.1201,5
102632,99,166
102632,99,56
102632,99,104
102632,99,166
102632,99,51
102632,99,134
102669,3.0104,5
102669,3.0104,10
102669,13.1206,1
102669,13.1206,4
102669,13.1206,1
102669,24.0101,3
102669,24.0101,7
102669,26.1302,8
102669,30.3301,1
102669,31.0101,2
102669,31.0601,5
102669,40.0601,2
102669,42.2803,6
102669,42.2803,8
102669,42.2803,5
102669,42.2803,0
102669,44,1
102669,44,1
102669,51.2211,0
102669,51.2211,1
102669,52.0201,7
102669,52.0201,10
102669,52.0201,18
102669,52.0201,19
102669,52.0213,3
102669,52.0301,1
102669,52.0301,1
102669,52.0305,0
102669,52.0701,0
102669,52.0801,2
102669,52.0807,2
102669,52.1206,1
102669,52.2101,1
102669,99,9
102669,99,40
102669,99,24
102669,99,58
102669,99,5
102669,99,0
102711,11.0401,9
102711,12.0504,15
102711,15.0501,19
102711,15.0503,41
102711,46.0401,17
102711,47.0105,22
102711,47.0201,16
102711,47.0605,11
102711,47.0616,10
102711,48.0508,24
102711,49.0309,11
102711,51.3902,50
102711,52.0401,27
102711,99,164
102711,99,108
102845,11.0101,0
102845,11.0103,8
102845,11.0701,5
102845,11.0901,0
102845,11.1003,18
102845,11.1006,17
102845,22.0302,36
102845,22.0302,17
102845,43.0103,35
102845,43.0103,19
102845,46,8
102845,47.0201,115
102845,48.0508,130
102845,49.0102,0
102845,49.0102,0
102845,51,96
102845,51.0601,186
102845,51.0701,22
102845,51.0705,80
102845,51.0707,15
102845,51.0801,652
102845,51.0805,45
102845,51.0808,48
102845,51.1802,0
102845,51.3501,0
102845,51.3801,14
102845,51.3901,31
102845,52.0201,49
102845,52.0201,12
102845,52.0299,8
102845,52.0301,36
102845,52.0305,10
102845,52.0401,53
102845,52.0901,13
102845,52.1201,5
102845,52.1499,3
102845,99,1432
102845,99,239
102845,99,31
102845,99,76
102845,99,8
103501,49.0104,10
103501,51.0713,40
103501,51.0801,106
103501,51.1009,29
103501,51.3501,59
103501,52.0201,10
103501,52.0299,12
103501,52.0305,30
103501,52.1001,1
103501,99,79
103501,99,175
103501,99,43
103741,12.0401,43
103741,12.0413,1
103741,99,1
103741,99,43
103778,45.0901,5
103778,52.0201,274
103778,52.0806,2
103778,52.1101,17
103778,52.1101,27
103778,52.1403,1
103778,99,17
103778,99,309
103811,49.0205,915
103811,99,915
103893,43.0109,0
103893,51.0001,21
103893,51.0601,122
103893,51.0714,49
103893,51.0716,0
103893,51.0801,208
103893,51.0805,47
103893,51.0808,86
103893,99,512
103893,99,21
103909,43.0109,0
103909,51.0601,85
103909,51.0602,56
103909,51.0714,67
103909,51.0801,134
103909,51.0805,32
103909,51.0806,17
103909,51.0808,46
103909,51.2604,40
103909,99,404
103909,99,73
103927,43.0109,0
103927,51.0601,56
103927,51.0714,23
103927,51.0801,109
103927,51.0805,22
103927,51.0808,40
103927,51.2604,45
103927,51.3501,0
103927,99,295
103945,11.0701,3
103945,11.0701,0
103945,51.0701,3
103945,51.0801,37
103945,52.0201,3
103945,99,43
103945,99,3
103954,12.0401,14
103954,12.041,7
103954,12.0413,0
103954,99,7
103954,99,14
103963,47.0201,52
103963,47.0604,97
103963,47.0605,76
103963,48.0508,226
103963,99,52
103963,99,399
104090,22.0302,7
104090,43.0107,21
104090,43.0107,17
104090,51.0601,21
104090,51.0701,23
104090,51.0701,13
104090,51.0713,55
104090,51.0801,65
104090,51.0805,17
104090,51.0806,21
104090,51.1004,15
104090,51.1005,3
104090,51.1009,40
104090,51.3801,165
104090,51.3817,22
104090,51.3902,58
104090,52.0201,10
104090,52.0201,18
104090,52.0201,3
104090,52.0301,6
104090,99,256
104090,99,103
104090,99,216
104090,99,25
104151,3.0103,22
104151,3.0103,79
104151,3.0103,53
104151,3.0103,10
104151,4.0201,45
104151,4.0201,36
104151,4.0201,1
104151,4.0301,112
104151,4.0301,27
104151,4.0301,1
104151,4.0401,6
104151,4.0501,5
104151,4.0601,28
104151,4.0601,9
104151,4.0902,9
104151,4.1001,20
104151,5.0101,0
104151,5.0101,0
104151,5.0103,0
104151,5.0103,7
104151,5.0104,0
104151,5.0105,2
104151,5.0105,0
104151,5.0107,0
104151,5.0107,0
104151,5.0113,0
104151,5.0128,5
104151,5.0199,5
104151,5.0201,4
104151,5.0202,12
104151,5.0202,4
104151,5.0203,6
104151,5.0206,0
104151,5.0206,0
104151,5.0207,3
104151,5.0207,11
104151,5.0299,1
104151,5.0299,1
104151,5.0299,2
104151,9.0101,385
104151,9.0101,1
104151,9.0101,17
104151,9.0102,10
104151,9.0199,6
104151,9.0702,0
104151,9.0702,1
104151,9.1001,1
104151,11.0101,164
104151,11.0104,1
104151,11.0104,9
104151,11.0701,214
104151,11.0701,292
104151,11.0701,23
104151,11.0899,7
104151,13.0301,18
104151,13.0301,13
104151,13.0401,9
104151,13.0406,42
104151,13.0501,2
104151,13.0501,17
104151,13.0501,3
104151,13.0601,1
104151,13.0901,4
104151,13.1001,63
104151,13.1001,24
104151,13.1101,48
104151,13.1101,5
104151,13.1202,124
104151,13.1202,23
104151,13.1205,120
104151,13.1205,31
104151,13.121,80
104151,13.1312,20
104151,13.1312,11
104151,13.1401,34
104151,13.1401,15
104151,13.9999,69
104151,14.0101,44
104151,14.0201,84
104151,14.0201,25
104151,14.0201,5
104151,14.0201,0
104151,14.0501,153
104151,14.0501,79
104151,14.0501,7
104151,14.0701,166
104151,14.0701,24
104151,14.0701,5
104151,14.0801,122
104151,14.0801,70
104151,14.0801,26
104151,14.0901,69
104151,14.0901,89
104151,14.1001,190
104151,14.1001,257
104151,14.1001,49
104151,14.1301,11
104151,14.1801,23
104151,14.1801,30
104151,14.1801,12
104151,14.1901,230
104151,14.1901,142
104151,14.1901,11
104151,14.2301,0
104151,14.2701,1
104151,14.3301,9
104151,14.3301,26
104151,14.3501,69
104151,14.3501,99
104151,14.3501,9
104151,14.4501,0
104151,14.4501,5
104151,14.9999,12
104151,15.0505,15
104151,15.1501,22
104151,15.1601,13
104151,16.0102,1
104151,16.0102,2
104151,16.0102,4
104151,16.0103,2
104151,16.0105,2
104151,16.03,25
104151,16.03,2
104151,16.03,1
104151,16.03,0
104151,16.0402,11
104151,16.0501,9
104151,16.0501,2
104151,16.0901,22
104151,16.0901,6
104151,16.0902,1
104151,16.0905,30
104151,16.0905,4
104151,16.0905,6
104151,16.1101,4
104151,16.1299,0
104151,16.9999,6
104151,16.9999,0
104151,19.0401,207
104151,19.0401,4
104151,19.0706,5
104151,19.0706,18
104151,19.0707,17
104151,22,107
104151,22,8
104151,22,6
104151,22.0101,198
104151,22.0201,36
104151,22.0299,33
104151,22.0299,1
104151,22.9999,6
104151,23.0101,194
104151,23.0101,18
104151,23.0101,22
104151,23.1301,3
104151,23.1302,11
104151,24.0101,13
104151,24.0199,4
104151,26.0101,496
104151,26.0101,20
104151,26.0101,8
104151,26.0202,236
104151,26.0202,2
104151,26.0202,5
104151,26.0203,2
104151,26.0204,21
104151,26.0301,4
104151,26.0301,0
104151,26.0406,4
104151,26.0406,8
104151,26.0502,51
104151,26.0502,0
104151,26.0502,2
104151,26.1305,2
104151,26.1305,6
104151,26.1501,5
104151,27.0101,80
104151,27.0101,9
104151,27.0101,1
104151,27.0199,2
104151,27.0199,2
104151,27.0301,0
104151,27.0301,5
104151,27.0303,12
104151,27.0399,6
104151,27.0399,9
104151,27.0399,7
104151,27.0501,8
104151,27.0501,22
104151,27.0501,1
104151,27.9999,2
104151,30,14
104151,30.1301,2
104151,30.1301,0
104151,30.1401,4
104151,30.1401,5
104151,30.1501,1
104151,30.1501,8
104151,30.1501,2
104151,30.1801,2
104151,30.2001,106
104151,30.2001,124
104151,30.2001,2
104151,30.2001,2
104151,30.2501,1
104151,30.9999,29
104151,30.9999,365
104151,30.9999,1
104151,31.0504,11
104151,38.0101,39
104151,38.0101,1
104151,38.0101,1
104151,38.0103,7
104151,38.0104,5
104151,38.0201,12
104151,38.0201,4
104151,38.0201,4
104151,38.0206,1
104151,38.0206,0
104151,38.0299,8
104151,40.0101,45
104151,40.0202,1
104151,40.0202,1
104151,40.0501,33
104151,40.0501,3
104151,40.0501,23
104151,40.0601,1
104151,40.0601,6
104151,40.0601,7
104151,40.0801,53
104151,40.0801,7
104151,40.0801,15
104151,42.0101,433
104151,42.0101,19
104151,42.0101,19
104151,42.2806,1
104151,42.2806,3
104151,44.0502,8
104151,45.0201,115
104151,45.0201,11
104151,45.0201,12
104151,45.0501,0
104151,45.0601,238
104151,45.0601,5
104151,45.0601,3
104151,45.0701,45
104151,45.0701,59
104151,45.0701,1
104151,45.0701,2
104151,45.0701,7
104151,45.0702,27
104151,45.1001,289
104151,45.1001,3
104151,45.1001,3
104151,45.1099,48
104151,45.1101,3
104151,45.1101,132
104151,45.1101,1
104151,45.1101,0
104151,45.1101,2
104151,45.9999,47
104151,50.0101,6
104151,50.0102,61
104151,50.0102,1
104151,50.0301,22
104151,50.0301,8
104151,50.0401,12
104151,50.0404,34
104151,50.0404,22
104151,50.0408,26
104151,50.0409,40
104151,50.0499,125
104151,50.0499,15
104151,50.0501,69
104151,50.0501,7
104151,50.0501,1
104151,50.0699,0
104151,50.0699,111
104151,50.0699,1
104151,50.0701,174
104151,50.0701,20
104151,50.0701,7
104151,50.0703,0
104151,50.0901,7
104151,50.0901,2
104151,50.0901,37
104151,50.0903,37
104151,50.0903,42
104151,50.0903,1
104151,50.0904,5
104151,50.0904,2
104151,50.9999,2
104151,50.9999,1
104151,51.0201,62
104151,51.0201,3
104151,51.0204,8
104151,51.0299,35
104151,51.0816,19
104151,51.1505,5
104151,51.2305,10
104151,51.2305,3
104151,52.0101,41
104151,52.0201,200
104151,52.0201,417
104151,52.0201,28
104151,52.0202,356
104151,52.0209,4
104151,52.0299,1
104151,52.0301,235
104151,52.0301,102
104151,52.0701,22
104151,52.0703,34
104151,52.0799,9
104151,52.0801,307
104151,52.0801,48
104151,52.1101,176
104151,52.1101,0
104151,52.1301,109
104151,52.1301,29
104151,52.1301,284
104151,52.1304,4
104151,52.1401,249
104151,52.1499,43
104151,52.1601,39
104151,52.2001,56
104151,52.2001,40
104151,52.2001,4
104151,52.2001,0
104151,52.9999,8
104151,52.9999,583
104151,52.9999,17
104151,54.0101,77
104151,54.0101,10
104151,54.0101,11
104151,54.0104,1
104151,54.0104,1
104151,99,815
104151,99,0
104151,99,9050
104151,99,72
104151,99,3128
104151,99,516
104151,99,198
104151,99,26
104160,1,1
104160,1,4
104160,1.0101,1
104160,1.0304,1
104160,1.1001,7
104160,3.0104,2
104160,5.0202,1
104160,9.01,1
104160,9.01,5
104160,10.0202,1
104160,11.0101,0
104160,11.0101,9
104160,11.0803,0
104160,11.0901,1
104160,11.1003,1
104160,12.0503,5
104160,12.0503,0
104160,12.0503,4
104160,12.0504,0
104160,13.1202,10
104160,13.1205,17
104160,13.121,32
104160,13.121,23
104160,13.1314,3
104160,14.0101,23
104160,15.0303,7
104160,15.0303,6
104160,15.0399,1
104160,15.0501,0
104160,15.0505,0
104160,15.0506,1
104160,15.0506,2
104160,15.0612,3
104160,15.0612,6
104160,15.0614,0
104160,15.0803,1
104160,15.1001,0
104160,15.1302,0
104160,15.1302,2
104160,16.0905,4
104160,19.0101,12
104160,19.0101,26
104160,19.0706,1
104160,22.0302,2
104160,22.0302,2
104160,23.0101,6
104160,24.0102,627
104160,24.0102,299
104160,26.0101,11
104160,27.0101,26
104160,31.0301,0
104160,31.0301,0
104160,31.0501,0
104160,31.0501,3
104160,31.0504,0
104160,38.0101,1
104160,40.0501,1
104160,40.0601,0
104160,40.0801,17
104160,43.0103,89
104160,43.0114,1
104160,43.0116,0
104160,43.0199,0
104160,43.0199,1
104160,43.0203,2
104160,43.0203,2
104160,43.0301,11
104160,45.0101,39
104160,45.1001,10
104160,46,268
104160,46.0101,32
104160,46.0201,28
104160,46.0201,1
104160,46.0201,1
104160,46.0302,9
104160,46.0403,1
104160,46.0503,0
104160,46.0503,0
104160,46.0599,54
104160,47.0201,13
104160,47.0201,7
104160,47.0201,2
104160,47.0604,35
104160,47.0604,4
104160,47.0604,5
104160,48.0501,1
104160,48.0508,1
104160,48.0508,1
104160,48.0508,6
104160,50.0501,1
104160,50.0702,11
104160,50.0901,2
104160,51.0904,36
104160,51.0904,3
104160,51.0904,5
104160,51.0911,2
104160,51.0911,10
104160,51.0913,1
104160,51.1105,0
104160,51.2208,13
104160,51.2208,1
104160,51.3101,5
104160,51.3501,0
104160,51.3501,6
104160,51.3501,4
104160,51.3801,55
104160,51.3901,15
104160,51.3902,122
104160,52.0101,4
104160,52.0201,62
104160,52.0203,2
104160,52.0203,1
104160,52.0204,4
104160,52.0212,0
104160,52.0301,4
104160,52.0301,7
104160,52.0701,0
104160,52.0901,2
104160,52.1401,2
104160,52.2001,3
104160,54.0101,1
104160,99,691
104160,99,684
104160,99,852
104179,1.0101,43
104179,1.0103,9
104179,1.0106,27
104179,1.0199,4
104179,1.0901,40
104179,1.0901,1
104179,1.0901,2
104179,1.1101,5
104179,1.1201,7
104179,1.1201,5
104179,1.9999,15
104179,3.0101,1
104179,3.0101,33
104179,3.0101,15
104179,3.0101,5
104179,3.0101,1
104179,3.0103,17
104179,3.0103,1
104179,3.0103,5
104179,3.0103,3
104179,3.0104,41
104179,3.0299,1
104179,3.0601,1
104179,3.9999,1
104179,4.0201,49
104179,4.0201,23
104179,4.0301,58
104179,4.0301,18
104179,4.0301,1
104179,4.0601,12
104179,4.1001,5
104179,4.9999,28
104179,5.0104,20
104179,5.0104,6
104179,5.0104,1
104179,5.0104,7
104179,5.0107,18
104179,5.0107,6
104179,5.0107,10
104179,5.0108,2
104179,5.0125,2
104179,5.0201,6
104179,5.0201,1
104179,5.0202,1
104179,5.0202,6
104179,5.0202,5
104179,5.0202,4
104179,5.0202,1
104179,5.0203,3
104179,5.0203,1
104179,5.0203,3
104179,5.0207,8
104179,5.0207,8
104179,5.0207,1
104179,5.021,6
104179,9.0101,216
104179,9.0101,7
104179,9.0101,2
104179,9.0101,9
104179,9.0401,78
104179,9.0401,5
104179,9.0401,7
104179,11.0101,47
104179,11.0101,1
104179,11.0103,121
104179,11.0701,138
104179,11.0701,18
104179,11.0701,10
104179,11.0701,9
104179,11.0801,19
104179,11.0801,3
104179,11.1003,4
104179,13.0101,51
104179,13.0101,7
104179,13.0401,22
104179,13.0401,7
104179,13.0406,15
104179,13.0406,7
104179,13.1001,64
104179,13.1001,37
104179,13.1001,1
104179,13.1001,7
104179,13.1012,11
104179,13.1202,98
104179,13.1209,28
104179,13.1301,2
104179,13.1302,8
104179,13.1302,4
104179,13.1311,1
104179,13.1312,16
104179,13.1312,2
104179,13.1315,79
104179,13.1315,11
104179,13.1315,1
104179,13.1315,10
104179,13.1316,8
104179,13.1318,1
104179,13.1401,11
104179,13.1401,17
104179,13.9999,41
104179,14.0101,10
104179,14.0201,32
104179,14.0201,4
104179,14.0301,5
104179,14.0301,1
104179,14.0501,52
104179,14.0501,8
104179,14.0501,5
104179,14.0701,69
104179,14.0701,7
104179,14.0701,4
104179,14.0801,40
104179,14.0899,3
104179,14.0899,4
104179,14.1099,88
104179,14.1099,79
104179,14.1099,17
104179,14.1401,9
104179,14.1401,4
104179,14.1901,115
104179,14.1901,5
104179,14.1901,7
104179,14.2101,33
104179,14.2101,3
104179,14.2101,8
104179,14.2701,39
104179,14.2701,1
104179,14.2701,6
104179,14.2701,12
104179,14.3501,17
104179,14.3501,4
104179,14.4501,20
104179,15.1501,13
104179,15.1501,1
104179,15.1501,10
104179,16.0102,40
104179,16.0102,8
104179,16.0102,2
104179,16.0102,4
104179,16.0199,7
104179,16.0402,4
104179,16.0402,4
104179,16.0501,17
104179,16.0501,3
104179,16.0501,9
104179,16.0901,24
104179,16.0901,7
104179,16.0901,6
104179,16.0902,13
104179,16.0902,9
104179,16.0905,79
104179,16.0905,8
104179,16.0905,5
104179,16.0905,11
104179,16.1199,20
104179,16.1199,2
104179,16.1199,1
104179,16.12,9
104179,16.12,8
104179,16.12,5
104179,19.0401,1
104179,19.0401,9
104179,19.0504,2
104179,19.0701,150
104179,19.0701,1
104179,22.0101,122
104179,22.0201,10
104179,22.021,10
104179,22.0299,3
104179,22.9999,14
104179,22.9999,15
104179,22.9999,8
104179,23.0101,56
104179,23.0101,6
104179,23.0101,4
104179,23.0101,19
104179,23.1302,67
104179,23.1302,22
104179,23.1302,8
104179,23.1304,7
104179,24.0199,5
104179,25.0101,9
104179,25.0101,54
104179,26.0101,77
104179,26.0101,1
104179,26.0202,53
104179,26.0202,1
104179,26.0202,4
104179,26.0202,2
104179,26.0305,2
104179,26.0406,120
104179,26.0406,13
104179,26.0406,9
104179,26.0406,36
104179,26.0502,54
104179,26.0502,2
104179,26.0502,1
