zip_code,mha_code,mha_name,mha_rate,mha_rate_grandfathered
"""00501""",NY218,"LONG ISLAND, NY",3285,
"""00544""",NY218,"LONG ISLAND, NY",3285,
"""00601""",XX499,,1700,
"""00602""",XX499,,1700,
"""00603""",XX499,,1700,
"""00604""",XX499,,1700,
"""00605""",XX499,,1700,
"""00606""",XX499,,1700,
"""00610""",XX499,,1700,
"""00611""",XX499,,1700,
"""00612""",XX499,,1700,
"""00613""",XX499,,1700,
"""00614""",XX499,,1700,
"""00616""",XX499,,1700,
"""00617""",XX499,,1700,
"""00622""",XX499,,1700,
"""00623""",XX499,,1700,
"""00624""",XX499,,1700,
"""00627""",XX499,,1700,
"""00631""",XX499,,1700,
"""00636""",XX499,,1700,
"""00637""",XX499,,1700,
"""00638""",XX499,,1700,
"""00641""",XX499,,1700,
"""00646""",XX499,,1700,
"""00647""",XX499,,1700,
"""00650""",XX499,,1700,
"""00652""",XX499,,1700,
"""00653""",XX499,,1700,
"""00656""",XX499,,1700,
"""00659""",XX499,,1700,
"""00660""",XX499,,1700,
"""00662""",XX499,,1700,
"""00664""",XX499,,1700,
"""00667""",XX499,,1700,
"""00669""",XX499,,1700,
"""00670""",XX499,,1700,
"""00674""",XX499,,1700,
"""00676""",XX499,,1700,
"""00677""",XX499,,1700,
"""00678""",XX499,,1700,
"""00680""",XX499,,1725,
"""00681""",XX499,,1725,
"""00682""",XX499,,1725,
"""00683""",XX499,,1700,
"""00685""",XX499,,1700,
"""00687""",XX499,,1700,
"""00688""",XX499,,1700,
"""00690""",XX499,,1700,
"""00692""",XX499,,1700,
"""00693""",XX499,,1900,
"""00694""",XX499,,1900,
"""00698""",XX499,,1700,
"""00703""",XX499,,1700,
"""00704""",XX499,,1700,
"""00705""",XX499,,1700,
"""00707""",XX499,,1700,
"""00714""",XX499,,1700,
"""00715""",XX499,,1700,
"""00716""",XX499,,1700,
"""00717""",XX499,,1700,
"""00718""",XX499,,1700,
"""00719""",XX499,,1700,
"""00720""",XX499,,1700,
"""00721""",XX499,,1700,
"""00723""",XX499,,1700,
"""00725""",XX499,,1900,
"""00726""",XX499,,1900,
"""00727""",XX499,,1900,
"""00728""",XX499,,1700,
"""00729""",XX499,,1700,
"""00730""",XX499,,1700,
"""00731""",XX499,,1700,
"""00732""",XX499,,1700,
"""00733""",XX499,,1700,
"""00734""",XX499,,1700,
"""00735""",XX499,,1700,
"""00736""",XX499,,1900,
"""00737""",XX499,,1900,
"""00738""",XX499,,1950,
"""00739""",XX499,,1700,
"""00740""",XX499,,1700,
"""00741""",XX499,,1700,
"""00742""",XX499,,1950,
"""00744""",XX499,,1700,
"""00745""",XX499,,1700,
"""00751""",XX499,,1700,
"""00754""",XX499,,1700,
"""00757""",XX499,,1700,
"""00765""",XX499,,1700,
"""00766""",XX499,,1700,
"""00767""",XX499,,1700,
"""00769""",XX499,,1700,
"""00771""",XX499,,1700,
"""00772""",XX499,,1700,
"""00773""",XX499,,1950,
"""00775""",XX499,,1700,
"""00777""",XX499,,1700,
"""00778""",XX499,,1700,
"""00780""",XX499,,1700,
"""00782""",XX499,,1700,
"""00783""",XX499,,1700,
"""00784""",XX499,,1700,
"""00785""",XX499,,1700,
"""00786""",XX499,,1700,
"""00791""",XX499,,1950,
"""00792""",XX499,,1950,
"""00794""",XX499,,1700,
"""00795""",XX499,,1700,
"""00801""",XX499,,2650,
"""00802""",XX499,,2650,
"""00803""",XX499,,2650,
"""00804""",XX499,,2650,
"""00805""",XX499,,2650,
"""00820""",XX499,,2222,
"""00821""",XX499,,2222,
"""00822""",XX499,,2222,
"""00823""",XX499,,2222,
"""00824""",XX499,,2222,
"""00830""",XX499,,1278,
"""00831""",XX499,,1278,
"""00840""",XX499,,2222,
"""00841""",XX499,,2222,
"""00850""",XX499,,2222,
"""00851""",XX499,,2222,
"""00901""",XX499,,1900,
"""00902""",XX499,,1900,
"""00906""",XX499,,1900,
"""00907""",XX499,,1900,
"""00908""",XX499,,1900,
"""00909""",XX499,,1900,
"""00910""",XX499,,1900,
"""00911""",XX499,,1900,
"""00912""",XX499,,1900,
"""00913""",XX499,,1900,
"""00914""",XX499,,1900,
"""00915""",XX499,,1900,
"""00916""",XX499,,1900,
"""00917""",XX499,,1900,
"""00918""",XX499,,1900,
"""00919""",XX499,,1900,
"""00920""",XX499,,1900,
"""00921""",XX499,,1900,
"""00922""",XX499,,1900,
"""00923""",XX499,,1900,
"""00924""",XX499,,1900,
"""00925""",XX499,,1900,
"""00926""",XX499,,1900,
"""00927""",XX499,,1900,
"""00928""",XX499,,1900,
"""00929""",XX499,,1900,
"""00930""",XX499,,1900,
"""00931""",XX499,,1900,
"""00933""",XX499,,1900,
"""00934""",XX499,,1900,
"""00935""",XX499,,1900,
"""00936""",XX499,,1900,
"""00937""",XX499,,1900,
"""00939""",XX499,,1900,
"""00940""",XX499,,1900,
"""00949""",XX499,,1700,
"""00950""",XX499,,1700,
"""00951""",XX499,,1700,
"""00952""",XX499,,1900,
"""00953""",XX499,,1700,
"""00954""",XX499,,1700,
"""00955""",XX499,,1900,
"""00956""",XX499,,1900,
"""00957""",XX499,,1900,
"""00958""",XX499,,1900,
"""00959""",XX499,,1900,
"""00960""",XX499,,1900,
"""00961""",XX499,,1900,
"""00962""",XX499,,1700,
"""00963""",XX499,,1700,
"""00965""",XX499,,1900,
"""00966""",XX499,,1900,
"""00968""",XX499,,1900,
"""00969""",XX499,,1900,
"""00970""",XX499,,1900,
"""00971""",XX499,,1900,
"""00975""",XX499,,1900,
"""00976""",XX499,,1700,
"""00977""",XX499,,1700,
"""00978""",XX499,,1700,
"""00979""",XX499,,1900,
"""00981""",XX499,,1900,
"""00982""",XX499,,1900,
"""00983""",XX499,,1900,
"""00984""",XX499,,1900,
"""00985""",XX499,,1900,
"""00986""",XX499,,1900,
"""00987""",XX499,,1900,
"""00988""",XX499,,1900,
"""01001""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01002""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01003""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01004""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01005""",MA122,"WORCESTER, MA",1860,
"""01007""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01008""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01009""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01010""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01011""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01012""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01013""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01014""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01020""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01021""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01022""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01026""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01027""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01028""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01029""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01030""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01031""",MA122,"WORCESTER, MA",1860,
"""01032""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01033""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01034""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01035""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01036""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01037""",MA122,"WORCESTER, MA",1860,
"""01038""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01039""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01040""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01041""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01050""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01053""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01054""",ZZ750,COUNTY COST GROUP 750,1599,
"""01056""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01057""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01059""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01060""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01061""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01062""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01063""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01066""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01068""",MA122,"WORCESTER, MA",1860,
"""01069""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01070""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01071""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01072""",ZZ750,COUNTY COST GROUP 750,1599,
"""01073""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01074""",MA122,"WORCESTER, MA",1860,
"""01075""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01077""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01079""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01080""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01081""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01082""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01083""",MA122,"WORCESTER, MA",1860,
"""01084""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01085""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01086""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01088""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01089""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01090""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01092""",MA122,"WORCESTER, MA",1860,
"""01093""",ZZ750,COUNTY COST GROUP 750,1599,
"""01094""",MA122,"WORCESTER, MA",1860,
"""01095""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01096""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01097""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01098""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01101""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01102""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01103""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01104""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01105""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01106""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01107""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01108""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01109""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01111""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01115""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01116""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01118""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01119""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01128""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01129""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01138""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01139""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01144""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01151""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01152""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01199""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01201""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01202""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01203""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01220""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01222""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01223""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01224""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01225""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01226""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01227""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01229""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01230""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01235""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01236""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01237""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01238""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01240""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01242""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01243""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01244""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01245""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01247""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01252""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01253""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01254""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01255""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01256""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01257""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01258""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01259""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01260""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01262""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01263""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01264""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01266""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01267""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01270""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01301""",ZZ750,COUNTY COST GROUP 750,1599,
"""01302""",ZZ750,COUNTY COST GROUP 750,1599,
"""01330""",ZZ750,COUNTY COST GROUP 750,1599,
"""01331""",MA123,"FITCHBURG, MA",2004,
"""01337""",ZZ750,COUNTY COST GROUP 750,1599,
"""01338""",ZZ750,COUNTY COST GROUP 750,1599,
"""01339""",ZZ750,COUNTY COST GROUP 750,1599,
"""01340""",ZZ750,COUNTY COST GROUP 750,1599,
"""01341""",ZZ750,COUNTY COST GROUP 750,1599,
"""01342""",ZZ750,COUNTY COST GROUP 750,1599,
"""01343""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01344""",ZZ750,COUNTY COST GROUP 750,1599,
"""01346""",ZZ750,COUNTY COST GROUP 750,1599,
"""01347""",ZZ750,COUNTY COST GROUP 750,1599,
"""01349""",ZZ750,COUNTY COST GROUP 750,1599,
"""01350""",ZZ750,COUNTY COST GROUP 750,1599,
"""01351""",ZZ750,COUNTY COST GROUP 750,1599,
"""01354""",ZZ750,COUNTY COST GROUP 750,1599,
"""01355""",ZZ750,COUNTY COST GROUP 750,1599,
"""01360""",ZZ750,COUNTY COST GROUP 750,1599,
"""01364""",ZZ680,COUNTY COST GROUP 680,1425,
"""01366""",MA123,"FITCHBURG, MA",2004,
"""01367""",ZZ750,COUNTY COST GROUP 750,1599,
"""01368""",MA123,"FITCHBURG, MA",2004,
"""01370""",ZZ750,COUNTY COST GROUP 750,1599,
"""01373""",ZZ750,COUNTY COST GROUP 750,1599,
"""01375""",ZZ750,COUNTY COST GROUP 750,1599,
"""01376""",ZZ750,COUNTY COST GROUP 750,1599,
"""01378""",ZZ750,COUNTY COST GROUP 750,1599,
"""01379""",ZZ750,COUNTY COST GROUP 750,1599,
"""01380""",ZZ750,COUNTY COST GROUP 750,1599,
"""01420""",MA123,"FITCHBURG, MA",2004,
"""01430""",MA123,"FITCHBURG, MA",2004,
"""01431""",MA123,"FITCHBURG, MA",2004,
"""01432""",MA123,"FITCHBURG, MA",2004,
"""01434""",MA123,"FITCHBURG, MA",2004,
"""01436""",MA123,"FITCHBURG, MA",2004,
"""01438""",MA123,"FITCHBURG, MA",2004,
"""01440""",MA123,"FITCHBURG, MA",2004,
"""01441""",MA122,"WORCESTER, MA",1860,
"""01450""",MA123,"FITCHBURG, MA",2004,
"""01451""",MA123,"FITCHBURG, MA",2004,
"""01452""",MA123,"FITCHBURG, MA",2004,
"""01453""",MA123,"FITCHBURG, MA",2004,
"""01460""",MA123,"FITCHBURG, MA",2004,
"""01462""",MA123,"FITCHBURG, MA",2004,
"""01463""",MA123,"FITCHBURG, MA",2004,
"""01464""",MA123,"FITCHBURG, MA",2004,
"""01467""",MA123,"FITCHBURG, MA",2004,
"""01468""",MA123,"FITCHBURG, MA",2004,
"""01469""",MA123,"FITCHBURG, MA",2004,
"""01470""",MA123,"FITCHBURG, MA",2004,
"""01471""",MA123,"FITCHBURG, MA",2004,
"""01472""",MA123,"FITCHBURG, MA",2004,
"""01473""",MA123,"FITCHBURG, MA",2004,
"""01474""",MA123,"FITCHBURG, MA",2004,
"""01475""",MA123,"FITCHBURG, MA",2004,
"""01501""",MA122,"WORCESTER, MA",1860,
"""01503""",MA123,"FITCHBURG, MA",2004,
"""01504""",RI257,"PROVIDENCE, RI",1857,
"""01505""",MA122,"WORCESTER, MA",1860,
"""01506""",MA122,"WORCESTER, MA",1860,
"""01507""",MA122,"WORCESTER, MA",1860,
"""01508""",MA122,"WORCESTER, MA",1860,
"""01509""",MA122,"WORCESTER, MA",1860,
"""01510""",MA123,"FITCHBURG, MA",2004,
"""01515""",MA122,"WORCESTER, MA",1860,
"""01516""",MA122,"WORCESTER, MA",1860,
"""01518""",MA122,"WORCESTER, MA",1860,
"""01519""",MA122,"WORCESTER, MA",1860,
"""01520""",MA122,"WORCESTER, MA",1860,
"""01521""",MA126,"HAMPDEN COUNTY, MA",1743,
"""01522""",MA122,"WORCESTER, MA",1860,
"""01523""",MA123,"FITCHBURG, MA",2004,
"""01524""",MA122,"WORCESTER, MA",1860,
"""01525""",MA122,"WORCESTER, MA",1860,
"""01526""",MA122,"WORCESTER, MA",1860,
"""01527""",MA122,"WORCESTER, MA",1860,
"""01529""",RI257,"PROVIDENCE, RI",1857,
"""01531""",MA122,"WORCESTER, MA",1860,
"""01532""",MA122,"WORCESTER, MA",1860,
"""01534""",MA122,"WORCESTER, MA",1860,
"""01535""",MA122,"WORCESTER, MA",1860,
"""01536""",MA122,"WORCESTER, MA",1860,
"""01537""",MA122,"WORCESTER, MA",1860,
"""01538""",MA122,"WORCESTER, MA",1860,
"""01540""",MA122,"WORCESTER, MA",1860,
"""01541""",MA123,"FITCHBURG, MA",2004,
"""01542""",MA122,"WORCESTER, MA",1860,
"""01543""",MA122,"WORCESTER, MA",1860,
"""01545""",MA122,"WORCESTER, MA",1860,
"""01546""",MA122,"WORCESTER, MA",1860,
"""01550""",MA122,"WORCESTER, MA",1860,
"""01560""",MA122,"WORCESTER, MA",1860,
"""01561""",MA123,"FITCHBURG, MA",2004,
"""01562""",MA122,"WORCESTER, MA",1860,
"""01564""",MA123,"FITCHBURG, MA",2004,
"""01566""",MA122,"WORCESTER, MA",1860,
"""01568""",MA122,"WORCESTER, MA",1860,
"""01569""",MA122,"WORCESTER, MA",1860,
"""01570""",MA122,"WORCESTER, MA",1860,
"""01571""",MA122,"WORCESTER, MA",1860,
"""01581""",MA122,"WORCESTER, MA",1860,
"""01583""",MA122,"WORCESTER, MA",1860,
"""01585""",MA122,"WORCESTER, MA",1860,
"""01586""",MA122,"WORCESTER, MA",1860,
"""01588""",MA122,"WORCESTER, MA",1860,
"""01590""",MA122,"WORCESTER, MA",1860,
"""01601""",MA122,"WORCESTER, MA",1860,
"""01602""",MA122,"WORCESTER, MA",1860,
"""01603""",MA122,"WORCESTER, MA",1860,
"""01604""",MA122,"WORCESTER, MA",1860,
"""01605""",MA122,"WORCESTER, MA",1860,
"""01606""",MA122,"WORCESTER, MA",1860,
"""01607""",MA122,"WORCESTER, MA",1860,
"""01608""",MA122,"WORCESTER, MA",1860,
"""01609""",MA122,"WORCESTER, MA",1860,
"""01610""",MA122,"WORCESTER, MA",1860,
"""01611""",MA122,"WORCESTER, MA",1860,
"""01612""",MA122,"WORCESTER, MA",1860,
"""01613""",MA122,"WORCESTER, MA",1860,
"""01614""",MA122,"WORCESTER, MA",1860,
"""01615""",MA122,"WORCESTER, MA",1860,
"""01653""",MA122,"WORCESTER, MA",1860,
"""01655""",MA122,"WORCESTER, MA",1860,
"""01701""",MA120,"BOSTON, MA",3006,
"""01702""",MA120,"BOSTON, MA",3006,
"""01703""",MA120,"BOSTON, MA",3006,
"""01704""",MA120,"BOSTON, MA",3006,
"""01705""",MA120,"BOSTON, MA",3006,
"""01718""",MA123,"FITCHBURG, MA",2004,
"""01719""",MA123,"FITCHBURG, MA",2004,
"""01720""",MA123,"FITCHBURG, MA",2004,
"""01721""",MA120,"BOSTON, MA",3006,
"""01730""",MA377,"HANSCOM AFB, MA",2709,
"""01731""",MA377,"HANSCOM AFB, MA",2709,
"""01740""",MA123,"FITCHBURG, MA",2004,
"""01741""",MA377,"HANSCOM AFB, MA",2709,
"""01742""",MA377,"HANSCOM AFB, MA",2709,
"""01745""",MA120,"BOSTON, MA",3006,
"""01746""",MA120,"BOSTON, MA",3006,
"""01747""",MA122,"WORCESTER, MA",1860,
"""01748""",MA120,"BOSTON, MA",3006,
"""01749""",MA123,"FITCHBURG, MA",2004,
"""01752""",MA123,"FITCHBURG, MA",2004,
"""01754""",MA123,"FITCHBURG, MA",2004,
"""01756""",MA122,"WORCESTER, MA",1860,
"""01757""",MA122,"WORCESTER, MA",1860,
"""01760""",MA120,"BOSTON, MA",3006,
"""01770""",MA120,"BOSTON, MA",3006,
"""01772""",MA120,"BOSTON, MA",3006,
"""01773""",MA377,"HANSCOM AFB, MA",2709,
"""01775""",MA123,"FITCHBURG, MA",2004,
"""01776""",MA120,"BOSTON, MA",3006,
"""01778""",MA120,"BOSTON, MA",3006,
"""01784""",MA120,"BOSTON, MA",3006,
"""01801""",MA377,"HANSCOM AFB, MA",2709,
"""01803""",MA377,"HANSCOM AFB, MA",2709,
"""01805""",MA377,"HANSCOM AFB, MA",2709,
"""01810""",MA125,"ESSEX CO, MA",2403,
"""01812""",MA125,"ESSEX CO, MA",2403,
"""01813""",MA120,"BOSTON, MA",3006,
"""01815""",MA120,"BOSTON, MA",3006,
"""01821""",MA377,"HANSCOM AFB, MA",2709,
"""01822""",MA120,"BOSTON, MA",3006,
"""01824""",MA377,"HANSCOM AFB, MA",2709,
"""01826""",MA377,"HANSCOM AFB, MA",2709,
"""01827""",MA377,"HANSCOM AFB, MA",2709,
"""01830""",MA125,"ESSEX CO, MA",2403,
"""01831""",MA125,"ESSEX CO, MA",2403,
"""01832""",MA125,"ESSEX CO, MA",2403,
"""01833""",MA125,"ESSEX CO, MA",2403,
"""01834""",MA125,"ESSEX CO, MA",2403,
"""01835""",MA125,"ESSEX CO, MA",2403,
"""01840""",MA125,"ESSEX CO, MA",2403,
"""01841""",MA125,"ESSEX CO, MA",2403,
"""01842""",MA125,"ESSEX CO, MA",2403,
"""01843""",MA125,"ESSEX CO, MA",2403,
"""01844""",MA125,"ESSEX CO, MA",2403,
"""01845""",MA125,"ESSEX CO, MA",2403,
"""01850""",MA377,"HANSCOM AFB, MA",2709,
"""01851""",MA377,"HANSCOM AFB, MA",2709,
"""01852""",MA377,"HANSCOM AFB, MA",2709,
"""01853""",MA377,"HANSCOM AFB, MA",2709,
"""01854""",MA377,"HANSCOM AFB, MA",2709,
"""01860""",MA125,"ESSEX CO, MA",2403,
"""01862""",MA377,"HANSCOM AFB, MA",2709,
"""01863""",MA377,"HANSCOM AFB, MA",2709,
"""01864""",MA120,"BOSTON, MA",3006,
"""01865""",MA377,"HANSCOM AFB, MA",2709,
"""01866""",MA377,"HANSCOM AFB, MA",2709,
"""01867""",MA120,"BOSTON, MA",3006,
"""01876""",MA377,"HANSCOM AFB, MA",2709,
"""01879""",MA377,"HANSCOM AFB, MA",2709,
"""01880""",MA120,"BOSTON, MA",3006,
"""01885""",MA125,"ESSEX CO, MA",2403,
"""01886""",MA377,"HANSCOM AFB, MA",2709,
"""01887""",MA377,"HANSCOM AFB, MA",2709,
"""01888""",MA377,"HANSCOM AFB, MA",2709,
"""01889""",MA120,"BOSTON, MA",3006,
"""01890""",MA377,"HANSCOM AFB, MA",2709,
"""01899""",MA125,"ESSEX CO, MA",2403,
"""01901""",MA120,"BOSTON, MA",3006,
"""01902""",MA120,"BOSTON, MA",3006,
"""01903""",MA120,"BOSTON, MA",3006,
"""01904""",MA120,"BOSTON, MA",3006,
"""01905""",MA120,"BOSTON, MA",3006,
"""01906""",MA120,"BOSTON, MA",3006,
"""01907""",MA120,"BOSTON, MA",3006,
"""01908""",MA120,"BOSTON, MA",3006,
"""01910""",MA120,"BOSTON, MA",3006,
"""01913""",MA125,"ESSEX CO, MA",2403,
"""01915""",MA120,"BOSTON, MA",3006,
"""01921""",MA125,"ESSEX CO, MA",2403,
"""01922""",MA125,"ESSEX CO, MA",2403,
"""01923""",MA120,"BOSTON, MA",3006,
"""01929""",MA125,"ESSEX CO, MA",2403,
"""01930""",MA125,"ESSEX CO, MA",2403,
"""01931""",MA125,"ESSEX CO, MA",2403,
"""01936""",MA125,"ESSEX CO, MA",2403,
"""01937""",MA120,"BOSTON, MA",3006,
"""01938""",MA125,"ESSEX CO, MA",2403,
"""01940""",MA120,"BOSTON, MA",3006,
"""01944""",MA125,"ESSEX CO, MA",2403,
"""01945""",MA120,"BOSTON, MA",3006,
"""01949""",MA120,"BOSTON, MA",3006,
"""01950""",MA125,"ESSEX CO, MA",2403,
"""01951""",MA125,"ESSEX CO, MA",2403,
"""01952""",MA125,"ESSEX CO, MA",2403,
"""01960""",MA120,"BOSTON, MA",3006,
"""01961""",MA125,"ESSEX CO, MA",2403,
"""01965""",MA125,"ESSEX CO, MA",2403,
"""01966""",MA125,"ESSEX CO, MA",2403,
"""01969""",MA125,"ESSEX CO, MA",2403,
"""01970""",MA120,"BOSTON, MA",3006,
"""01971""",MA125,"ESSEX CO, MA",2403,
"""01982""",MA125,"ESSEX CO, MA",2403,
"""01983""",MA125,"ESSEX CO, MA",2403,
"""01984""",MA125,"ESSEX CO, MA",2403,
"""01985""",MA125,"ESSEX CO, MA",2403,
"""02018""",MA124,"CAPE COD-PLYMOUTH, MA",2163,
"""02019""",RI257,"PROVIDENCE, RI",1857,
"""02020""",MA124,"CAPE COD-PLYMOUTH, MA",2163,
"""02021""",MA120,"BOSTON, MA",3006,
"""02025""",MA120,"BOSTON, MA",3006,
"""02026""",MA120,"BOSTON, MA",3006,
"""02027""",MA120,"BOSTON, MA",3006,
"""02030""",MA120,"BOSTON, MA",3006,
"""02032""",MA120,"BOSTON, MA",3006,
"""02035""",MA120,"BOSTON, MA",3006,
"""02038""",RI257,"PROVIDENCE, RI",1857,
"""02040""",MA124,"CAPE COD-PLYMOUTH, MA",2163,
"""02041""",MA124,"CAPE COD-PLYMOUTH, MA",2163,
"""02043""",MA120,"BOSTON, MA",3006,
"""02044""",MA124,"CAPE COD-PLYMOUTH, MA",2163,
"""02045""",MA120,"BOSTON, MA",3006,
"""02047""",MA124,"CAPE COD-PLYMOUTH, MA",2163,
"""02048""",MA120,"BOSTON, MA",3006,
"""02050""",MA124,"CAPE COD-PLYMOUTH, MA",2163,
"""02051""",MA124,"CAPE COD-PLYMOUTH, MA",2163,
"""02052""",MA120,"BOSTON, MA",3006,
"""02053""",MA120,"BOSTON, MA",3006,
"""02054""",MA120,"BOSTON, MA",3006,
"""02055""",MA124,"CAPE COD-PLYMOUTH, MA",2163,
"""02056""",MA120,"BOSTON, MA",3006,
"""02059""",MA124,"CAPE COD-PLYMOUTH, MA",2163,
"""02060""",MA124,"CAPE COD-PLYMOUTH, MA",2163,
"""02061""",MA120,"BOSTON, MA",3006,
"""02062""",MA120,"BOSTON, MA",3006,
