Facility Code,Name of Institution,State,Country,Number of Trainees,Profit Status,Type of Payment,Total Cost,Number of payments
31810032,Nyack College,New York,,4,Private non-profit,Yellow Ribbon,"$8,429.88",4
31810016,Ottawa University,Kansas,,3,Private non-profit,Yellow Ribbon,"$4,528.35",3
31809410,Barry University School Of Law,Florida,,3,Private non-profit,Yellow Ribbon,"$14,647.55",4
31809133,North Carolina Wesleyan College,North Carolina,,1,Private non-profit,Yellow Ribbon,"$1,000.00",1
31809110,Barry University (Main Campus),Florida,,35,Private non-profit,Yellow Ribbon,"$110,530.32",57
31809028,Sierra Nevada College,Nevada,,9,Private non-profit,Yellow Ribbon,"$53,579.33",22
31809021,Boston University,Massachusetts,,34,Private non-profit,Yellow Ribbon,"$196,342.43",48
31808147,Seattle University School Of Law,Washington,,5,Private non-profit,Yellow Ribbon,"$19,781.16",8
31808107,Quinnipiac University,Connecticut,,43,Private non-profit,Yellow Ribbon,"$313,953.37",76
31808047,Seattle University,Washington,,70,Private non-profit,Yellow Ribbon,"$444,505.78",135
31808015,Drake University,Iowa,,14,Private non-profit,Yellow Ribbon,"$58,075.02",19
31808007,Quinnipiac University School Of Law,Connecticut,,2,Private non-profit,Yellow Ribbon,"$26,865.98",4
31807810,Saint Leo University - Macdill Afb Center (Tampa),Florida,,1,Private non-profit,Yellow Ribbon,$0.01,1
31807621,"Tufts University, Fletcher School Of Law & Diplomacy",Massachusetts,,26,Private non-profit,Yellow Ribbon,"$65,895.85",47
31807321,Tufts University,Massachusetts,,13,Private non-profit,Yellow Ribbon,"$44,525.28",17
31807207,Yale University School Of Forestry & Environmental Study,Connecticut,,1,Private non-profit,Yellow Ribbon,"$5,657.89",1
31807122,Northwood University,Michigan,,5,Private non-profit,Yellow Ribbon,"$11,440.67",7
31807110,Saint Leo University - University Campus (St Leo),Florida,,22,Private non-profit,Yellow Ribbon,"$11,897.66",31
31807107,Yale University School Of Management,Connecticut,,6,Private non-profit,Yellow Ribbon,"$30,000.00",6
31807007,Yale University School Of Law,Connecticut,,7,Private non-profit,Yellow Ribbon,"$25,086.66",9
31806810,Embry-Riddle Aeronautical University Worldwide Online - Daytona Beach,Florida,,5,Private non-profit,Yellow Ribbon,"$4,738.02",5
31806607,Yale University School Of Med Physician Associate,Connecticut,,1,Private non-profit,Yellow Ribbon,"$3,526.10",2
31806407,Yale University Divinity School,Connecticut,,1,Private non-profit,Yellow Ribbon,"$2,695.84",1
31806307,Yale University School Of Drama,Connecticut,,1,Private non-profit,Yellow Ribbon,"$3,525.84",1
31806110,Embry-Riddle Aeronautical Univ - Daytona Beach,Florida,,449,Private non-profit,Yellow Ribbon,"$3,656,998.14",906
31806047,City University Of Seattle,Washington,,9,Private non-profit,Yellow Ribbon,"$9,102.99",13
31806007,Yale University Undergraduate & Graduate,Connecticut,,14,Private non-profit,Yellow Ribbon,"$54,878.67",33
31805629,Southern New Hampshire University - Online Education,New Hampshire,,7,Private non-profit,Yellow Ribbon,"$6,216.43",11
31805529,Southern New Hampshire University - Nashua,New Hampshire,,1,Private non-profit,Yellow Ribbon,$19.50,1
31805230,"Seton Hall University, School Of Law",New Jersey,,4,Private non-profit,Yellow Ribbon,"$40,221.65",8
31805110,Rollins College,Florida,,41,Private non-profit,Yellow Ribbon,"$128,034.67",81
31805032,Touro College,New York,,1,Private non-profit,Yellow Ribbon,"$11,000.00",2
31805030,Seton Hall University,New Jersey,,16,Private non-profit,Yellow Ribbon,"$43,224.22",20
31805029,Southern New Hampshire University - Manchester,New Hampshire,,44,Private non-profit,Yellow Ribbon,"$216,111.22",54
31804402,Wayland Baptist University Anchorage,Alaska,,1,Private non-profit,Yellow Ribbon,"$1,522.00",1
31804310,Stetson University College Of Law,Florida,,4,Private non-profit,Yellow Ribbon,"$9,524.00",4
31804305,Brandman Universit-Visalia,California,,3,Private non-profit,Yellow Ribbon,"$5,841.69",6
31804132,Medaille College-Accelerated Learning Program,New York,,1,Private non-profit,Yellow Ribbon,"$5,665.05",4
31804110,Stetson University - Deland,Florida,,20,Private non-profit,Yellow Ribbon,"$40,758.40",33
31804105,Columbia College (San Diego),California,,1,Private non-profit,Yellow Ribbon,$622.50,1
31804047,University Of Puget Sound,Washington,,33,Private non-profit,Yellow Ribbon,"$217,413.75",51
31804040,Coker College,South Carolina,,12,Private non-profit,Yellow Ribbon,"$14,876.99",12
31804032,Medaille College,New York,,11,Private non-profit,Yellow Ribbon,"$25,735.24",11
31803705,University Of La Verne College Of Law,California,,1,Private non-profit,Yellow Ribbon,"$10,436.23",1
31803305,University Of La Verne (Irvine),California,,1,Private non-profit,Yellow Ribbon,$12.50,1
31803230,"Fairleigh Dickinson University, Madison Campus",New Jersey,,16,Private non-profit,Yellow Ribbon,"$124,199.50",31
31803220,Johns Hopkins University School Of Education,Maryland,,1,Private non-profit,Yellow Ribbon,$184.35,1
31803205,University Of La Verne (Burbank),California,,2,Private non-profit,Yellow Ribbon,$792.70,2
31803130,"Fairleigh Dickinson University, Teaneck Campus",New Jersey,,64,Private non-profit,Yellow Ribbon,"$492,492.11",158
31803110,Florida Southern College,Florida,,6,Private non-profit,Yellow Ribbon,"$13,467.92",13
31803105,University Of La Verne (Inland Empire Campus),California,,2,Private non-profit,Yellow Ribbon,$774.60,2
31803005,University Of La Verne (Victorville),California,,1,Private non-profit,Yellow Ribbon,$127.02,1
31803003,Ottawa University,Arizona,,1,Private non-profit,Yellow Ribbon,"$1,656.35",1
31802820,Johns Hopkins Carey Business School,Maryland,,10,Private non-profit,Yellow Ribbon,"$10,695.89",11
31802729,Franklin Pierce University - West Lebanon,New Hampshire,,1,Private non-profit,Yellow Ribbon,$18.85,1
31802720,Johns Hopkins University School Of Nursing,Maryland,,4,Private non-profit,Yellow Ribbon,"$30,000.00",9
31802705,Columbia College (Hollywood),California,,4,Private non-profit,Yellow Ribbon,"$6,215.59",4
31802529,Franklin Pierce University - Manchester,New Hampshire,,2,Private non-profit,Yellow Ribbon,"$2,000.00",2
31802320,Johns Hopkins University School Of Medicine,Maryland,,2,Private non-profit,Yellow Ribbon,"$7,785.48",3
31802127,College Of Saint Mary - Omaha,Nebraska,,4,Private non-profit,Yellow Ribbon,"$10,189.39",9
31802105,Alliant International University (San Diego),California,,22,Private non-profit,Yellow Ribbon,"$64,026.77",49
31802020,Johns Hopkins University (Homewood),Maryland,,25,Private non-profit,Yellow Ribbon,"$92,079.12",28
31802010,Florida Institute Of Technology-Main Campus,Florida,,94,Private non-profit,Yellow Ribbon,"$640,726.66",161
31802005,University Of La Verne  (Oxnard),California,,1,Private non-profit,Yellow Ribbon,$255.84,1
31801710,Embry-Riddle Aero University World Wide-Ft. Walton Bch Campus (Eglin Afb),Florida,,1,Private non-profit,Yellow Ribbon,$231.25,1
31801139,Roger Williams University / Registrar Office,Rhodes Island,,5,Private non-profit,Yellow Ribbon,"$13,475.00",5
31801137,Linfield College (Mcminnville Campus),Oregon,,8,Private non-profit,Yellow Ribbon,"$75,522.73",12
31801133,Campbell University,North Carolina,,56,Private non-profit,Yellow Ribbon,"$127,308.35",74
31801132,Mercy College -  Bronx,New York,,36,Private non-profit,Yellow Ribbon,"$91,702.29",55
31801127,Doane College - School Of Arts & Sciences,Nebraska,,1,Private non-profit,Yellow Ribbon,$990.85,1
31801045,Norwich University,Vermont,,42,Private non-profit,Yellow Ribbon,"$205,199.51",47
31801042,Aquinas College - Nashville,Tennessee,,4,Private non-profit,Yellow Ribbon,"$1,789.85",4
31801016,Baker University,Kansas,,2,Private non-profit,Yellow Ribbon,"$3,369.59",2
31801008,Wilmington University,Delaware,,1,Private non-profit,Yellow Ribbon,$0.01,1
31801005,University Of La Verne-La Verne,California,,19,Private non-profit,Yellow Ribbon,"$84,050.70",27
31800905,Alliant International University (San Francisco),California,,1,Private non-profit,Yellow Ribbon,"$6,871.57",1
31800732,New York University School Of Law,New York,,6,Private non-profit,Yellow Ribbon,"$50,862.37",8
31800505,University Of San Diego School Of Law,California,,14,Private non-profit,Yellow Ribbon,"$49,572.47",20
31800405,University Of San Diego,California,,189,Private non-profit,Yellow Ribbon,"$1,006,618.23",254
31800318,Tulane Sch Of Public Health & Tropical Medicine,Louisiana,,1,Private non-profit,Yellow Ribbon,"$1,000.00",1
31800218,Tulane University School Of Medicine,Louisiana,,3,Private non-profit,Yellow Ribbon,"$3,000.00",3
31800132,New York University,New York,,186,Private non-profit,Yellow Ribbon,"$608,095.05",272
31800127,Creighton University,Nebraska,,57,Private non-profit,Yellow Ribbon,"$307,774.49",197
31800121,Harvard University,Massachusetts,,130,Private non-profit,Yellow Ribbon,"$986,920.75",182
31800118,Tulane University,Louisiana,,19,Private non-profit,Yellow Ribbon,"$18,865.85",19
31800115,Buena Vista University  Main Campus (Storm Lake),Iowa,,7,Private non-profit,Yellow Ribbon,"$30,787.13",9
31800101,Embry-Riddle Aeronautical Univ Mobile,Alabama,,1,Private non-profit,Yellow Ribbon,"$1,028.34",1
31712164,Hawaii Pacific University,Hawaii,,298,Private non-profit,Yellow Ribbon,"$424,405.88",465
31711164,Chaminade University Of Honolulu,Hawaii,,17,Private non-profit,Yellow Ribbon,"$16,635.59",27
31702009,Johns Hopkins University School Of Advanced International Studies,District of Columbia,,20,Private non-profit,Yellow Ribbon,"$37,021.82",22
31626935,Notre Dame College Of Ohio,Ohio,,5,Private non-profit,Yellow Ribbon,"$17,898.70",9
31615405,Trinity International University,California,,4,Private non-profit,Yellow Ribbon,"$10,825.84",4
31601505,Pepperdine University,California,,161,Private non-profit,Yellow Ribbon,"$1,384,833.39",357
31601405,Southern California University Of Health Sciences,California,,7,Private non-profit,Yellow Ribbon,"$21,486.09",10
31600925,St. Louis College Of Pharmacy,Missouri,,5,Private non-profit,Yellow Ribbon,"$16,624.47",5
31600105,Thomas Jefferson School Of Law,California,,25,Private non-profit,Yellow Ribbon,"$235,343.88",48
31600005,California College Of The Arts,California,,10,Private non-profit,Yellow Ribbon,"$50,889.21",13
31523005,Marymount California University,California,,4,Private non-profit,Yellow Ribbon,"$20,822.54",7
31517135,Ohio Dominican University,Ohio,,6,Private non-profit,Yellow Ribbon,"$12,756.04",8
31514735,The Cleveland Institute Of Music,Ohio,,2,Private non-profit,Yellow Ribbon,"$13,730.74",3
31514635,Ursuline College,Ohio,,3,Private non-profit,Yellow Ribbon,"$15,995.65",14
31514535,Walsh University,Ohio,,3,Private non-profit,Yellow Ribbon,"$6,616.34",3
31514235,Malone University,Ohio,,6,Private non-profit,Yellow Ribbon,"$17,368.56",11
31514035,Union Institute & University,Ohio,,1,Private non-profit,Yellow Ribbon,"$1,288.85",2
31513635,Case Western Reserve University,Ohio,,43,Private non-profit,Yellow Ribbon,"$410,500.51",88
31512635,Ohio Northern University,Ohio,,7,Private non-profit,Yellow Ribbon,"$50,138.14",14
31512047,Whitworth University,Washington,,24,Private non-profit,Yellow Ribbon,"$203,594.83",26
31510935,Urbana University,Ohio,,1,Private non-profit,Yellow Ribbon,"$1,328.84",1
31510047,Whitman College,Washington,,3,Private non-profit,Yellow Ribbon,$988.70,5
31508805,Southwestern University School Of Law,California,,5,Private non-profit,Yellow Ribbon,"$10,619.96",5
31507905,Pitzer College,California,,3,Private non-profit,Yellow Ribbon,"$27,550.02",5
31507205,Harvey Mudd College,California,,4,Private non-profit,Yellow Ribbon,"$15,533.89",5
31506505,Westmont College,California,,1,Private non-profit,Yellow Ribbon,"$2,093.35",1
31506405,Claremont Mckenna College,California,,5,Private non-profit,Yellow Ribbon,"$36,006.80",11
31506305,Loyola Law School,California,,4,Private non-profit,Yellow Ribbon,"$4,000.00",4
31505405,California Western School Of Law,California,,24,Private non-profit,Yellow Ribbon,"$194,530.74",45
31505305,California Institute Of Technology,California,,2,Private non-profit,Yellow Ribbon,"$3,000.00",3
31505105,University Of Southern California,California,,139,Private non-profit,Yellow Ribbon,"$648,580.19",205
31505005,University Of Redlands (Redlands),California,,3,Private non-profit,Yellow Ribbon,"$2,147.85",4
31504705,Pomona College,California,,2,Private non-profit,Yellow Ribbon,"$6,077.98",3
31504505,La Sierra University,California,,25,Private non-profit,Yellow Ribbon,"$109,669.46",51
31504405,Occidental College,California,,10,Private non-profit,Yellow Ribbon,"$100,113.92",15
31504205,Loyola Marymount University,California,,41,Private non-profit,Yellow Ribbon,"$253,128.80",60
31503805,Claremont Graduate University,California,,11,Private non-profit,Yellow Ribbon,"$112,666.31",18
31503105,The Master'S College,California,,33,Private non-profit,Yellow Ribbon,"$167,501.32",40
31502205,Claremont School Of Theology,California,,1,Private non-profit,Yellow Ribbon,"$1,115.42",1
31501305,Art Center College Of Design,California,,8,Private non-profit,Yellow Ribbon,"$18,032.34",10
31501005,Vanguard University Of Southern California,California,,7,Private non-profit,Yellow Ribbon,"$16,511.68",13
31500925,Webster University - St Louis,Missouri,,22,Private non-profit,Yellow Ribbon,"$39,421.38",38
31500405,Woodbury University,California,,5,Private non-profit,Yellow Ribbon,"$12,951.04",6
31500214,Valparaiso University,Indiana,,15,Private non-profit,Yellow Ribbon,"$111,205.44",27
31484047,Walla Walla University,Washington,,7,Private non-profit,Yellow Ribbon,"$18,479.30",12
31452347,Pinchot University,Washington,,1,Private non-profit,Yellow Ribbon,"$5,125.00",2
31443447,Pacific Northwest University Of Health Sciences,Washington,,4,Private non-profit,Yellow Ribbon,"$3,125.00",5
31437547,Brandman University-Lacey,Washington,,15,Private non-profit,Yellow Ribbon,"$15,830.59",17
31429047,Saint Martins University,Washington,,49,Private non-profit,Yellow Ribbon,"$229,485.85",109
31405209,Georgetown University,District of Columbia,,149,Private non-profit,Yellow Ribbon,"$685,823.81",210
31400225,Columbia College,Missouri,,4,Private non-profit,Yellow Ribbon,"$1,446.05",5
31390047,Seattle Pacific University,Washington,,62,Private non-profit,Yellow Ribbon,"$408,203.81",125
31383532,College Of New Rochelle,New York,,1,Private non-profit,Yellow Ribbon,$896.00,1
31383432,Union Graduate College,New York,,2,Private non-profit,Yellow Ribbon,"$2,577.39",2
31383232,Adelphi University,New York,,21,Private non-profit,Yellow Ribbon,"$44,981.87",26
31383132,Hilbert College,New York,,12,Private non-profit,Yellow Ribbon,"$6,534.30",15
31383032,Dyouville College,New York,,26,Private non-profit,Yellow Ribbon,"$91,354.53",45
31382732,Houghton College,New York,,2,Private non-profit,Yellow Ribbon,$2.00,2
31373532,Yeshiva University-Benjamin N Cardozo School Of Law,New York,,3,Private non-profit,Yellow Ribbon,"$55,245.32",8
31373432,New York Chiropractic College,New York,,1,Private non-profit,Yellow Ribbon,"$5,476.00",1
31368532,St. John'S University - School Of Law,New York,,1,Private non-profit,Yellow Ribbon,"$8,713.34",1
31365332,Concordia College,New York,,1,Private non-profit,Yellow Ribbon,"$1,100.84",1
31361732,Yeshiva University,New York,,1,Private non-profit,Yellow Ribbon,"$8,723.34",2
31360005,Monterey Inst Of Intrnl Studies,California,,24,Private non-profit,Yellow Ribbon,"$158,332.19",34
31358047,Brandman University-Whidbey Island,Washington,,6,Private non-profit,Yellow Ribbon,"$8,135.90",12
31357047,Brandman University-Jblm,Washington,,5,Private non-profit,Yellow Ribbon,"$7,305.45",7
31356047,Antioch University Seattle,Washington,,4,Private non-profit,Yellow Ribbon,"$10,301.37",5
31350047,Brandman University-Bangor,Washington,,10,Private non-profit,Yellow Ribbon,"$16,290.99",15
31350005,Mills College,California,,6,Private non-profit,Yellow Ribbon,"$16,775.57",8
31330132,Clarkson University,New York,,35,Private non-profit,Yellow Ribbon,"$200,347.96",48
31324547,Pacific Lutheran University,Washington,,110,Private non-profit,Yellow Ribbon,"$497,065.10",163
31311732,Le Moyne College,New York,,27,Private non-profit,Yellow Ribbon,"$164,807.25",43
31311432,St. Lawrence University,New York,,2,Private non-profit,Yellow Ribbon,"$3,821.68",2
31310332,Colgate University,New York,,15,Private non-profit,Yellow Ribbon,"$156,184.86",27
31303832,Nazareth College Of Rochester,New York,,4,Private non-profit,Yellow Ribbon,"$5,470.15",5
31303732,St. Bonaventure University,New York,,2,Private non-profit,Yellow Ribbon,"$8,943.50",3
31303109,Georgetown University Law Center,District of Columbia,,22,Private non-profit,Yellow Ribbon,"$218,002.76",40
31301832,Hobart & William Smith Colleges,New York,,8,Private non-profit,Yellow Ribbon,"$36,800.79",9
31301132,Roberts Wesleyan College,New York,,5,Private non-profit,Yellow Ribbon,"$7,525.40",6
31300647,Embry-Riddle Aeronautical University-Tacoma,Washington,,1,Private non-profit,Yellow Ribbon,"$1,038.34",1
31300232,Alfred University,New York,,8,Private non-profit,Yellow Ribbon,"$35,893.72",11
31297047,Northwest University,Washington,,15,Private non-profit,Yellow Ribbon,"$26,531.34",27
31200823,Concordia College (Moorhead) Office Of Registrar,Minnesota,,8,Private non-profit,Yellow Ribbon,"$46,281.08",9
31190005,Dominican University Of California,California,,10,Private non-profit,Yellow Ribbon,"$61,739.83",18
31156976,American Global University Som,,"Central American Countries, Other",2,Private non-profit,Yellow Ribbon,"$22,206.69",3
31155047,Heritage University,Washington,,3,Private non-profit,Yellow Ribbon,"$6,942.20",3
31151047,Gonzaga University,Washington,,14,Private non-profit,Yellow Ribbon,"$81,901.69",14
31140505,Samuel Merritt University,California,,8,Private non-profit,Yellow Ribbon,"$35,533.57",11
31140005,Holy Names University,California,,3,Private non-profit,Yellow Ribbon,"$8,649.94",4
31124925,Missouri Baptist University,Missouri,,11,Private non-profit,Yellow Ribbon,"$21,332.08",21
31121005,Stanford University,California,,42,Private non-profit,Yellow Ribbon,"$301,100.41",61
31111222,Rochester College,Michigan,,7,Private non-profit,Yellow Ribbon,"$8,737.20",11
31110122,Walsh College Of Accountancy And Business Administration,Michigan,,1,Private non-profit,Yellow Ribbon,"$2,213.84",2
31109905,Palo Alto University,California,,9,Private non-profit,Yellow Ribbon,"$59,306.59",17
31109310,Johnson & Wales University-North Miami,Florida,,29,Private non-profit,Yellow Ribbon,"$89,964.59",38
31108405,Life Chiropractic College West,California,,4,Private non-profit,Yellow Ribbon,"$15,020.66",6
31107705,Palmer College Of Chiropractic  West,California,,3,Private non-profit,Yellow Ribbon,"$13,095.38",5
31106109,American University Office Of Veterans Affairs,District of Columbia,,153,Private non-profit,Yellow Ribbon,"$807,946.09",230
31101525,Westminster College,Missouri,,8,Private non-profit,Yellow Ribbon,"$5,366.80",8
31101205,Union Institute And University,California,,4,Private non-profit,Yellow Ribbon,"$6,919.40",7
31100525,Lindenwood University,Missouri,,3,Private non-profit,Yellow Ribbon,"$2,203.09",3
31100325,Culver-Stockton College,Missouri,,2,Private non-profit,Yellow Ribbon,"$3,000.00",2
31065010,Thomas M Cooley Law School,Florida,,7,Private non-profit,Yellow Ribbon,"$4,900.00",7
31062710,Ave Maria School Of Law,Florida,,5,Private non-profit,Yellow Ribbon,"$25,000.00",5
31061510,Webster University - St Petersburg,Florida,,1,Private non-profit,Yellow Ribbon,$88.75,1
31059910,Palmer College Of Chiropractic - Florida,Florida,,2,Private non-profit,Yellow Ribbon,"$13,325.20",4
31058047,Cornish College Of The Arts,Washington,,7,Private non-profit,Yellow Ribbon,"$23,584.25",8
31055710,Webster University Orlando Metro  Ctr Longwood,Florida,,1,Private non-profit,Yellow Ribbon,$250.75,1
31055610,Northwood University - West Palm Beach,Florida,,5,Private non-profit,Yellow Ribbon,"$9,142.20",7
31054409,Georgetown University-Center For Continuing And Professional Education,District of Columbia,,2,Private non-profit,Yellow Ribbon,$394.51,2
31050222,Thomas M Cooley Law School,Michigan,,6,Private non-profit,Yellow Ribbon,"$5,409.00",8
31047113,Robert Morris University- Arlington Heights,Illinois,,2,Private non-profit,Yellow Ribbon,"$2,342.69",2
31046813,Benedictine University-Springfield,Illinois,,1,Private non-profit,Yellow Ribbon,"$1,081.25",1
31046713,Robert Morris University Illinois,Illinois,,45,Private non-profit,Yellow Ribbon,"$233,965.00",92
31046413,Robert Morris University- Schaumburg,Illinois,,2,Private non-profit,Yellow Ribbon,"$2,686.30",2
31046313,Robert Morris University-Aurora,Illinois,,5,Private non-profit,Yellow Ribbon,"$29,133.52",11
31046213,Robert Morris University-Peoria,Illinois,,2,Private non-profit,Yellow Ribbon,"$7,403.69",4
31046113,Robert Morris University- Springfield,Illinois,,6,Private non-profit,Yellow Ribbon,"$46,689.62",18
31046013,Robert Morris University- Lake County/Waukegan,Illinois,,5,Private non-profit,Yellow Ribbon,"$29,546.26",12
31045913,Robert Morris University - Orland Park,Illinois,,8,Private non-profit,Yellow Ribbon,"$43,568.40",18
31045313,Lindenwood University,Illinois,,1,Private non-profit,Yellow Ribbon,$296.64,1
31044913,The Chicago School Of Professional Psychology-Online,Illinois,,2,Private non-profit,Yellow Ribbon,"$3,965.69",3
31044813,The Chicago School Of Professional Psychology,Illinois,,2,Private non-profit,Yellow Ribbon,"$2,802.70",2
31044113,Northwestern University Law School,Illinois,,4,Private non-profit,Yellow Ribbon,"$58,466.49",8
31043713,Northwestern University-Feinberg School Of Medicine,Illinois,,1,Private non-profit,Yellow Ribbon,"$4,700.59",1
31043213,Iit-Chicago-Kent College Of Law,Illinois,,6,Private non-profit,Yellow Ribbon,"$43,659.10",13
31040543,Tulane University Houston,Texas,,1,Private non-profit,Yellow Ribbon,"$1,000.00",1
31037232,Rensselaer Polytechnic Institute,New York,,67,Private non-profit,Yellow Ribbon,"$635,788.07",123
31034113,John Marshall Law School,Illinois,,13,Private non-profit,Yellow Ribbon,"$67,626.27",21
31032013,Columbia College,Illinois,,77,Private non-profit,Yellow Ribbon,"$140,666.90",80
31030713,Bradley University,Illinois,,24,Private non-profit,Yellow Ribbon,"$83,358.17",34
31029743,Letourneau University Longview,Texas,,29,Private non-profit,Yellow Ribbon,"$87,752.65",29
31029643,Webster University San Antonio,Texas,,1,Private non-profit,Yellow Ribbon,"$1,235.85",2
31027743,Concordia University Texas,Texas,,17,Private non-profit,Yellow Ribbon,"$34,125.39",33
31026432,New York Law School,New York,,2,Private non-profit,Yellow Ribbon,"$7,232.49",2
31025538,Harrisburg University Of Science & Technology,Pennsylvania,,3,Private non-profit,Yellow Ribbon,"$4,500.00",3
31025438,Carnegie Mellon University,Pennsylvania,,44,Private non-profit,Yellow Ribbon,"$310,769.72",122
31021343,Texas Chiropractic College,Texas,,1,Private non-profit,Yellow Ribbon,"$7,393.34",2
31020409,The Chicago School Of Professional Psychology,District of Columbia,,3,Private non-profit,Yellow Ribbon,"$7,350.69",5
31020311,Belhaven University (Atlanta),Georgia,,1,Private non-profit,Yellow Ribbon,"$1,500.00",1
31016810,Palm Beach Atlantic University,Florida,,23,Private non-profit,Yellow Ribbon,"$55,166.98",24
31016621,Lasell College,Massachusetts,,9,Private non-profit,Yellow Ribbon,"$38,624.74",11
31016243,Rice University,Texas,,49,Private non-profit,Yellow Ribbon,"$490,554.99",111
31015921,Bay Path University,Massachusetts,,1,Private non-profit,Yellow Ribbon,$305.00,1
31015830,Centenary College,New Jersey,,21,Private non-profit,Yellow Ribbon,"$123,295.34",26
31015821,Endicott College,Massachusetts,,8,Private non-profit,Yellow Ribbon,"$36,446.14",8
31015421,Lesley University,Massachusetts,,15,Private non-profit,Yellow Ribbon,"$35,299.37",20
31015143,University Of St Thomas,Texas,,20,Private non-profit,Yellow Ribbon,"$85,026.28",36
31014943,University Of Dallas,Texas,,6,Private non-profit,Yellow Ribbon,"$9,724.57",7
31014721,Boston Architectural College,Massachusetts,,7,Private non-profit,Yellow Ribbon,"$11,859.90",7
31014538,La Roche College,Pennsylvania,,19,Private non-profit,Yellow Ribbon,"$77,382.86",48
31014523,Bethany Lutheran College,Minnesota,,4,Private non-profit,Yellow Ribbon,"$9,503.36",4
31014521,Hampshire College,Massachusetts,,2,Private non-profit,Yellow Ribbon,"$3,724.98",2
31014443,Trinity University,Texas,,24,Private non-profit,Yellow Ribbon,"$185,038.65",24
31014123,University Of St Thomas School Of Law,Minnesota,,3,Private non-profit,Yellow Ribbon,"$25,763.72",5
31014043,Texas Wesleyan University,Texas,,26,Private non-profit,Yellow Ribbon,"$70,756.61",53
31014006,Colorado Christian University,Colorado,,21,Private non-profit,Yellow Ribbon,"$63,258.77",27
31013905,San Diego Christian College,California,,33,Private non-profit,Yellow Ribbon,"$109,464.65",43
31013643,Texas Lutheran University,Texas,,44,Private non-profit,Yellow Ribbon,"$232,387.01",80
31013638,Neumann University,Pennsylvania,,7,Private non-profit,Yellow Ribbon,"$17,500.00",8
31013605,California College San Diego,California,,211,Private non-profit,Yellow Ribbon,"$678,777.65",648
31013406,Johnson & Wales University - Denver,Colorado,,41,Private non-profit,Yellow Ribbon,"$123,021.31",50
31012905,University Of Redlands (Burbank),California,,1,Private non-profit,Yellow Ribbon,"$2,638.00",2
31012805,University Of Redlands (Riverside),California,,2,Private non-profit,Yellow Ribbon,"$2,822.85",3
31012705,University Of Redlands (San Diego),California,,8,Private non-profit,Yellow Ribbon,"$4,466.30",11
31012633,St. Andrews University,North Carolina,,11,Private non-profit,Yellow Ribbon,"$37,147.24",13
31012545,Vermont Law School,Vermont,,12,Private non-profit,Yellow Ribbon,"$137,835.68",24
31012505,University Of Redlands (Temecula),California,,3,Private non-profit,Yellow Ribbon,$157.10,3
31012443,Southwestern University,Texas,,10,Private non-profit,Yellow Ribbon,"$37,891.71",14
31012433,Johnson & Wales University - Charlotte,North Carolina,,70,Private non-profit,Yellow Ribbon,"$206,474.25",87
31012405,University Of Redlands (South Coast Metro),California,,2,Private non-profit,Yellow Ribbon,"$3,241.19",2
31012345,Burlington College,Vermont,,4,Private non-profit,Yellow Ribbon,"$13,268.87",5
31012319,Maine College Of Art,Maine,,8,Private non-profit,Yellow Ribbon,"$51,995.80",8
31012145,World Learning Sit Graduate Institute,Vermont,,1,Private non-profit,Yellow Ribbon,"$5,000.00",1
31012133,Chowan University,North Carolina,,4,Private non-profit,Yellow Ribbon,"$5,881.27",4
31012019,Colby College,Maine,,7,Private non-profit,Yellow Ribbon,"$52,787.44",10
31012005,Keck Graduate Institute,California,,1,Private non-profit,Yellow Ribbon,$264.99,1
31011923,U Of St Thomas Opus Coll Of Business-Graduate,Minnesota,,2,Private non-profit,Yellow Ribbon,"$7,317.18",3
31011832,Dowling College,New York,,25,Private non-profit,Yellow Ribbon,"$154,876.78",63
31011643,Southwestern Assemblies Of God Univ,Texas,,3,Private non-profit,Yellow Ribbon,"$9,423.52",5
31011233,Wingate University,North Carolina,,19,Private non-profit,Yellow Ribbon,"$9,272.73",19
31011223,Hamline University School Of Law,Minnesota,,1,Private non-profit,Yellow Ribbon,"$6,306.84",2
31011205,"The Chicago School Of Professional Psychology, Southern California",California,,3,Private non-profit,Yellow Ribbon,"$10,000.00",4
31011043,South Texas College Of Law,Texas,,17,Private non-profit,Yellow Ribbon,"$64,498.92",20
31010905,Drexel University,California,,4,Private non-profit,Yellow Ribbon,"$7,151.79",5
31010821,Berklee College Of Music,Massachusetts,,24,Private non-profit,Yellow Ribbon,"$54,576.12",25
31010538,Messiah College,Pennsylvania,,24,Private non-profit,Yellow Ribbon,"$103,381.75",26
31010321,Eastern Nazarene College,Massachusetts,,5,Private non-profit,Yellow Ribbon,"$10,709.97",6
31010311,Savannah College Of Art And Design (Atlanta),Georgia,,54,Private non-profit,Yellow Ribbon,"$300,618.93",101
31010249,Wisconsin Lutheran College,Wisconsin,,7,Private non-profit,Yellow Ribbon,"$17,013.04",7
31010211,Savannah College Of Art And Design - (Savannah),Georgia,,218,Private non-profit,Yellow Ribbon,"$1,237,029.02",408
31010205,Culinary Institute Of America At Greystone,California,,21,Private non-profit,Yellow Ribbon,"$84,064.72",23
31010049,Alverno College,Wisconsin,,7,Private non-profit,Yellow Ribbon,"$9,053.57",7
31009949,Marian University,Wisconsin,,13,Private non-profit,Yellow Ribbon,"$36,111.19",23
