Facility Code,Name of Institution,State,Country,Number of Trainees,Profit Status,Type of Payment,Total Cost,Number of payments
21029343,Devry University Irving,Texas,,92,Private profit,Yellow Ribbon,"$228,871.68",169
21025440,South University,South Carolina,,67,Private profit,Yellow Ribbon,"$138,454.33",97
21020309,"University Of Phoenix - Washington, Dc Campus",District of Columbia,,5,Private profit,Yellow Ribbon,"$6,643.03",10
21015423,Itt Technical Institute (Bc),Minnesota,,12,Private profit,Yellow Ribbon,"$30,826.69",21
21015323,Academy College,Minnesota,,11,Private profit,Yellow Ribbon,"$27,511.52",27
21015223,Mcnally Smith College Of Music,Minnesota,,6,Private profit,Yellow Ribbon,"$30,443.36",12
21015023,Devry Univ- St Louis Park,Minnesota,,1,Private profit,Yellow Ribbon,$260.00,1
21014823,Herzing University,Minnesota,,2,Private profit,Yellow Ribbon,"$4,119.63",3
21014806,Ecotech Institute - Denver,Colorado,,5,Private profit,Yellow Ribbon,"$1,504.21",5
21014623,Devry University Edina,Minnesota,,3,Private profit,Yellow Ribbon,"$3,877.88",4
21014606,Denver School Of Nursing,Colorado,,16,Private profit,Yellow Ribbon,"$54,986.81",24
21014546,Stratford University,Virginia,,176,Private profit,Yellow Ribbon,"$419,169.97",357
21014523,Globe University- Main Campus,Minnesota,,6,Private profit,Yellow Ribbon,"$12,811.15",6
21014446,Skyline College,Virginia,,3,Private profit,Yellow Ribbon,"$2,105.32",4
21014423,Art Institutes International Minnesota,Minnesota,,6,Private profit,Yellow Ribbon,"$18,365.88",10
21014306,Argosy University - Denver,Colorado,,5,Private profit,Yellow Ribbon,"$12,248.60",14
21014123,Itt Technical Institute  Eden Prairie,Minnesota,,19,Private profit,Yellow Ribbon,"$57,141.38",37
21014046,Chamberlain College Of Nursing,Virginia,,24,Private profit,Yellow Ribbon,"$55,137.22",46
21014023,Capella University,Minnesota,,4,Private profit,Yellow Ribbon,"$3,463.83",5
21013946,Bryant & Stratton College,Virginia,,36,Private profit,Yellow Ribbon,"$71,447.14",40
21013823,Argosy University        Twin Cities Campus,Minnesota,,4,Private profit,Yellow Ribbon,"$11,526.77",9
21013723,Walden University        Veterans Affairs Office,Minnesota,,46,Private profit,Yellow Ribbon,"$47,650.67",65
21013646,Westwood College - Annandale,Virginia,,27,Private profit,Yellow Ribbon,"$75,386.21",45
21013546,Westwood College - Arlington,Virginia,,8,Private profit,Yellow Ribbon,"$17,182.25",11
21013506,"University Of The Rockies, Llc",Colorado,,7,Private profit,Yellow Ribbon,"$11,064.53",10
21013446,Itt Technical Institute-Springfield,Virginia,,75,Private profit,Yellow Ribbon,"$193,274.87",135
21013346,Sanford-Brown College,Virginia,,1,Private profit,Yellow Ribbon,"$7,056.00",3
21013106,Platt College,Colorado,,3,Private profit,Yellow Ribbon,"$11,578.69",4
21012046,Devry University - Arlington,Virginia,,92,Private profit,Yellow Ribbon,"$96,019.30",138
21011906,Rocky Mountain College Of Art And Design,Colorado,,17,Private profit,Yellow Ribbon,"$72,562.15",44
21011346,Argosy University,Virginia,,17,Private profit,Yellow Ribbon,"$41,332.12",34
21009542,International Academy Of Design & Technology-Nashville,Tennessee,,4,Private profit,Yellow Ribbon,"$3,116.62",4
21008942,Itt Technical Institute - Nashville,Tennessee,,84,Private profit,Yellow Ribbon,"$202,048.80",131
21008842,Itt Technical Institute - Knoxville,Tennessee,,30,Private profit,Yellow Ribbon,"$70,411.62",55
21008705,Trident University International,California,,3,Private profit,Yellow Ribbon,"$1,800.00",3
21008642,Itt Technical Institute - Johnson City,Tennessee,,10,Private profit,Yellow Ribbon,"$13,811.62",19
21008542,Itt Technical Institute - Cordova,Tennessee,,24,Private profit,Yellow Ribbon,"$65,644.42",37
21008442,Itt Technical Institute - Chattanooga,Tennessee,,10,Private profit,Yellow Ribbon,"$13,632.48",13
21008342,Fountainhead College Of Technology,Tennessee,,15,Private profit,Yellow Ribbon,"$19,819.44",28
21008242,Daymar Institute - Nashville,Tennessee,,6,Private profit,Yellow Ribbon,"$4,442.45",7
21008142,Daymar Institute - Murfreesboro,Tennessee,,10,Private profit,Yellow Ribbon,"$13,692.34",11
21008042,Daymar Institute - Clarksville,Tennessee,,57,Private profit,Yellow Ribbon,"$90,226.90",63
21007742,University Of Phoenix - Memphis,Tennessee,,5,Private profit,Yellow Ribbon,"$3,746.08",9
21007542,University Of Phoenix - Nashville,Tennessee,,12,Private profit,Yellow Ribbon,"$8,738.90",20
21006703,Arizona College - Mesa,Arizona,,3,Private profit,Yellow Ribbon,"$7,129.85",6
21006403,College America - Phoenix,Arizona,,8,Private profit,Yellow Ribbon,"$31,917.14",40
21006203,Western International University,Arizona,,1,Private profit,Yellow Ribbon,$383.75,1
21006103,Grand Canyon University,Arizona,,33,Private profit,Yellow Ribbon,"$30,303.58",43
21005603,Itt Technical Institute - West Phoenix,Arizona,,35,Private profit,Yellow Ribbon,"$94,385.07",59
21005503,Keller Graduate School Of Management (Glendale),Arizona,,5,Private profit,Yellow Ribbon,"$10,290.59",11
21005403,Devry University - Glendale,Arizona,,21,Private profit,Yellow Ribbon,"$27,935.71",31
21005311,Chamberlain College Of Nursing,Georgia,,15,Private profit,Yellow Ribbon,"$38,538.51",25
21005303,Le Cordon Bleu College Of Culinary Arts-Scottsdale,Arizona,,3,Private profit,Yellow Ribbon,"$2,591.23",3
21005211,Itt Technical Institute (Douglasville),Georgia,,12,Private profit,Yellow Ribbon,"$24,335.18",17
21005011,Argosy University - Atlanta Campus,Georgia,,7,Private profit,Yellow Ribbon,"$7,724.75",8
21004903,"Art Institute Of Phoenix, The",Arizona,,95,Private profit,Yellow Ribbon,"$394,134.31",169
21004833,Itt Technical Institute Charlotte,North Carolina,,18,Private profit,Yellow Ribbon,"$50,843.00",31
21004803,"Art Institute Of Tucson, The",Arizona,,34,Private profit,Yellow Ribbon,"$93,927.36",51
21004733,Devry University/Keller Graduate School Of Management - Raleigh-Durham Center,North Carolina,,15,Private profit,Yellow Ribbon,"$12,483.84",22
21004703,Itt Technical Institute - Tucson,Arizona,,34,Private profit,Yellow Ribbon,"$102,335.91",69
21004633,University Of Phoenix - Raleigh,North Carolina,,1,Private profit,Yellow Ribbon,$721.15,1
21004603,Itt Technical Institute - Tempe,Arizona,,36,Private profit,Yellow Ribbon,"$95,103.25",67
21004533,University Of Phoenix - Charlotte,North Carolina,,3,Private profit,Yellow Ribbon,"$1,739.69",4
21004503,Everest College Phoenix - Phoenix Campus,Arizona,,1,Private profit,Yellow Ribbon,"$1,706.68",1
21004303,Collins College,Arizona,,9,Private profit,Yellow Ribbon,"$14,129.84",16
21004236,Itt Technical Institute,Oklahoma,,23,Private profit,Yellow Ribbon,"$52,626.68",40
21004136,Itt Technical Institute - Tulsa,Oklahoma,,27,Private profit,Yellow Ribbon,"$73,515.90",44
21004036,Devry University Okc,Oklahoma,,15,Private profit,Yellow Ribbon,"$27,193.86",23
21004003,Brown Mackie College (Phoenix),Arizona,,3,Private profit,Yellow Ribbon,"$4,422.53",7
21003903,Chamberlain College Of Nursing - Phoenix,Arizona,,16,Private profit,Yellow Ribbon,"$49,707.88",32
21003803,Itt Technical Institute - Phoenix,Arizona,,17,Private profit,Yellow Ribbon,"$37,392.38",26
21003603,Arizona Summit Law School,Arizona,,11,Private profit,Yellow Ribbon,"$59,469.34",21
21003237,Devry University Portland,Oregon,,15,Private profit,Yellow Ribbon,"$15,544.45",26
21002949,Madison Media Institute,Wisconsin,,4,Private profit,Yellow Ribbon,"$8,365.70",7
21002903,Northcentral University,Arizona,,10,Private profit,Yellow Ribbon,"$12,149.49",11
21002703,Devry University - Mesa,Arizona,,11,Private profit,Yellow Ribbon,"$15,593.57",17
21002503,Argosy University,Arizona,,17,Private profit,Yellow Ribbon,"$32,639.97",29
21002449,Herzing University - Kenosha,Wisconsin,,2,Private profit,Yellow Ribbon,"$2,443.69",2
21002444,Strayer University - Online,Utah,,64,Private profit,Yellow Ribbon,"$56,751.55",66
21002349,Herzing University - Brookfield,Wisconsin,,1,Private profit,Yellow Ribbon,$227.14,1
21002344,Broadview University - West Jordan,Utah,,1,Private profit,Yellow Ribbon,$417.09,1
21002341,Globe University - Sioux Falls,South Dakota,,5,Private profit,Yellow Ribbon,"$5,251.89",5
21002249,The Art Institute Of Wisconsin,Wisconsin,,14,Private profit,Yellow Ribbon,"$26,959.82",15
21002244,Broadview University - Orem,Utah,,1,Private profit,Yellow Ribbon,"$1,069.59",1
21002241,National American University,South Dakota,,1,Private profit,Yellow Ribbon,"$1,095.57",2
21002203,Keller Graduate School Of Mgmt - Mesa,Arizona,,3,Private profit,Yellow Ribbon,"$5,450.68",4
21002149,Globe University - Appleton,Wisconsin,,2,Private profit,Yellow Ribbon,"$2,941.70",3
21001949,Globe University - Green Bay,Wisconsin,,7,Private profit,Yellow Ribbon,"$8,757.96",9
21001912,Itt Technical Institute - Boise,Idaho,,25,Private profit,Yellow Ribbon,"$67,518.08",44
21001903,Keller Graduate School Of Mgmt - Phoenix,Arizona,,2,Private profit,Yellow Ribbon,"$1,632.25",2
21001849,Globe University - Wausau,Wisconsin,,1,Private profit,Yellow Ribbon,"$2,492.35",1
21001812,Broadview University - Boise,Idaho,,5,Private profit,Yellow Ribbon,"$4,075.66",7
21001803,Devry University - Phoenix,Arizona,,64,Private profit,Yellow Ribbon,"$121,475.19",99
21001749,Rasmussen College - Wausau,Wisconsin,,1,Private profit,Yellow Ribbon,"$1,432.59",1
21001716,Itt Technical Institute Overland Park,Kansas,,10,Private profit,Yellow Ribbon,"$30,813.02",17
21001712,Stevens-Henager College,Idaho,,1,Private profit,Yellow Ribbon,"$1,250.00",1
21001649,Globe University - Madison,Wisconsin,,3,Private profit,Yellow Ribbon,"$3,029.51",4
21001641,National American University,South Dakota,,2,Private profit,Yellow Ribbon,"$2,789.84",2
21001618,Virginia College Shreveport,Louisiana,,1,Private profit,Yellow Ribbon,$439.97,1
21001612,Brown Mackie College - Boise,Idaho,,2,Private profit,Yellow Ribbon,$851.68,3
21001549,Bryant & Stratton College - Wauwatosa,Wisconsin,,2,Private profit,Yellow Ribbon,"$2,138.68",2
21001544,The Art Institute Of Salt Lake City,Utah,,19,Private profit,Yellow Ribbon,"$33,341.88",26
21001518,Strayer University Metairie,Louisiana,,2,Private profit,Yellow Ribbon,"$3,313.35",2
21001516,Art Institutes International,Kansas,,21,Private profit,Yellow Ribbon,"$58,786.15",42
21001449,Globe University - La Crosse,Wisconsin,,2,Private profit,Yellow Ribbon,"$2,612.70",2
21001418,Virginia College Baton Rouge,Louisiana,,1,Private profit,Yellow Ribbon,$900.85,1
21001411,Itt Technical Institute - (Atlanta),Georgia,,29,Private profit,Yellow Ribbon,"$46,107.77",57
21001408,Strayer University (Christiana Campus),Delaware,,3,Private profit,Yellow Ribbon,"$2,192.55",3
21001349,Globe University - Middleton,Wisconsin,,2,Private profit,Yellow Ribbon,"$1,929.72",2
21001316,Itt Technical Institute - Wichita,Kansas,,18,Private profit,Yellow Ribbon,"$40,836.62",32
21001314,Chamberlain College Of Nursing,Indiana,,4,Private profit,Yellow Ribbon,"$14,660.21",9
21001218,Itt Technical Institute St Rose,Louisiana,,40,Private profit,Yellow Ribbon,"$100,436.60",67
21001149,Globe University - Eau Claire,Wisconsin,,2,Private profit,Yellow Ribbon,"$3,819.80",2
21001144,Devry University,Utah,,7,Private profit,Yellow Ribbon,"$8,479.70",12
21001118,University Of Phoenix New Orleans,Louisiana,,1,Private profit,Yellow Ribbon,$592.50,1
21001116,University Of Phoenix Wichita,Kansas,,1,Private profit,Yellow Ribbon,$640.00,1
21001049,Itt Technical Institute - Madison,Wisconsin,,10,Private profit,Yellow Ribbon,"$22,959.79",16
21001016,National American University - Overland Park,Kansas,,1,Private profit,Yellow Ribbon,"$2,513.34",1
21001014,Itt Technical Institute - Indianapolis East,Indiana,,24,Private profit,Yellow Ribbon,"$68,552.35",39
21001011,Le Cordon Bleu College Of Culinary Arts-Atlanta,Georgia,,1,Private profit,Yellow Ribbon,$0.30,1
21000944,Neumont University,Utah,,9,Private profit,Yellow Ribbon,"$48,660.22",58
21000814,Itt Technical Institute - Merrillville,Indiana,,4,Private profit,Yellow Ribbon,"$7,963.16",8
21000811,Itt Technical Institute - (Duluth),Georgia,,36,Private profit,Yellow Ribbon,"$77,918.41",52
21000749,Herzing University,Wisconsin,,4,Private profit,Yellow Ribbon,"$3,838.05",6
21000714,Itt Technical Institute South Bend,Indiana,,11,Private profit,Yellow Ribbon,"$27,127.20",24
21000615,Itt Technical Institute-Cedar Rapids,Iowa,,2,Private profit,Yellow Ribbon,"$1,878.13",2
21000614,The Art Institute Of Indianapolis,Indiana,,21,Private profit,Yellow Ribbon,"$44,081.61",32
21000549,Devry University- Milwaukee,Wisconsin,,6,Private profit,Yellow Ribbon,"$5,094.96",6
21000544,Itt Technical Institute - Murray,Utah,,30,Private profit,Yellow Ribbon,"$68,425.96",47
21000515,Itt Technical Institute-Clive,Iowa,,16,Private profit,Yellow Ribbon,"$37,759.24",26
21000415,Ashford University (On Line),Iowa,,7,Private profit,Yellow Ribbon,"$6,488.70",11
21000414,Devry University-Merrillville,Indiana,,6,Private profit,Yellow Ribbon,"$11,479.10",10
21000411,South University,Georgia,,137,Private profit,Yellow Ribbon,"$191,745.91",205
21000311,Art Institute Of Atlanta,Georgia,,164,Private profit,Yellow Ribbon,"$594,289.19",324
21000240,The Art Institute Of Charleston,South Carolina,,50,Private profit,Yellow Ribbon,"$176,027.73",104
21000227,Itt Technical Institute- Omaha,Nebraska,,24,Private profit,Yellow Ribbon,"$52,611.59",40
21000214,Devry Keller Graduate School Of Management Indianapolis,Indiana,,13,Private profit,Yellow Ribbon,"$28,057.99",22
21000140,Charleston School Of Law,South Carolina,,9,Private profit,Yellow Ribbon,"$75,328.57",9
21000133,Devry University/Keller Graduate School Of Management - Charlotte Center,North Carolina,,11,Private profit,Yellow Ribbon,"$14,591.51",16
21000130,University Of Phoenix - Jersey City,New Jersey,,1,Private profit,Yellow Ribbon,$640.00,1
21000124,Itt Technical Institute Madison,Mississippi,,9,Private profit,Yellow Ribbon,"$26,356.74",15
21000120,Stratford University - Baltimore,Maryland,,22,Private profit,Yellow Ribbon,"$66,867.66",63
21000115,Brown Mackie College,Iowa,,1,Private profit,Yellow Ribbon,"$2,672.00",4
21000111,Itt Technical Institute - (Kennesaw),Georgia,,33,Private profit,Yellow Ribbon,"$83,554.24",53
21000029,Daniel Webster College,New Hampshire,,5,Private profit,Yellow Ribbon,"$8,247.81",9
14994405,American River College,California,,1,Public,Yellow Ribbon,$0.01,1
14992912,College Of Western Idaho,Idaho,,5,Public,Yellow Ribbon,"$3,914.08",11
14992412,North Idaho College,Idaho,,4,Public,Yellow Ribbon,"$2,245.00",4
14985432,Niagara County Community College,New York,,2,Public,Yellow Ribbon,"$2,725.50",2
14981411,Atlanta Metropolitan State College,Georgia,,7,Public,Yellow Ribbon,"$11,317.96",12
14960411,Savannah Technical College,Georgia,,78,Public,Yellow Ribbon,"$68,415.30",209
14952438,Community College Of Beaver County,Pennsylvania,,6,Public,Yellow Ribbon,"$8,939.50",13
14951432,Finger Lakes Community College,New York,,1,Public,Yellow Ribbon,$913.50,1
14950433,Pitt Community College,North Carolina,,9,Public,Yellow Ribbon,"$4,900.00",16
14941433,Craven Community College,North Carolina,,7,Public,Yellow Ribbon,"$3,895.59",14
14940440,Technical College Of The Lowcountry,South Carolina,,28,Public,Yellow Ribbon,"$43,892.32",58
14935401,Wallace State C.C. - Hanceville,Alabama,,7,Public,Yellow Ribbon,"$8,880.50",20
14933406,Arapahoe Community College,Colorado,,8,Public,Yellow Ribbon,"$1,810.83",16
14932440,Horry-Georgetown Technical College,South Carolina,,23,Public,Yellow Ribbon,"$16,268.89",42
14926404,Mid South Community College,Arkansas,,64,Public,Yellow Ribbon,"$184,072.84",183
14925438,Harrisburg Area Community College,Pennsylvania,,32,Public,Yellow Ribbon,"$29,377.13",76
14925411,Gwinnett Technical College,Georgia,,9,Public,Yellow Ribbon,"$6,691.01",15
14923438,Montgomery County Community College,Pennsylvania,,9,Public,Yellow Ribbon,"$7,987.45",10
14921433,Wake Technical Community College,North Carolina,,33,Public,Yellow Ribbon,"$35,546.13",47
14920447,Pierce College - Ft Steilacoom,Washington,,168,Public,Yellow Ribbon,"$24,068.77",387
14920164,Hawaii Community College,Hawaii,,8,Public,Yellow Ribbon,"$5,463.75",10
14918164,Kauai Community College,Hawaii,,12,Public,Yellow Ribbon,"$16,700.00",24
14917164,Honolulu Community College,Hawaii,,50,Public,Yellow Ribbon,"$62,293.08",85
14916447,Walla Walla Community College,Washington,,9,Public,Yellow Ribbon,"$4,508.74",22
14916164,Windward Community College,Hawaii,,25,Public,Yellow Ribbon,"$34,935.50",46
14915824,Itawamba Community College Fulton / Tupelo,Mississippi,,3,Public,Yellow Ribbon,"$2,749.50",6
14915164,Kapiolani Community College,Hawaii,,69,Public,Yellow Ribbon,"$101,533.61",161
14914433,Sandhills Community College,North Carolina,,7,Public,Yellow Ribbon,"$9,000.00",9
14914421,Springfield Technical Community College,Massachusetts,,4,Public,Yellow Ribbon,"$4,926.25",5
14913164,Leeward Community College,Hawaii,,103,Public,Yellow Ribbon,"$131,275.14",199
14912426,Montana State University-Billings City College,Montana,,6,Public,Yellow Ribbon,"$5,710.50",7
14912420,College Of Southern Maryland,Maryland,,10,Public,Yellow Ribbon,"$5,427.76",15
14909426,Helena College - University Of Montana,Montana,,7,Public,Yellow Ribbon,"$11,428.62",25
14909420,Frederick Community College,Maryland,,5,Public,Yellow Ribbon,"$3,154.48",11
14908426,Aaniiih Nakoda College,Montana,,1,Public,Yellow Ribbon,$0.01,1
14906421,Holyoke Community College,Massachusetts,,2,Public,Yellow Ribbon,"$2,369.00",2
14903450,"Casper College, Financial Aid Office",Wyoming,,10,Public,Yellow Ribbon,"$7,715.00",20
14903426,Flathead Valley Community College,Montana,,17,Public,Yellow Ribbon,"$29,125.50",28
14903419,Southern Maine Community College,Maine,,1,Public,Yellow Ribbon,$74.15,1
14903342,Pellissippi State Community College,Tennessee,,1,Public,Yellow Ribbon,"$1,000.00",1
14903321,Middlesex Community College-Lowell,Massachusetts,,3,Public,Yellow Ribbon,$180.00,3
14903144,Salt Lake Community College,Utah,,14,Public,Yellow Ribbon,"$19,700.00",25
14902420,Anne Arundel Community College,Maryland,,34,Public,Yellow Ribbon,"$31,715.68",71
14901432,Hudson Valley Community College,New York,,9,Public,Yellow Ribbon,"$5,490.00",13
14901426,Montana State University Great Falls College Of Technology,Montana,,5,Public,Yellow Ribbon,"$8,427.01",10
14901421,Berkshire Community College,Massachusetts,,3,Public,Yellow Ribbon,"$1,982.50",4
14901414,Vincennes University,Indiana,,2,Public,Yellow Ribbon,"$3,273.22",9
14901048,West Virginia Northern Community College,West Virginia,,1,Public,Yellow Ribbon,$500.00,1
14810648,Pierpont Community And Technical College,West Virginia,,6,Public,Yellow Ribbon,"$14,014.00",12
14810348,Mountwest Community & Technical College,West Virginia,,3,Public,Yellow Ribbon,"$1,509.06",3
14810148,Blue Ridge Community & Technical College,West Virginia,,4,Public,Yellow Ribbon,"$3,037.51",9
14809011,Georgia Perimeter College,Georgia,,16,Public,Yellow Ribbon,"$25,008.06",25
14807324,Hinds Community College Raymond,Mississippi,,5,Public,Yellow Ribbon,"$2,800.00",6
14806143,Central Texas College,Texas,,403,Public,Yellow Ribbon,"$190,830.85",951
14805106,Trinidad State Junior College,Colorado,,7,Public,Yellow Ribbon,"$2,669.67",15
14802436,Oklahoma State University Institute Of Technology,Oklahoma,,6,Public,Yellow Ribbon,"$12,248.50",17
14800045,Community College Of Vermont,Vermont,,25,Public,Yellow Ribbon,"$52,279.50",47
14506348,West Virginia University At Parkersburg,West Virginia,,7,Public,Yellow Ribbon,"$6,449.59",10
14415847,Pierce College - Puyallup,Washington,,98,Public,Yellow Ribbon,"$13,913.51",224
14020609,University Of The District Of Columbia - Community College,District of Columbia,,4,Public,Yellow Ribbon,"$1,500.08",6
14002849,Univ Of Wisc-Waukesha,Wisconsin,,1,Public,Yellow Ribbon,"$2,327.92",2
14002449,Univ Of Wisc-Richland,Wisconsin,,1,Public,Yellow Ribbon,"$3,491.88",2
14001849,Univ Of Wisc-Fox Valley,Wisconsin,,2,Public,Yellow Ribbon,"$3,491.88",2
14001749,Univ Of Wisc-Fond Du Lac,Wisconsin,,1,Public,Yellow Ribbon,"$1,745.94",1
14001336,Northern Oklahoma College,Oklahoma,,2,Public,Yellow Ribbon,"$3,751.29",3
13960125,Missouri State University,Missouri,,38,Public,Yellow Ribbon,"$70,318.81",65
13945332,Suny College At Plattsburgh,New York,,6,Public,Yellow Ribbon,"$24,462.50",11
13901137,Western Oregon University,Oregon,,4,Public,Yellow Ribbon,"$1,666.00",9
13900127,Chadron State College,Nebraska,,3,Public,Yellow Ribbon,$456.38,3
13800048,West Liberty University,West Virginia,,12,Public,Yellow Ribbon,"$25,300.33",19
13400425,Truman State University,Missouri,,6,Public,Yellow Ribbon,"$17,488.25",13
13000507,Eastern Conn State University Financial Aid Ofc,Connecticut,,3,Public,Yellow Ribbon,"$8,801.25",3
13000407,Central Connecticut State University,Connecticut,,8,Public,Yellow Ribbon,"$27,773.75",22
13000307,Southern Conn State University,Connecticut,,3,Public,Yellow Ribbon,"$5,799.07",3
13000227,University Of Nebraska At Kearney,Nebraska,,13,Public,Yellow Ribbon,"$16,311.76",38
13000207,Western Connecticut State University,Connecticut,,5,Public,Yellow Ribbon,"$18,021.06",9
13000145,Castleton State College,Vermont,,7,Public,Yellow Ribbon,"$14,008.70",10
13000119,University Of Maine At Farmington,Maine,,2,Public,Yellow Ribbon,"$4,000.00",2
13000116,Emporia State University,Kansas,,8,Public,Yellow Ribbon,"$4,576.50",9
13000115,University Of Northern Iowa,Iowa,,4,Public,Yellow Ribbon,"$13,417.59",9
12006736,University Of Oklahoma Tulsa Schusterman Center,Oklahoma,,2,Public,Yellow Ribbon,"$13,028.25",5
11998122,Eastern Michigan University,Michigan,,1,Public,Yellow Ribbon,"$3,304.43",1
11997132,Suny Binghamton University,New York,,5,Public,Yellow Ribbon,"$2,500.00",5
11996132,Suny College Of Technology At Canton,New York,,3,Public,Yellow Ribbon,"$11,342.50",6
11995112,Idaho State University,Idaho,,1,Public,Yellow Ribbon,$820.75,1
11994132,Suny Stony Brook,New York,,12,Public,Yellow Ribbon,"$32,253.98",35
11991112,Boise State University,Idaho,,28,Public,Yellow Ribbon,"$46,502.93",53
11989132,Suny University At Buffalo Office Of Veterans,New York,,4,Public,Yellow Ribbon,"$4,000.00",8
11986138,Penn State University - New Kensington Campus,Pennsylvania,,6,Public,Yellow Ribbon,"$8,265.64",6
11970138,Penn State University - Greater Allegheny,Pennsylvania,,2,Public,Yellow Ribbon,"$3,343.00",2
11969138,Indiana University Of Pennsylvania,Pennsylvania,,5,Public,Yellow Ribbon,"$7,500.00",15
11968138,Penn State University - Behrend Campus,Pennsylvania,,19,Public,Yellow Ribbon,"$48,277.50",31
11967135,University Of Toledo,Ohio,,2,Public,Yellow Ribbon,"$9,120.00",4
11964138,Penn State University - Dubois Campus,Pennsylvania,,2,Public,Yellow Ribbon,"$4,597.50",5
11964125,University Of Missouri - St Louis,Missouri,,20,Public,Yellow Ribbon,"$96,099.38",46
11963138,Penn State University - Beaver Campus,Pennsylvania,,4,Public,Yellow Ribbon,"$9,931.78",14
11963110,University Of West Florida,Florida,,90,Public,Yellow Ribbon,"$358,733.39",217
11962138,Penn State University Fayette/Eberly Campus,Pennsylvania,,5,Public,Yellow Ribbon,"$6,737.00",12
11961138,Penn State University - Altoona Campus,Pennsylvania,,34,Public,Yellow Ribbon,"$78,436.59",51
11961125,University Of Missouri - Columbia,Missouri,,86,Public,Yellow Ribbon,"$371,371.30",184
11955110,University Of Central Florida,Florida,,59,Public,Yellow Ribbon,"$248,007.43",125
11953113,University Of Illinois At Urbana/Champaign,Illinois,,1,Public,Yellow Ribbon,"$1,828.50",2
11946136,University Of Central Oklahoma,Oklahoma,,9,Public,Yellow Ribbon,"$14,875.00",16
11942447,Lake Washington Institute Of Technology,Washington,,1,Public,Yellow Ribbon,$0.01,1
11940144,Utah State University,Utah,,44,Public,Yellow Ribbon,"$145,374.28",73
11939138,Penn State University - University Park,Pennsylvania,,292,Public,Yellow Ribbon,"$1,560,295.79",595
11937138,Penn State University - Worthington-Scranton,Pennsylvania,,1,Public,Yellow Ribbon,"$3,378.00",2
11935138,Penn State University - Brandywine,Pennsylvania,,8,Public,Yellow Ribbon,"$18,731.50",12
11935137,"Oregon Institute Of Technology, Wilsonville",Oregon,,5,Public,Yellow Ribbon,"$11,519.99",10
11934138,Penn State University - Great Valley,Pennsylvania,,1,Public,Yellow Ribbon,"$4,183.50",5
11934137,University Of Oregon,Oregon,,40,Public,Yellow Ribbon,"$72,585.15",55
11933138,Penn State University - Mont Alto,Pennsylvania,,13,Public,Yellow Ribbon,"$28,451.75",25
11933137,Oregon Institute Of Technology,Oregon,,18,Public,Yellow Ribbon,"$69,918.40",49
11932138,Penn State University - Hazleton,Pennsylvania,,1,Public,Yellow Ribbon,"$1,709.00",1
11931138,Penn State University - Wilkes-Barre,Pennsylvania,,6,Public,Yellow Ribbon,"$13,282.97",9
11930125,Missouri University Of Science And Technology,Missouri,,19,Public,Yellow Ribbon,"$83,854.45",25
11929140,College Of Charleston,South Carolina,,10,Public,Yellow Ribbon,"$17,500.00",10
11929138,Penn State University - Abington,Pennsylvania,,11,Public,Yellow Ribbon,"$33,390.89",25
11928138,Penn State University - Harrisburg,Pennsylvania,,36,Public,Yellow Ribbon,"$73,453.50",68
11928122,Michigan State University,Michigan,,31,Public,Yellow Ribbon,"$235,062.19",68
11927138,Penn State University - York,Pennsylvania,,9,Public,Yellow Ribbon,"$22,090.50",19
11927125,Missouri Southern State University,Missouri,,3,Public,Yellow Ribbon,"$1,948.50",3
11926138,Penn State University -  Berks Campus,Pennsylvania,,10,Public,Yellow Ribbon,"$28,181.23",17
11926122,Michigan Technological University,Michigan,,2,Public,Yellow Ribbon,"$2,500.00",2
11925138,Penn State University - Lehigh Valley Campus,Pennsylvania,,4,Public,Yellow Ribbon,"$10,648.11",11
11922146,George Mason University,Virginia,,81,Public,Yellow Ribbon,"$344,568.99",161
11920144,University Of Utah,Utah,,99,Public,Yellow Ribbon,"$555,375.17",192
11919137,Portland State University,Oregon,,76,Public,Yellow Ribbon,"$73,674.38",151
11918414,Ball State University,Indiana,,22,Public,Yellow Ribbon,"$40,658.40",36
11917414,Indiana University Southeast,Indiana,,1,Public,Yellow Ribbon,"$2,000.00",1
11917025,University Of Missouri - Kansas City,Missouri,,41,Public,Yellow Ribbon,"$155,125.83",75
11916137,Oregon State University,Oregon,,62,Public,Yellow Ribbon,"$134,989.54",137
11915164,Univ Of Hawaii Maui College,Hawaii,,24,Public,Yellow Ribbon,"$34,583.65",44
11915114,Indiana State University,Indiana,,11,Public,Yellow Ribbon,"$5,308.13",21
11914164,Univ Of Hawaii Hilo,Hawaii,,4,Public,Yellow Ribbon,"$10,545.00",7
11914111,Armstrong State University,Georgia,,2,Public,Yellow Ribbon,$500.00,2
11913164,University Of Hawaii Manoa,Hawaii,,4,Public,Yellow Ribbon,"$20,181.00",4
11913138,Mansfield University Of Pa,Pennsylvania,,6,Public,Yellow Ribbon,"$14,558.50",11
11913114,Purdue University Calumet Campus,Indiana,,7,Public,Yellow Ribbon,"$13,132.05",9
11912414,Indiana University East,Indiana,,6,Public,Yellow Ribbon,"$6,365.16",17
11912122,Northern Michigan University,Michigan,,17,Public,Yellow Ribbon,"$28,774.25",26
11911121,Massachusetts Maritime Academy,Massachusetts,,4,Public,Yellow Ribbon,"$10,830.50",9
