UNITID,INSTNM,school_system_code,school_system_name,settlement_description,settlement_date,settlement_link
482671,DeVry University-Wisconsin,301420,DeVry University Inc.                                                           ,"Federal Trade Commission Filed Suit for Deceptive Advertising, Notice of Intent Issued by Department of Education (ED)",1/27/16,https://www.ftc.gov/news-events/press-releases/2016/01/ftc-brings-enforcement-action-against-devry-university
136358,PALM BEACH STATE COLLEGE,,,Flight Program - Suspended for 85/15 violation,2/2/16,
130934,DELAWARE STATE UNIVERSITY,,,Flight Program - Suspended for 85/15 violation,2/2/16,
234711,Big Bend Community College,,,Flight Program - Suspended for 85/15 violation,2/2/16,
364025,Chandler-Gilbert Community College,,,Flight Program - Suspended for 85/15 violation,2/2/16,
154998,Dodge City College,,,Flight Program - Suspended for 85/15 violation,2/2/16,
246354,Palo Alto College,,,Flight Program - Suspended for 85/15 violation,2/2/16,
230603,Southern Utah University,,,Flight Program - Suspended for 85/15 violation,2/2/16,
106148,Yavapai College,,,Flight Program - Suspended for 85/15 violation,2/2/16,
427025,Computer Systems Institute,,,"Department of Education has issued a “Denial of Recertification Application to Participate in the Federal Student Financial Assistance Programs”",2/18/16,
