FACILITY NO.,SCHOOL NAME,STATION,COUNT OF ADV PAY STUDENTS,COUNT OF REG STUDENTS,TOTAL COUNT OF STUDENTS, TOTAL PAID                          
15555525,EASTERN MISSOURI LAW ENFORCEMENT TRAINING ACADEMY                     ,331,0,23,23,$207.00 
15556425,NORTHWEST TECHNICAL SCHOOL                                            ,331,0,1,1,$9.00 
15556525,NORTHLAND CAREER CENTER                                               ,331,0,3,3,$27.00 
15560525,HERNDON CAREER CENTER                                                 ,331,0,1,1,$9.00 
15565325,SAINT LOUIS COUNTY AND MUNICIPAL POLICE ACADEMY                       ,331,0,2,2,$18.00 
15567925,CAPE GIRARDEAU CAREER AND TECHNOLOGY CENTER                           ,331,0,16,16,$144.00 
15568025,SIKESTON CAREER AND TECHNICAL CENTER                                  ,331,0,5,5,$45.00 
15568625,UNITEC CAREER CTR                                                     ,331,0,5,5,$45.00 
15569325,REGIONAL POLICE ACADEMY                                               ,331,0,3,3,$27.00 
15570825,UNIVERSITY OF CENTRAL MISSOURI NATIONAL POLICE INSTITUTE              ,331,0,4,4,$36.00 
15582025,CARTHAGE TECHNICAL CENTER                                             ,331,0,1,1,$9.00 
15582125,MISSOURI SHERIFF'S TRAINING ACADEMY                                   ,331,0,16,16,$144.00 
15582725,WEBSTER GROVES HIGH                                                   ,331,0,1,1,$9.00 
15582825,CENTRAL JACKSON COUNTY FIRE PROTECTION DISTRICT                       ,331,0,3,3,$27.00 
15586825,APPLIED TECHNOLOGY SERVICES                                           ,331,0,3,3,$27.00 
15587625,GATEWAY HIGH                                                          ,331,0,1,1,$9.00 
15589625,SAINT LOUIS COMMUNITY COLLEGE                                         ,331,0,2,2,$18.00 
15591625,FRANCIS HOWELL CENTRAL HIGH                                           ,331,0,1,1,$9.00 
15592825,UNIVERSITY OF MISSOURI HEALTH CARE EMERGENCY MEDICAL SERVICE EDUCATION,331,0,11,11,$99.00 
15595225,CLINTON TECHNICAL SCHOOL                                              ,331,0,1,1,$9.00 
15599725,SIKESTON HIGH SCHOOL                                                  ,331,0,1,1,$9.00 
15600125,PARKWAY AREA ADULT EDUCATION AND LITERACY                             ,331,0,1,1,$9.00 
15600825,ST CHARLES COUNTY AMBULANCE DISTRICT                                  ,331,0,3,3,$27.00 
15601425,CENTRAL VISUAL PERFORMING ARTS HIGH SCHOOL                            ,331,0,1,1,$9.00 
15601625,FRANCIS HOWELL NORTH HIGH                                             ,331,0,1,1,$9.00 
15602025,DEPARTMENT OF THE ARMY CIVILIAN POLICE ACADEMY                        ,331,0,13,13,$117.00 
15602325,PAUL MITCHELL THE SCHOOL ST LOUIS                                     ,331,0,13,13,$117.00 
15604225,MARQUETTE SENIOR HIGH                                                 ,331,0,1,1,$9.00 
15604325,FT ZUMWALT NORTH HIGH                                                 ,331,0,1,1,$9.00 
15606625,UNIVERSITY OF MISSOURI SCHOOL OF MEDICINE                             ,331,0,1,1,$9.00 
15607025,OZARK HIGH                                                            ,331,0,1,1,$9.00 
15607125,CASS COUNTY SHERIFF'S OFFICE REGIONAL TRAINING ACADEMY                ,331,0,3,3,$27.00 
15609225,WINDSOR HIGH                                                          ,331,0,1,1,$9.00 
15609325,MAPLEWOOD RICHMOND HEIGHTS HIGH                                       ,331,0,1,1,$9.00 
15609425,MANSFIELD HIGH                                                        ,331,0,1,1,$9.00 
15609525,NERINX HALL HIGH SCHOOL                                               ,331,0,1,1,$9.00 
15609625,UNION HIGH SCHOOL                                                     ,331,0,2,2,$18.00 
15715825,ST MARY'S HIGH SCHOOL                                                 ,331,0,1,1,$9.00 
15907525,WAYNESVILLE CAREER CENTER                                             ,331,0,21,21,$189.00 
17602725,TROY BUCHANAN HIGH                                                    ,331,0,1,1,$9.00 
21120225,DEVRY UNIVERSITY-MISSOURI                                             ,331,0,14,14,$126.00 
21121525,KELLER GRADUATE SCHOOL OF MANAGEMENT-KANSAS CITY                      ,331,0,2,2,$18.00 
21124225,UNIVERSITY OF PHOENIX-ST LOUIS                                        ,331,0,42,42,$378.00 
21124525,UNIVERSITY OF PHOENIX-KANSAS CITY                                     ,331,0,39,39,$351.00 
21125025,ITT TECHNICAL INSTITUTE KANSAS CITY                                   ,331,0,84,84,$756.00 
21125325,UNIVERSITY OF PHOENIX-SPRINGFIELD                                     ,331,0,2,2,$18.00 
21126025,BROWN MACKIE COLLEGE ST LOUIS                                         ,331,0,42,42,$378.00 
21127025,ITT TECHNICAL INSTITUTE SPRINGFIELD                                   ,331,0,52,52,$468.00 
21127425,NATIONAL AMERICAN UNIVERSITY                                          ,331,0,24,24,$216.00 
21804125,THE ART INSTITUTE OF ST LOUIS                                         ,331,0,41,41,$369.00 
21824025,DEVRY UNIVERSITY ST LOUIS                                             ,331,0,41,41,$369.00 
21904125,DEVRY UNIVERSITY-MISSOURI                                             ,331,0,102,102,$918.00 
21908125,NATIONAL AMERICAN UNIVERSITY                                          ,331,0,48,48,$432.00 
21948025,NATIONAL AMERICAN UNIVERSITY                                          ,331,0,33,33,$297.00 
21957025,PINNACLE CAREER INSTITUTE-NORTH KANSAS CITY                           ,331,0,32,32,$288.00 
22127525,NORTHEAST REGIONAL MEDICAL CENTER                                     ,331,0,1,1,$9.00 
22988525,CHAMBERLAIN COLLEGE OF NURSING-MISSOURI                               ,331,0,38,38,$342.00 
24123225,ITT TECHNICAL INSTITUTE ARNOLD                                        ,331,0,74,74,$666.00 
24125525,L'ECOLE CULINAIRE                                                     ,331,0,34,34,$306.00 
24126525,DEVRY UNIVERSITY                                                      ,331,0,4,4,$36.00 
24126825,BRYAN UNIVERSITY                                                      ,331,0,1,1,$9.00 
24126925,COURT REPORTING INSTITUTE OF ST LOUIS                                 ,331,0,8,8,$72.00 
24601225,EVEREST COLLEGE-EARTH CITY                                            ,331,0,1,1,$9.00 
24606725,L'ECOLE CULINAIRE                                                     ,331,0,16,16,$144.00 
24902425,VATTEROTT COLLEGE SPRINGFIELD                                         ,331,0,85,85,$765.00 
24903425,VATTEROTT COLLEGE ST JOSEPH                                           ,331,0,13,13,$117.00 
24904425,MISSOURI COLLEGE                                                      ,331,0,35,35,$315.00 
24906425,STEVENS-THE INSTITUTE OF BUSINESS & ARTS                              ,331,0,3,3,$27.00 
24907425,METRO BUSINESS COLLEGE-JEFFERSON CITY                                 ,331,0,5,5,$45.00 
24908425,METRO BUSINESS COLLEGE                                                ,331,0,11,11,$99.00 
24911425,VATTEROTT COLLEGE SUNSET HILLS                                        ,331,0,52,52,$468.00 
24913425,HICKEY COLLEGE                                                        ,331,0,28,28,$252.00 
24915025,VATTEROTT COLLEGE JOPLIN BRANCH                                       ,331,0,38,38,$342.00 
24918025,HERITAGE COLLEGE-KANSAS CITY                                          ,331,0,32,32,$288.00 
24932025,BRYAN UNIVERSITY                                                      ,331,0,38,38,$342.00 
24944025,SAINT LOUIS COLLEGE OF HEALTH CAREERS-FENTON                          ,331,0,19,19,$171.00 
24945025,VATTEROTT COLLEGE                                                     ,331,0,87,87,$783.00 
24946025,SAINT LOUIS COLLEGE OF HEALTH CAREERS-ST LOUIS                        ,331,0,12,12,$108.00 
24951025,AMERICAN BUSINESS AND TECHNOLOGY UNIVERSITY                           ,331,0,120,120,"$1,080.00 "
24956425,ITT TECHNICAL INSTITUTE EARTH CITY                                    ,331,0,98,98,$882.00 
24958025,TEXAS COUNTY TECHNICAL COLLEGE                                        ,331,0,2,2,$18.00 
24959025,MIDWEST INSTITUTE                                                     ,331,0,3,3,$27.00 
24960025,MIDWEST INSTITUTE                                                     ,331,0,12,12,$108.00 
24961025,VATTEROTT COLLEGE EXTREME INSTITUTE BY NELLY                          ,331,0,28,28,$252.00 
24962025,ROCKBRIDGE SEMINARY                                                   ,331,0,3,3,$27.00 
24964025,LE CORDON BLEU COLLEGE OF CULINARY ARTS-ST LOUIS                      ,331,0,33,33,$297.00 
24978425,PINNACLE CAREER INSTITUTE-SOUTH KANSAS CITY                           ,331,0,122,122,"$1,098.00 "
24979425,MISSOURI TECH                                                         ,331,0,11,11,$99.00 
24984425,VATTEROTT COLLEGE NORTH                                               ,331,0,85,85,$765.00 
24994425,VATTEROTT COLLEGE KANSAS CITY                                         ,331,0,119,119,"$1,071.00 "
24997425,METRO BUSINESS COLLEGE-ROLLA                                          ,331,0,9,9,$81.00 
24998425,CONCORDE CAREER COLLEGE                                               ,331,0,44,44,$396.00 
24999425,SANFORD BROWN COLLEGE-FENTON                                          ,331,0,1,1,$9.00 
25006825,MISSOURI SCHOOL OF BARBERING AND HAIRSTYLING                          ,331,0,2,2,$18.00 
25007025,NATIONAL ACADEMY OF BEAUTY ARTS                                       ,331,0,4,4,$36.00 
25506025,NEOSHO BEAUTY COLLEGE                                                 ,331,0,2,2,$18.00 
25507725,INDEPENDENCE COLLEGE OF COSMETOLOGY                                   ,331,0,2,2,$18.00 
25512825,ELAINE STEVEN BEAUTY COLLEGE                                          ,331,0,2,2,$18.00 
25534525,SALEM COLLEGE OF HAIRSTYLING                                          ,331,0,1,1,$9.00 
25554825,HOUSE OF HEAVILIN BEAUTY COLLEGE-BLUE SPRINGS                         ,331,0,4,4,$36.00 
25554925,ST JOSEPH BEAUTY UNIVERSITY                                           ,331,0,2,2,$18.00 
25556025,BROADCAST CENTER                                                      ,331,0,1,1,$9.00 
25561825,GRABBER SCHOOL OF HAIR DESIGN                                         ,331,0,1,1,$9.00 
25563025,MERRELL UNIVERSITY OF BEAUTY ARTS AND SCIENCE                         ,331,0,2,2,$18.00 
25563625,CENTRAL COLLEGE OF COSMETOLOGY                                        ,331,0,13,13,$117.00 
25563925,ADAM AND EVE COLLEGE OF COSMETOLOGY                                   ,331,0,2,2,$18.00 
25566125,PARIS II EDUCATIONAL CENTER                                           ,331,0,2,2,$18.00 
25567425,THE TOM ROSE SCHOOL LLC                                               ,331,0,17,17,$153.00 
25569825,HOUSE OF HEAVILIN BEAUTY COLLEGE-RAYMORE                              ,331,0,3,3,$27.00 
25571925,MISSOURI WELDING INSTITUTE INC                                        ,331,0,42,42,$378.00 
25572625,NEW DIMENSIONS SCHOOL OF HAIR DESIGN                                  ,331,0,1,1,$9.00 
25573225,PETROPOLIS ACADEMY OF PET GROOM AND TRAINING                          ,331,0,4,4,$36.00 
25573425,HEARTLAND HORSESHOEING SCHOOL                                         ,331,0,4,4,$36.00 
25574025,FOLEY BELSAW INSTITUTE                                                ,331,0,1,1,$9.00 
25575525,PROFESSIONAL MASSAGE TRAINING CENTER                                  ,331,0,6,6,$54.00 
25576525,SOUTHERN MISSOURI TRUCK DRIVING SCHOOL                                ,331,0,3,3,$27.00 
25577825,AMERICAN WOODWORKING ACADEMY INC                                      ,331,0,13,13,$117.00 
25578425,ACADEMY OF HAIR DESIGN-SPRINGFIELD                                    ,331,0,9,9,$81.00 
25579225,NEW HORIZONS                                                          ,331,0,9,9,$81.00 
25579625,MIDWESTERN TRAINING CENTER                                            ,331,0,59,59,$531.00 
25581525,TXK TECHNOLOGY CENTER                                                 ,331,0,2,2,$18.00 
25586525,MISSOURI COLLEGE OF COSMETOLOGY                                       ,331,0,3,3,$27.00 
25587425,C1 TRUCK DRIVER TRAINING                                              ,331,0,10,10,$90.00 
25587825,ECLIPS SCHOOL OF COSMETOLOGY AND BARBERING                            ,331,0,1,1,$9.00 
25588225,HEALING ARTS CENTER                                                   ,331,0,4,4,$36.00 
25590025,MISSOURI TAXIDERMY INSTITUTE                                          ,331,0,8,8,$72.00 
25590525,ASPIRE BEAUTY ACADEMY                                                 ,331,0,1,1,$9.00 
25593325,LOWMAN AND CO                                                         ,331,0,1,1,$9.00 
25593425,SEYMOUR BEAUTY ACADEMY                                                ,331,0,1,1,$9.00 
25593725,NATIONAL ACADEMY OF BEAUTY ARTS                                       ,331,0,3,3,$27.00 
25594425,WICHITA TECHNICAL INSTITUTE                                           ,331,0,14,14,$126.00 
25595125,CENTRAL COLLEGE OF COSMETOLOGY                                        ,331,0,3,3,$27.00 
25595425,HAIR ACADEMY 110                                                      ,331,0,2,2,$18.00 
25595725,AMERICAN TRADE SCHOOL                                                 ,331,0,14,14,$126.00 
25598925,TREND SETTERS SCHOOL OF COSMETOLOGY                                   ,331,0,2,2,$18.00 
25599525,ST CHARLES BARBER COLLEGE                                             ,331,0,5,5,$45.00 
25600925,LEBANON COLLEGE OF COSMETOLOGY                                        ,331,0,1,1,$9.00 
25601025,WESTWIND CDL TRAINING CENTER                                          ,331,0,4,4,$36.00 
25601325,PAUL MITCHELL THE SCHOOL SPRINGFIELD                                  ,331,0,7,7,$63.00 
25601825,TRANSFORMED BARBER AND COSMETOLOGY ACADEMY                            ,331,0,8,8,$72.00 
25601925,PREMIER KNOWLEDGE SOLUTIONS                                           ,331,0,14,14,$126.00 
25603125,METRO BARBER COLLEGE                                                  ,331,0,2,2,$18.00 
25603225,ACADEMY OF SALON PROFESSIONALS                                        ,331,0,3,3,$27.00 
25603625,ROUTE 66 CDL AND APPRENTICESHIP INC                                   ,331,0,1,1,$9.00 
25605125,RESPOND RIGHT EMERGENCY MEDICAL SERVICES ACADEMY                      ,331,0,12,12,$108.00 
25605425,SKIN INSTITUTE                                                        ,331,0,3,3,$27.00 
25606425,WILD TROPHIES TAXIDERMY                                               ,331,0,1,1,$9.00 
25607325,ECLIPS BARBER SCHOOL                                                  ,331,0,2,2,$18.00 
25607525,THE SALON PROFESSIONAL ACADEMY-ST CHARLES                             ,331,0,3,3,$27.00 
25607925,BEYOND THE BASICS SCHOOL OF COSMETOLOGY                               ,331,0,1,1,$9.00 
25608925,MIDWESTERN TRAINING CENTER                                            ,331,0,7,7,$63.00 
25609025,SPECIALIZED METALWORK                                                 ,331,0,1,1,$9.00 
