Facility code,Name of institution,State,Country, Number of trainees ,Profit status,Type of payment,Tuition and Fees Cost, Number of payments 
35P12338,Premier Barber Institute,Pennsylvania,, 3 ,Private non-profit,School Tuition & Fees,"$40,770.00", 3 
349H9635,Lakewood College,Ohio,, 37 ,Private non-profit,School Tuition & Fees,"$198,184.81", 49 
349E8443,Commonwealth Institute Of Funeral Service,Texas,, 6 ,Private non-profit,School Tuition & Fees,"$32,187.40", 14 
349E4435,Ohio College Of Massotherapy Inc,Ohio,, 3 ,Private non-profit,School Tuition & Fees,"$24,738.00", 10 
349E1410,Wyotech-Daytona,Florida,, 193 ,Private non-profit,School Tuition & Fees,"$2,761,134.37", 682 
349D2438,Manor College,Pennsylvania,, 17 ,Private non-profit,School Tuition & Fees,"$191,156.87", 34 
349C9438,Rosedale Technical Institute,Pennsylvania,, 62 ,Private non-profit,School Tuition & Fees,"$591,148.45", 106 
349C7443,Dallas Institute Of Funeral Service,Texas,, 9 ,Private non-profit,School Tuition & Fees,"$87,033.75", 28 
349C4438,Wyotech-Blairsville,Pennsylvania,, 9 ,Private non-profit,School Tuition & Fees,"$44,533.15", 12 
349B7410,Health Career Institute,Florida,, 38 ,Private non-profit,School Tuition & Fees,"$167,768.22", 62 
32A01132,Finger Lakes Health College Of Nursing,New York,, 3 ,Private non-profit,School Tuition & Fees,"$14,964.00", 4 
32A01032,Montefiore Medical Center,New York,, 1 ,Private non-profit,School Tuition & Fees,"$20,235.02", 1 
32A00832,Crouse Hospital College Of Nursing,New York,, 2 ,Private non-profit,School Tuition & Fees,"$7,931.97", 5 
329D7243,Baptist Health Sys Sch Of Health Prof,Texas,, 1 ,Private non-profit,School Tuition & Fees,"$1,540.00", 1 
31P40138,Lancaster Bible College Center For Urban Theological Studies,Pennsylvania,, 1 ,Private non-profit,School Tuition & Fees,"$9,256.00", 5 
31P32139,Johnson And Wales University Graduate School,Rhodes Island,, 2 ,Private non-profit,School Tuition & Fees,"$23,952.00", 2 
319Z1138,Widener University-Main Campus,Pennsylvania,, 62 ,Private non-profit,School Tuition & Fees,"$511,041.75", 127 
319M1143,St. Edward'S University,Texas,, 151 ,Private non-profit,School Tuition & Fees,"$1,872,444.13", 371 
319K9143,Parker University,Texas,, 55 ,Private non-profit,School Tuition & Fees,"$759,636.85", 173 
319K3143,Austin Presbyterian Theological Seminary,Texas,, 3 ,Private non-profit,School Tuition & Fees,"$26,811.00", 8 
319K2143,Embry-Riddle Aeronautical University-Nas Corpus Christi,Texas,, 85 ,Private non-profit,School Tuition & Fees,"$386,822.00", 218 
319H7143,Our Lady Of The Lake University,Texas,, 214 ,Private non-profit,School Tuition & Fees,"$1,851,336.22", 441 
319H2143,Howard Payne University,Texas,, 52 ,Private non-profit,School Tuition & Fees,"$500,906.40", 72 
319G4143,Southern Methodist University-Dallas,Texas,, 189 ,Private non-profit,School Tuition & Fees,"$2,840,152.02", 317 
319F9443,Dallas Christian College,Texas,, 14 ,Private non-profit,School Tuition & Fees,"$93,037.22", 58 
319F7243,Criswell College,Texas,, 13 ,Private non-profit,School Tuition & Fees,"$70,212.50", 24 
319F1143,Southwestern Baptist Theological Seminary,Texas,, 90 ,Private non-profit,School Tuition & Fees,"$419,769.13", 191 
319E7143,Baylor College Of Medicine,Texas,, 5 ,Private non-profit,School Tuition & Fees,"$67,481.65", 7 
319E5143,Southwestern Adventist University,Texas,, 20 ,Private non-profit,School Tuition & Fees,"$247,346.21", 30 
319D4132,Keuka College,New York,, 52 ,Private non-profit,School Tuition & Fees,"$421,993.93", 168 
319D3132,Polytechnic Institute Of New York University,New York,, 18 ,Private non-profit,School Tuition & Fees,"$224,705.34", 28 
319D2132,Metropolitan College Of New York,New York,, 87 ,Private non-profit,School Tuition & Fees,"$1,095,911.72", 165 
319D1132,The New School,New York,, 63 ,Private non-profit,School Tuition & Fees,"$1,030,432.62", 90 
319D0132,Ithaca College,New York,, 30 ,Private non-profit,School Tuition & Fees,"$246,613.73", 31 
319C9132,Paul Smiths College Of Arts And Science,New York,, 52 ,Private non-profit,School Tuition & Fees,"$650,777.51", 109 
319C8132,The Sage Colleges,New York,, 37 ,Private non-profit,School Tuition & Fees,"$447,576.39", 66 
319C6132,Manhattan School Of Music,New York,, 1 ,Private non-profit,School Tuition & Fees,"$20,235.02", 2 
319C5132,Marymount Manhattan College,New York,, 28 ,Private non-profit,School Tuition & Fees,"$287,100.71", 45 
319C4132,New York College Of Health Professions,New York,, 12 ,Private non-profit,School Tuition & Fees,"$87,858.39", 22 
319C3132,Mount Saint Mary College,New York,, 102 ,Private non-profit,School Tuition & Fees,"$935,835.64", 399 
319C2132,Wagner College,New York,, 10 ,Private non-profit,School Tuition & Fees,"$127,129.16", 15 
319B8132,College Of Mount Saint Vincent,New York,, 7 ,Private non-profit,School Tuition & Fees,"$73,562.35", 11 
319B6132,Canisius College,New York,, 106 ,Private non-profit,School Tuition & Fees,"$1,284,172.69", 202 
319B5132,New York Medical College,New York,, 11 ,Private non-profit,School Tuition & Fees,"$158,148.06", 25 
319B4143,Southwestern Christian College,Texas,, 2 ,Private non-profit,School Tuition & Fees,"$5,277.00", 2 
319B2138,Saint Joseph'S University,Pennsylvania,, 107 ,Private non-profit,School Tuition & Fees,"$943,880.90", 328 
319B2110,Trinity College Of Florida,Florida,, 17 ,Private non-profit,School Tuition & Fees,"$127,158.35", 68 
319A8138,York College Of Pennsylvania,Pennsylvania,, 77 ,Private non-profit,School Tuition & Fees,"$670,964.72", 109 
319A7138,Pennsylvania College Of Art And Design,Pennsylvania,, 5 ,Private non-profit,School Tuition & Fees,"$76,840.08", 8 
319A6138,Point Park University,Pennsylvania,, 151 ,Private non-profit,School Tuition & Fees,"$1,805,476.10", 332 
319A5138,Pennsylvania Academy Of The Fine Arts,Pennsylvania,, 3 ,Private non-profit,School Tuition & Fees,"$37,653.65", 5 
319A4138,Chestnut Hill College,Pennsylvania,, 45 ,Private non-profit,School Tuition & Fees,"$370,496.36", 90 
319A3138,Keystone College,Pennsylvania,, 32 ,Private non-profit,School Tuition & Fees,"$278,897.80", 67 
319A2138,Evangelical Theological Seminary,Pennsylvania,, 3 ,Private non-profit,School Tuition & Fees,"$22,074.50", 6 
319A2110,New Orleans Baptist Theological Seminary-Orlando,Florida,, 8 ,Private non-profit,School Tuition & Fees,"$7,904.57", 8 
319A0138,Peirce College,Pennsylvania,, 77 ,Private non-profit,School Tuition & Fees,"$628,039.91", 249 
318Z0032,New York Institute Of Technology,New York,, 90 ,Private non-profit,School Tuition & Fees,"$1,296,705.81", 157 
25P84338,Empire Beauty School-Springfield,Pennsylvania,, 3 ,Private profit,School Tuition & Fees,"$20,160.86", 5 
25P42538,Aaa School Of Trucking-Harrisburg,Pennsylvania,, 8 ,Private profit,School Tuition & Fees,"$38,828.07", 8 
25P32138,Lititz Watch Technicum,Pennsylvania,, 5 ,Private profit,School Tuition & Fees,"$7,913.06", 8 
25P21438,Everest Institute-Bensalem,Pennsylvania,, 1 ,Private profit,School Tuition & Fees,"$3,375.68", 2 
25P13838,Carbondale Barber School,Pennsylvania,, 1 ,Private profit,School Tuition & Fees,"$12,000.00", 1 
25P01732,Ace Institute Of Technology-Manhattan,New York,, 10 ,Private profit,School Tuition & Fees,"$93,254.11", 26 
25P00132,Heritage Flight Academy Llc,New York,, 2 ,Private profit,School Tuition & Fees,"$4,396.95", 3 
25M00138,Aces Aviation,Pennsylvania,, 1 ,Private profit,School Tuition & Fees,$934.50, 3 
25A04538,Bella Capelli Academy-Robinson,Pennsylvania,, 1 ,Private profit,School Tuition & Fees,"$17,125.00", 1 
24P32238,Itt Technical Institute-Philadelphia,Pennsylvania,, 33 ,Private profit,School Tuition & Fees,"$457,593.20", 87 
249M5543,School Of Automotive Machinists,Texas,, 73 ,Private profit,School Tuition & Fees,"$1,066,203.51", 104 
249M3443,Culinary Institute Of America,Texas,, 40 ,Private profit,School Tuition & Fees,"$812,231.44", 72 
249M3343,Quest College,Texas,, 20 ,Private profit,School Tuition & Fees,"$268,587.06", 24 
249M2343,The College Of Health Care Professions-Austin,Texas,, 39 ,Private profit,School Tuition & Fees,"$389,695.03", 49 
249L8143,Kaplan College-Fort Worth,Texas,, 24 ,Private profit,School Tuition & Fees,"$195,097.57", 62 
249L7143,Sanford-Brown College-Dallas,Texas,, 25 ,Private profit,School Tuition & Fees,"$247,286.54", 124 
249K6143,Galen College Of Nursing-San Antonio,Texas,, 190 ,Private profit,School Tuition & Fees,"$1,714,482.25", 432 
249K1143,International Business College-El Paso,Texas,, 11 ,Private profit,School Tuition & Fees,"$117,402.82", 45 
249K0143,Career Point College,Texas,, 81 ,Private profit,School Tuition & Fees,"$888,265.07", 413 
249J9143,Culinary Institute Inc,Texas,, 41 ,Private profit,School Tuition & Fees,"$503,778.10", 113 
249J8143,Vet Tech Institute Of Houston,Texas,, 26 ,Private profit,School Tuition & Fees,"$217,157.04", 71 
249J5143,International Business College-El Paso,Texas,, 26 ,Private profit,School Tuition & Fees,"$245,136.27", 92 
249J2143,Kaplan College-Dallas,Texas,, 24 ,Private profit,School Tuition & Fees,"$215,112.24", 112 
249J0143,The College Of Health Care Professions-Northwest,Texas,, 58 ,Private profit,School Tuition & Fees,"$616,261.01", 76 
249H9935,Hondros College-Independence,Ohio,, 6 ,Private profit,School Tuition & Fees,"$37,777.33", 11 
249H7435,American Institute Of Alternative Medicine,Ohio,, 10 ,Private profit,School Tuition & Fees,"$81,575.05", 69 
249H4435,Miami-Jacobs Career College-Sharonville,Ohio,, 3 ,Private profit,School Tuition & Fees,"$24,675.00", 6 
249H3435,National College-Willoughby Hills,Ohio,, 3 ,Private profit,School Tuition & Fees,"$28,626.20", 9 
249G8435,Sanford Brown College-Middleburg Heights,Ohio,, 3 ,Private profit,School Tuition & Fees,"$15,567.16", 6 
249G7435,Daymar College-Chillicothe,Ohio,, 8 ,Private profit,School Tuition & Fees,"$74,522.04", 15 
249G7143,Vista College El Paso,Texas,, 221 ,Private profit,School Tuition & Fees,"$2,783,167.20", 660 
249G6435,Galen College Of Nursing-Cincinnati,Ohio,, 19 ,Private profit,School Tuition & Fees,"$183,749.97", 61 
249G6143,Le Cordon Bleu College Of Culinary Arts-Austin,Texas,, 168 ,Private profit,School Tuition & Fees,"$1,896,943.10", 782 
249G5435,Fortis College-Columbus,Ohio,, 18 ,Private profit,School Tuition & Fees,"$191,314.17", 65 
249G4435,Fortis College-Cincinnati,Ohio,, 22 ,Private profit,School Tuition & Fees,"$195,854.51", 65 
249G2435,National College-Kettering,Ohio,, 5 ,Private profit,School Tuition & Fees,"$59,047.00", 15 
249F6435,Davis College,Ohio,, 12 ,Private profit,School Tuition & Fees,"$107,562.12", 29 
249F5443,Center For Advanced Legal Studies,Texas,, 5 ,Private profit,School Tuition & Fees,"$25,848.84", 18 
249F5410,Asa College,Florida,, 2 ,Private profit,School Tuition & Fees,"$8,824.00", 2 
249F1435,Vatterott College-Broadview Heights,Ohio,, 20 ,Private profit,School Tuition & Fees,"$262,723.67", 75 
249F1410,Virginia College-Fort Pierce,Florida,, 10 ,Private profit,School Tuition & Fees,"$117,785.20", 35 
249F0435,Gallipolis Career College,Ohio,, 5 ,Private profit,School Tuition & Fees,"$28,049.10", 13 
249F0410,Orlando Medical Institute,Florida,, 37 ,Private profit,School Tuition & Fees,"$231,066.24", 44 
249E9410,Medtech Institute-Orlando Campus,Florida,, 22 ,Private profit,School Tuition & Fees,"$191,478.02", 39 
249E8435,Fortis College-Cuyahoga Falls,Ohio,, 19 ,Private profit,School Tuition & Fees,"$177,262.66", 76 
249E8410,National Aviation Academy Of Tampa Bay,Florida,, 269 ,Private profit,School Tuition & Fees,"$3,682,078.15", 444 
249E7410,Institute Of Technical Arts,Florida,, 18 ,Private profit,School Tuition & Fees,"$285,867.62", 21 
249E6410,Management Resources College,Florida,, 3 ,Private profit,School Tuition & Fees,"$40,655.80", 7 
249E4410,Dade Medical College-West Palm Beach,Florida,, 2 ,Private profit,School Tuition & Fees,"$18,386.60", 9 
249E3543,Texas Vocational Schools Inc,Texas,, 3 ,Private profit,School Tuition & Fees,"$18,341.00", 3 
249E2410,Ata Career Education,Florida,, 12 ,Private profit,School Tuition & Fees,"$129,085.05", 39 
249E1438,Itt Technical Institute-Levittown,Pennsylvania,, 39 ,Private profit,School Tuition & Fees,"$540,158.27", 108 
249E1410,Wyotech-Daytona,Florida,, 174 ,Private profit,School Tuition & Fees,"$2,029,484.98", 504 
249E0435,Advertising Art Educational Services Dba School Of Advertising Art,Ohio,, 3 ,Private profit,School Tuition & Fees,"$64,425.32", 8 
249E0410,Jersey College-Jacksonville,Florida,, 14 ,Private profit,School Tuition & Fees,"$131,253.31", 33 
249D9438,Mccann School Of Business & Technology-Dickson City,Pennsylvania,, 9 ,Private profit,School Tuition & Fees,"$81,922.00", 25 
249D9410,Jersey College-Tampa,Florida,, 16 ,Private profit,School Tuition & Fees,"$174,444.20", 40 
249D8638,Mccann School Of Business & Technology-Wilkes- Barre,Pennsylvania,, 9 ,Private profit,School Tuition & Fees,"$79,295.35", 25 
249D8538,Mccann School Of Business & Technology-Carlisle,Pennsylvania,, 23 ,Private profit,School Tuition & Fees,"$202,800.83", 64 
249D8438,Mccann School Of Business & Technology-Sunbury,Pennsylvania,, 24 ,Private profit,School Tuition & Fees,"$220,159.60", 71 
249D6438,Dubois Business College-Oil City,Pennsylvania,, 2 ,Private profit,School Tuition & Fees,"$22,960.00", 6 
249D6410,Meridian College,Florida,, 2 ,Private profit,School Tuition & Fees,"$33,987.76", 3 
249D5410,Ultimate Medical Academy-Clearwater Online,Florida,, 314 ,Private profit,School Tuition & Fees,"$2,588,604.51"," 1,696 "
249D4438,Dubois Business College-Huntingdon,Pennsylvania,, 3 ,Private profit,School Tuition & Fees,"$20,136.00", 8 
249D4435,Ohio Technical College,Ohio,, 194 ,Private profit,School Tuition & Fees,"$2,641,074.46", 559 
249D4410,Allied Health Institute,Florida,, 16 ,Private profit,School Tuition & Fees,"$103,730.92", 79 
249D3410,Taylor College,Florida,, 6 ,Private profit,School Tuition & Fees,"$42,911.31", 11 
249D2410,Fortis Institute-Pensacola,Florida,, 91 ,Private profit,School Tuition & Fees,"$987,639.30", 359 
249D1438,Fortis Institute-Forty Fort,Pennsylvania,, 19 ,Private profit,School Tuition & Fees,"$155,148.16", 34 
249D1410,Ultimate Medical Academy-Clearwater,Florida,, 7 ,Private profit,School Tuition & Fees,"$58,467.40", 44 
249D0410,Concorde Career Institute-Orlando,Florida,, 34 ,Private profit,School Tuition & Fees,"$297,266.12", 114 
249D0138,Mccann School Of Business & Technology-Allentown,Pennsylvania,, 19 ,Private profit,School Tuition & Fees,"$163,702.76", 54 
249C9410,Aviator College Of Aeronautical Science And Technology,Florida,, 14 ,Private profit,School Tuition & Fees,"$277,263.18", 30 
249C8438,Pennsylvania Institute Of Health And Technology,Pennsylvania,, 2 ,Private profit,School Tuition & Fees,"$9,782.10", 4 
249C8410,Concorde Career Institute-Tampa,Florida,, 39 ,Private profit,School Tuition & Fees,"$397,698.80", 125 
249C7410,Southeastern College-Jacksonville,Florida,, 31 ,Private profit,School Tuition & Fees,"$273,207.82", 146 
249C6443,Western Technical College,Texas,, 336 ,Private profit,School Tuition & Fees,"$3,066,355.03"," 1,852 "
249C6438,Pittsburgh Technical Institute,Pennsylvania,, 123 ,Private profit,School Tuition & Fees,"$1,523,451.41", 367 
249C6435,Stautzenberger College-Toledo,Ohio,, 17 ,Private profit,School Tuition & Fees,"$138,536.10", 45 
249C6410,Ultimate Medical Academy-Tampa,Florida,, 52 ,Private profit,School Tuition & Fees,"$369,003.13", 226 
249C5410,Florida Medical Training Institute-Doral,Florida,, 2 ,Private profit,School Tuition & Fees,"$3,743.00", 2 
249C4438,Wyo Tech-Blairsville,Pennsylvania,, 315 ,Private profit,School Tuition & Fees,"$4,360,270.40"," 1,079 "
249C4435,Professional Skills Institute,Ohio,, 7 ,Private profit,School Tuition & Fees,"$67,538.08", 22 
249C4410,American Medical Academy,Florida,, 15 ,Private profit,School Tuition & Fees,"$60,700.00", 17 
249C3438,Jna Institute Of Culinary Arts,Pennsylvania,, 1 ,Private profit,School Tuition & Fees,"$13,666.66", 4 
249C3435,Antonelli College-Cincinnati,Ohio,, 8 ,Private profit,School Tuition & Fees,"$84,310.04", 23 
249C3410,Concorde Career Institute-Miramar,Florida,, 25 ,Private profit,School Tuition & Fees,"$242,712.95", 93 
249C1410,Sanford-Brown Institute-Tampa,Florida,, 1 ,Private profit,School Tuition & Fees,"$2,689.51", 1 
249C0443,Western Technical College,Texas,, 167 ,Private profit,School Tuition & Fees,"$1,301,449.83"," 1,099 "
249C0438,Itt Technical Institute-Tarentum,Pennsylvania,, 43 ,Private profit,School Tuition & Fees,"$530,823.73", 111 
249C0435,Eti Technical College,Ohio,, 9 ,Private profit,School Tuition & Fees,"$49,134.14", 14 
249B9438,Itt Technical Institute-Harrisburg,Pennsylvania,, 34 ,Private profit,School Tuition & Fees,"$439,702.15", 96 
249B9410,Sanford-Brown Institute-Ft Lauderdale,Florida,, 23 ,Private profit,School Tuition & Fees,"$292,201.35", 124 
249B8438,Career Training Academy-New Kensington,Pennsylvania,, 5 ,Private profit,School Tuition & Fees,"$27,027.86", 23 
249B7438,Laurel Technical Institute-Meadville,Pennsylvania,, 5 ,Private profit,School Tuition & Fees,"$61,312.58", 11 
249B6410,College Of Business And Technology-Flagler,Florida,, 17 ,Private profit,School Tuition & Fees,"$211,762.42", 68 
249B4438,The Art Institute Of York-Pa,Pennsylvania,, 15 ,Private profit,School Tuition & Fees,"$241,960.88", 52 
249B3443,The Art Institute Of Houston,Texas,, 359 ,Private profit,School Tuition & Fees,"$5,190,377.18"," 1,107 "
249B3432,Mandl School-The College Of Allied Health,New York,, 10 ,Private profit,School Tuition & Fees,"$86,351.01", 15 
249B3410,Concorde Career Institute-Jacksonville,Florida,, 79 ,Private profit,School Tuition & Fees,"$855,638.60", 166 
249B2438,Keystone Technical Institute,Pennsylvania,, 27 ,Private profit,School Tuition & Fees,"$323,300.85", 87 
249B1410,Fortis Institute-Ft Lauderdale,Florida,, 5 ,Private profit,School Tuition & Fees,"$44,348.80", 12 
249B0438,Itt Technical Institute-Pittsburgh,Pennsylvania,, 33 ,Private profit,School Tuition & Fees,"$461,423.02", 97 
249B0432,Plaza College,New York,, 7 ,Private profit,School Tuition & Fees,"$83,550.99", 18 
249B0410,Key College,Florida,, 4 ,Private profit,School Tuition & Fees,"$23,106.64", 8 
249B0038,Itt Technical Institute-Dunmore,Pennsylvania,, 22 ,Private profit,School Tuition & Fees,"$319,503.10", 73 
249A9410,Sanford-Brown College-Jacksonville,Florida,, 53 ,Private profit,School Tuition & Fees,"$599,498.42", 256 
249A8438,Vet Tech Institute,Pennsylvania,, 17 ,Private profit,School Tuition & Fees,"$129,376.27", 55 
249A8410,Mattia College,Florida,, 2 ,Private profit,School Tuition & Fees,"$22,680.00", 4 
249A7410,Le Cordon Bleu College Of Culinary Arts-Miami,Florida,, 59 ,Private profit,School Tuition & Fees,"$722,145.13", 305 
249A6410,Florida Medical Training Institute-Melbourne,Florida,, 6 ,Private profit,School Tuition & Fees,"$17,460.10", 7 
249A5435,Fortis College-Ravenna,Ohio,, 14 ,Private profit,School Tuition & Fees,"$112,350.00", 39 
249A5410,Cambridge Institute Of Health & Technology,Florida,, 3 ,Private profit,School Tuition & Fees,"$45,121.00", 7 
249A3410,Daytona College,Florida,, 6 ,Private profit,School Tuition & Fees,"$69,605.01", 19 
249A2438,Fortis Institute-Erie,Pennsylvania,, 48 ,Private profit,School Tuition & Fees,"$450,483.01", 259 
249A2410,Galen College Of Nursing-Tampa Bay,Florida,, 56 ,Private profit,School Tuition & Fees,"$424,722.30", 116 
249A1410,Heritage Institute-Jacksonville,Florida,, 68 ,Private profit,School Tuition & Fees,"$664,841.82", 321 
249A0438,Bradford School,Pennsylvania,, 2 ,Private profit,School Tuition & Fees,"$13,208.81", 4 
249A0432,New York Career Institute,New York,, 12 ,Private profit,School Tuition & Fees,"$80,010.00", 22 
249A0410,Heritage Institute-Ft Myers,Florida,, 38 ,Private profit,School Tuition & Fees,"$370,351.19", 178 
21P20438,Star Career Academy-Audubon,Pennsylvania,, 2 ,Private profit,School Tuition & Fees,"$11,949.24", 6 
21P01832,Fordham University College Of Liberal Studies Westchester,New York,, 7 ,Private profit,School Tuition & Fees,"$32,436.02", 8 
219M4543,The Art Institute Of Dallas,Texas,, 222 ,Private profit,School Tuition & Fees,"$2,999,008.49", 632 
219L6143,Vista College Lubbock,Texas,, 25 ,Private profit,School Tuition & Fees,"$252,654.03", 59 
219L4143,Kaplan College-Corpus Christi,Texas,, 16 ,Private profit,School Tuition & Fees,"$129,263.74", 51 
219L2143,Dallas Nursing Institute,Texas,, 11 ,Private profit,School Tuition & Fees,"$148,235.08", 22 
219L1143,University Of Phoenix-Houston Campus,Texas,, 382 ,Private profit,School Tuition & Fees,"$2,739,314.27"," 1,914 "
219L0143,University Of Phoenix-Dallas Campus,Texas,, 571 ,Private profit,School Tuition & Fees,"$4,197,056.71"," 3,017 "
219D3110,Azure College-Sebring,Florida,, 1 ,Private profit,School Tuition & Fees,"$12,226.50", 3 
219D2110,Florida Career College-Tampa,Florida,, 32 ,Private profit,School Tuition & Fees,"$308,666.44", 182 
219C8110,American College For Medical Careers,Florida,, 15 ,Private profit,School Tuition & Fees,"$136,000.39", 36 
219C6110,Strayer University-Brickell,Florida,, 41 ,Private profit,School Tuition & Fees,"$206,055.10", 74 
219C4110,Rasmussen College-Tampa,Florida,, 76 ,Private profit,School Tuition & Fees,"$585,364.84", 162 
219C2110,Strayer University-Doral,Florida,, 85 ,Private profit,School Tuition & Fees,"$611,396.30", 186 
219C1110,Strayer University-Miramar,Florida,, 66 ,Private profit,School Tuition & Fees,"$333,556.96", 132 
219B6238,Strayer University-Allentown,Pennsylvania,, 20 ,Private profit,School Tuition & Fees,"$86,800.00", 43 
219B6138,Devry University-Pennsylvania,Pennsylvania,, 37 ,Private profit,School Tuition & Fees,"$333,765.73", 119 
219B6110,Virginia College-Jacksonville,Florida,, 182 ,Private profit,School Tuition & Fees,"$2,098,251.46", 532 
219B5138,Strayer University-Bucks County,Pennsylvania,, 37 ,Private profit,School Tuition & Fees,"$164,026.23", 81 
219B5110,Strayer University-Coral Springs,Florida,, 31 ,Private profit,School Tuition & Fees,"$174,613.99", 67 
219B4238,Strayer University-Center City,Pennsylvania,, 55 ,Private profit,School Tuition & Fees,"$182,973.46", 91 
219B4138,Strayer University-Delaware Co,Pennsylvania,, 25 ,Private profit,School Tuition & Fees,"$79,252.04", 38 
219B4110,Strayer University-Ft Lauderdale,Florida,, 64 ,Private profit,School Tuition & Fees,"$416,151.07", 148 
219B3138,Devry University-Pennsylvania,Pennsylvania,, 11 ,Private profit,School Tuition & Fees,"$25,991.67", 11 
219B3110,Strayer University-Sand Lake,Florida,, 85 ,Private profit,School Tuition & Fees,"$509,685.66", 179 
219B2538,Strayer University-King Of Prussia,Pennsylvania,, 13 ,Private profit,School Tuition & Fees,"$39,975.11", 23 
219B2138,Devry University-Pennsylvania,Pennsylvania,, 59 ,Private profit,School Tuition & Fees,"$349,746.27", 147 
219B1138,Devry University-Pennsylvania,Pennsylvania,, 89 ,Private profit,School Tuition & Fees,"$808,958.11", 298 
219B1110,Lincoln College Of Technology-West Palm Beach,Florida,, 72 ,Private profit,School Tuition & Fees,"$654,031.62", 152 
219B0138,Central Penn College,Pennsylvania,, 91 ,Private profit,School Tuition & Fees,"$988,587.69", 240 
219B0110,Strayer University-Palm Beach Gardens,Florida,, 52 ,Private profit,School Tuition & Fees,"$501,629.09", 135 
219A8110,Herzing University-Winter Park,Florida,, 38 ,Private profit,School Tuition & Fees,"$381,127.72", 159 
219A6110,Strayer University-Jacksonville,Florida,, 99 ,Private profit,School Tuition & Fees,"$930,914.77", 246 
219A4110,Rasmussen College-Ft Myers,Florida,, 37 ,Private profit,School Tuition & Fees,"$259,354.68", 76 
219A3110,Rasmussen College-Ocala,Florida,, 86 ,Private profit,School Tuition & Fees,"$715,278.69", 199 
219A1110,Rasmussen College-New Port Richey,Florida,, 63 ,Private profit,School Tuition & Fees,"$528,216.68", 149 
218A0232,Briarcliffe College Patchogue,New York,, 61 ,Private profit,School Tuition & Fees,"$834,141.78", 179 
218A0132,Briarcliffe College-Bethpage,New York,, 40 ,Private profit,School Tuition & Fees,"$479,522.64", 114 
218A0032,Bryant & Stratton College-Amherst,New York,, 13 ,Private profit,School Tuition & Fees,"$90,719.66", 27 
158A0832,Schuyler Steuben Chemung Tioga Allegany Boces-Gst,New York,, 9 ,Public,School Tuition & Fees,"$38,461.00", 10 
158A0232,Washington Saratoga Warren Hamilton Essex Boces-Practical Nursing Program,New York,, 2 ,Public,School Tuition & Fees,"$21,180.00", 2 
158A0132,Washington Saratoga Warren Hamilton Essex Boces-Practical Nursing Program,New York,, 4 ,Public,School Tuition & Fees,"$27,975.00", 4 
14P71638,Lancaster County Career And Technology Center,Pennsylvania,, 8 ,Public,School Tuition & Fees,"$48,073.60", 8 
149M0143,Eastfield College,Texas,, 382 ,Public,School Tuition & Fees,"$343,691.98", 886 
149K4143,Richland College,Texas,, 349 ,Public,School Tuition & Fees,"$286,435.57", 721 
149J3143,Texas State Technical College-Marshall,Texas,, 66 ,Public,School Tuition & Fees,"$185,251.10", 99 
149J1143,Central Texas College Europe,Texas,, 66 ,Public,School Tuition & Fees,"$124,154.44", 179 
149H9143,Northwest Vista College,Texas,," 1,308 ",Public,School Tuition & Fees,"$1,354,555.06"," 2,687 "
149H5143,Vernon College,Texas,, 129 ,Public,School Tuition & Fees,"$409,780.06", 291 
149H4143,Central Texas College Pacific Far East,Texas,, 31 ,Public,School Tuition & Fees,"$69,469.82", 96 
149G8143,El Paso Community College,Texas,," 1,058 ",Public,School Tuition & Fees,"$1,881,030.77"," 2,835 "
149G5143,Odessa College,Texas,, 95 ,Public,School Tuition & Fees,"$153,295.65", 264 
149G4143,Galveston College,Texas,, 78 ,Public,School Tuition & Fees,"$105,776.77", 185 
149F4443,South Texas College,Texas,, 431 ,Public,School Tuition & Fees,"$1,000,268.38"," 1,052 "
149F3443,Collin County Community College District,Texas,, 725 ,Public,School Tuition & Fees,"$638,965.42"," 1,911 "
149E9435,Marion Technical College,Ohio,, 36 ,Public,School Tuition & Fees,"$103,876.39", 65 
149E7435,Edison State Community College,Ohio,, 91 ,Public,School Tuition & Fees,"$214,692.07", 238 
149E6435,Owens Community College,Ohio,, 141 ,Public,School Tuition & Fees,"$390,174.27", 298 
149E5438,Community College Of Philadelphia,Pennsylvania,, 343 ,Public,School Tuition & Fees,"$1,249,756.79", 748 
149E5435,Columbus State Community College,Ohio,, 878 ,Public,School Tuition & Fees,"$2,066,025.72"," 2,036 "
149E4443,College Of The Mainland,Texas,, 170 ,Public,School Tuition & Fees,"$273,134.92", 437 
149E2443,North Lake College,Texas,, 330 ,Public,School Tuition & Fees,"$310,976.60", 807 
149E2435,Central Ohio Technical College,Ohio,, 115 ,Public,School Tuition & Fees,"$290,632.83", 177 
149E1435,James A Rhodes State College,Ohio,, 74 ,Public,School Tuition & Fees,"$218,911.39", 213 
149D9435,Washington State Community College,Ohio,, 54 ,Public,School Tuition & Fees,"$280,400.30", 130 
149D7435,Stark State College,Ohio,, 253 ,Public,School Tuition & Fees,"$668,476.56", 734 
149D5438,Butler County Community College,Pennsylvania,, 97 ,Public,School Tuition & Fees,"$262,620.10", 155 
149D2435,Zane State College,Ohio,, 78 ,Public,School Tuition & Fees,"$234,987.90", 219 
149C4438,Bucks County Community College,Pennsylvania,, 180 ,Public,School Tuition & Fees,"$545,177.99", 388 
