Facility code,Name of institution,State,Country, Number of trainees ,Profit status,Type of payment,Tuition and Fees Cost, Number of payments 
25127843,Bella Beauty Academy,Texas,, 1 ,Private profit,School Tuition & Fees,"$9,311.00", 1 
25127643,Professional Careers Inst North Location,Texas,, 1 ,Private profit,School Tuition & Fees,"$13,380.00", 1 
25127405,Sierra Valley College Of Court Reporting,California,, 1 ,Private profit,School Tuition & Fees,"$1,293.31", 1 
25127343,Its Academy Of Beauty 30 Irving,Texas,, 1 ,Private profit,School Tuition & Fees,"$12,201.25", 1 
25127043,Mycomputercareer Com Houston,Texas,, 60 ,Private profit,School Tuition & Fees,"$1,030,896.53", 61 
25126843,Universal Technical Institute-Dallas Fort Worth,Texas,, 423 ,Private profit,School Tuition & Fees,"$5,655,613.83"," 3,767 "
25126343,North Texas Nursing And Career Center,Texas,, 1 ,Private profit,School Tuition & Fees,"$13,625.00", 1 
25126243,Bella Beauty College Waco,Texas,, 2 ,Private profit,School Tuition & Fees,"$17,020.92", 2 
25126205,National Communications Training Centers,California,, 80 ,Private profit,School Tuition & Fees,"$464,000.00", 82 
25125743,Pipo Academy Of Hair Design,Texas,, 2 ,Private profit,School Tuition & Fees,"$22,625.00", 2 
25125643,Barber Institute Of Texas,Texas,, 3 ,Private profit,School Tuition & Fees,"$30,824.03", 3 
25125605,San Diego Culinary Institute,California,, 31 ,Private profit,School Tuition & Fees,"$612,467.61", 32 
25125543,Stevens Driving Acad Of Tx L P,Texas,, 48 ,Private profit,School Tuition & Fees,"$247,963.08", 48 
25125405,Career Care Institute,California,, 6 ,Private profit,School Tuition & Fees,"$43,775.00", 7 
25125243,Central Texas School Of Taxidermy,Texas,, 5 ,Private profit,School Tuition & Fees,"$33,900.00", 7 
25125043,Aveda Institute-Covington,Texas,, 4 ,Private profit,School Tuition & Fees,"$52,815.00", 4 
25125005,United Education Institute-Santa Cruz,California,, 1 ,Private profit,School Tuition & Fees,"$3,195.20", 1 
25124843,The Recording Conservatory Of Austin Llc,Texas,, 11 ,Private profit,School Tuition & Fees,"$137,455.37", 13 
25124543,Texas College Of Cosmetology-San Angelo,Texas,, 1 ,Private profit,School Tuition & Fees,"$10,750.00", 1 
25124405,Capstone College,California,, 5 ,Private profit,School Tuition & Fees,"$51,168.75", 5 
25123943,Excel Learning Center,Texas,, 7 ,Private profit,School Tuition & Fees,"$81,296.00", 7 
25123905,Hoss Lee Academy,California,, 2 ,Private profit,School Tuition & Fees,"$12,077.98", 4 
25123843,Institute Of Cosmetology And Esthetics,Texas,, 5 ,Private profit,School Tuition & Fees,"$51,231.61", 6 
25123805,Deep Creek Construction School,California,, 5 ,Private profit,School Tuition & Fees,"$32,400.00", 5 
25123743,Action Career Training Ii,Texas,, 17 ,Private profit,School Tuition & Fees,"$99,517.00", 17 
25123643,C-1 Truck Driver Training,Texas,, 26 ,Private profit,School Tuition & Fees,"$98,877.50", 26 
25123543,Everest Institute-San Antonio,Texas,, 48 ,Private profit,School Tuition & Fees,"$344,823.77", 213 
25123043,Mycomputercareer.Com- Irving,Texas,, 59 ,Private profit,School Tuition & Fees,"$1,059,569.43", 63 
25122743,Higher Power Aviation Flight Dispatcher School,Texas,, 3 ,Private profit,School Tuition & Fees,"$8,800.00", 3 
25122343,Texas Careers Institute Dallas,Texas,, 2 ,Private profit,School Tuition & Fees,"$3,770.00", 2 
25121943,Lufkin Truck Driving Academy,Texas,, 3 ,Private profit,School Tuition & Fees,"$14,400.00", 3 
25121743,Professional Career Training Institute,Texas,, 5 ,Private profit,School Tuition & Fees,"$59,843.82", 5 
25120205,Central California School,California,, 2 ,Private profit,School Tuition & Fees,"$25,100.00", 3 
25120043,Cutt Master Barber College Dyer St,Texas,, 8 ,Private profit,School Tuition & Fees,"$133,948.80", 8 
25119843,Mt Training Center,Texas,, 5 ,Private profit,School Tuition & Fees,"$32,809.00", 6 
25119705,Laurus College,California,, 40 ,Private profit,School Tuition & Fees,"$196,260.47", 151 
25119505,California College Of Physical Arts,California,, 8 ,Private profit,School Tuition & Fees,"$46,638.50", 25 
25119343,A Career In Education-Acp,Texas,, 1 ,Private profit,School Tuition & Fees,$525.00, 1 
25119243,A New Beginning Schl Of Mass-Killeen,Texas,, 19 ,Private profit,School Tuition & Fees,"$62,866.50", 67 
25118643,Veracity Aviation Llc,Texas,, 20 ,Private profit,School Tuition & Fees,"$140,892.21", 48 
25118543,South Texas Vocational Technical Institute-Corpus Christi,Texas,, 24 ,Private profit,School Tuition & Fees,"$262,998.00", 58 
25118505,Elegance International,California,, 4 ,Private profit,School Tuition & Fees,"$55,335.55", 5 
25118405,Ati College,California,, 4 ,Private profit,School Tuition & Fees,"$41,422.93", 8 
25118343,Rgv Careers,Texas,, 9 ,Private profit,School Tuition & Fees,"$89,208.00", 15 
25118043,Dfe Tech,Texas,, 25 ,Private profit,School Tuition & Fees,"$296,469.06", 25 
25117805,Learnet Academy,California,, 2 ,Private profit,School Tuition & Fees,"$6,080.00", 2 
25117705,Make-Up Designory,California,, 11 ,Private profit,School Tuition & Fees,"$156,382.16", 11 
25117643,Universal Technical Institute Of Texas Inc,Texas,, 598 ,Private profit,School Tuition & Fees,"$7,324,401.69"," 5,166 "
25116943,Mesa Barber College,Texas,, 3 ,Private profit,School Tuition & Fees,"$10,920.93", 3 
25116643,Safety Star Industrial Inc,Texas,, 5 ,Private profit,School Tuition & Fees,"$34,521.00", 7 
25116543,South Texas Training Center-San Benito,Texas,, 1 ,Private profit,School Tuition & Fees,"$18,000.00", 2 
25116443,Cybertex Institute Of Technology Killeen,Texas,, 55 ,Private profit,School Tuition & Fees,"$798,687.54", 56 
25116243,Fortis Institute Grand Prairie,Texas,, 3 ,Private profit,School Tuition & Fees,"$15,995.20", 3 
25116205,American Institute Of Education,California,, 5 ,Private profit,School Tuition & Fees,"$32,162.50", 5 
25115843,Paul Mitchell The School-San Antonio,Texas,, 25 ,Private profit,School Tuition & Fees,"$395,492.78", 32 
25115743,South Texas Vocational Technical Institute-San Antonio,Texas,, 155 ,Private profit,School Tuition & Fees,"$1,828,485.07", 395 
25115543,Monarch Air,Texas,, 2 ,Private profit,School Tuition & Fees,"$3,264.03", 5 
25115205,Advanced Career Institute,California,, 36 ,Private profit,School Tuition & Fees,"$294,002.88", 36 
25114905,Universal Technical Institute Of California Inc-Cucamonga,California,, 478 ,Private profit,School Tuition & Fees,"$6,143,814.79"," 4,165 "
25114705,National Polytechnic College,California,, 8 ,Private profit,School Tuition & Fees,"$68,754.03", 20 
25114643,Fortis Institute-Houston,Texas,, 14 ,Private profit,School Tuition & Fees,"$66,104.10", 32 
25114243,Nuvani Institute North,Texas,, 1 ,Private profit,School Tuition & Fees,"$14,262.02", 1 
25113843,Lamson Institute,Texas,, 51 ,Private profit,School Tuition & Fees,"$454,293.29", 212 
25113543,Delta Qualiflight Aviation,Texas,, 2 ,Private profit,School Tuition & Fees,"$5,497.20", 4 
25113443,The Salon Professional Academy-Lewisville,Texas,, 1 ,Private profit,School Tuition & Fees,"$2,640.00", 1 
25113243,Elite Nurse Aide Training,Texas,, 7 ,Private profit,School Tuition & Fees,"$5,695.00", 7 
25113043,Avenue Five Institute,Texas,, 12 ,Private profit,School Tuition & Fees,"$157,484.10", 12 
25112643,Builders Academy Inc,Texas,, 2 ,Private profit,School Tuition & Fees,"$15,759.00", 8 
25112543,Milan Institute Of Cosmetology-San Antonio Military,Texas,, 4 ,Private profit,School Tuition & Fees,"$48,620.82", 6 
25112443,Audio Enginearing Institute,Texas,, 11 ,Private profit,School Tuition & Fees,"$20,340.00", 22 
25112364,Hawaii Scuba University,Hawaii,, 138 ,Private profit,School Tuition & Fees,"$1,032,980.53", 203 
25112343,Marcair Inc,Texas,, 1 ,Private profit,School Tuition & Fees,"$2,149.20", 2 
25112243,Haz-Co Fire Training Academy,Texas,, 2 ,Private profit,School Tuition & Fees,"$5,200.00", 2 
25112143,University Of Cosmetology Arts And Sciences-San Antonio Perrin,Texas,, 6 ,Private profit,School Tuition & Fees,"$41,391.72", 7 
25112105,Federico Beauty Institute,California,, 10 ,Private profit,School Tuition & Fees,"$132,702.38", 11 
25111943,University Of Cosmetology Arts & Sciences-Harlingen,Texas,, 4 ,Private profit,School Tuition & Fees,"$49,252.75", 6 
25111866,Mariacy Beauty Academy,Guam,, 2 ,Private profit,School Tuition & Fees,"$25,215.00", 2 
25111743,Total Transformation Inst Of Cosmetology,Texas,, 3 ,Private profit,School Tuition & Fees,"$27,071.00", 3 
25111705,Crimson Technical College,California,, 88 ,Private profit,School Tuition & Fees,"$1,512,588.69", 126 
25111664,Elite Massage Academy Llc,Hawaii,, 8 ,Private profit,School Tuition & Fees,"$56,976.53", 9 
25111464,Quickstart Intelligence Corp Inc,Hawaii,, 1 ,Private profit,School Tuition & Fees,"$4,095.00", 1 
25111364,Hawaii Medical College,Hawaii,, 12 ,Private profit,School Tuition & Fees,"$77,898.56", 46 
25111343,Emergency Consultants Inc,Texas,, 1 ,Private profit,School Tuition & Fees,"$2,047.00", 1 
25110964,Paul Mitchell The School-Honolulu,Hawaii,, 13 ,Private profit,School Tuition & Fees,"$225,002.14", 13 
25110864,All Islands Real Estate School,Hawaii,, 1 ,Private profit,School Tuition & Fees,$523.55, 1 
25110664,Applied Computer Training & Technology Inc,Hawaii,, 31 ,Private profit,School Tuition & Fees,"$165,215.25", 64 
25110564,Mauna Loa Helicopters,Hawaii,, 4 ,Private profit,School Tuition & Fees,"$17,815.45", 11 
25110543,International Renowned Beauty Academy Inc,Texas,, 3 ,Private profit,School Tuition & Fees,"$29,476.00", 4 
25110464,Hawaii Healing Arts College,Hawaii,, 6 ,Private profit,School Tuition & Fees,"$36,075.00", 13 
25110443,Excel Learning Center Sa North,Texas,, 11 ,Private profit,School Tuition & Fees,"$125,486.28", 11 
25110364,Hawaii Massage Academy,Hawaii,, 7 ,Private profit,School Tuition & Fees,"$54,961.00", 9 
25110243,Cet-El Paso,Texas,, 5 ,Private profit,School Tuition & Fees,"$53,528.00", 5 
25109843,Milan Institute Of Cosmetology-Amarillo,Texas,, 1 ,Private profit,School Tuition & Fees,"$5,595.29", 1 
25109443,Academy Of Hair Design-Lufkin,Texas,, 1 ,Private profit,School Tuition & Fees,"$13,500.00", 1 
25109164,Moore Air Inc,Hawaii,, 9 ,Private profit,School Tuition & Fees,"$50,300.52", 18 
25109047,Glen Dow Academy Of Hair Design,Washington,, 8 ,Private profit,School Tuition & Fees,"$59,216.49", 14 
25108943,Aviator Air Centers Llc,Texas,, 3 ,Private profit,School Tuition & Fees,"$13,478.20", 10 
25108643,First Response Medical Training Llc,Texas,, 53 ,Private profit,School Tuition & Fees,"$203,578.57", 56 
25108543,Milestone Technical Institute,Texas,, 30 ,Private profit,School Tuition & Fees,"$488,207.64", 48 
25108143,Trend Barber College,Texas,, 14 ,Private profit,School Tuition & Fees,"$133,875.95", 15 
25108043,Ke Kino Massage Academy,Texas,, 6 ,Private profit,School Tuition & Fees,"$27,831.50", 6 
25107543,Vantage College,Texas,, 40 ,Private profit,School Tuition & Fees,"$509,474.81", 46 
25107343,Texas Academy Of Animal Control Officers,Texas,, 4 ,Private profit,School Tuition & Fees,"$19,800.00", 4 
25107331,Callas Beauty Institute,New Mexico,, 3 ,Private profit,School Tuition & Fees,"$28,550.00", 3 
25107243,Oak Hill Regional Fire Academy,Texas,, 5 ,Private profit,School Tuition & Fees,"$14,350.00", 5 
25107131,Pima Medical Institute-Abuquerque West,New Mexico,, 6 ,Private profit,School Tuition & Fees,"$61,428.11", 29 
25106731,Kaplan Professional Schools-Albuquerque,New Mexico,, 6 ,Private profit,School Tuition & Fees,"$4,335.44", 19 
25106664,Maui School Of Therapeutic Massage,Hawaii,, 1 ,Private profit,School Tuition & Fees,"$4,020.00", 1 
25106431,A Better U Academy,New Mexico,, 2 ,Private profit,School Tuition & Fees,"$18,398.11", 2 
25106164,Anderson Aviation Inc,Hawaii,, 12 ,Private profit,School Tuition & Fees,"$103,878.62", 24 
25105843,Paul Mitchell The School Dallas,Texas,, 8 ,Private profit,School Tuition & Fees,"$126,238.48", 8 
25105743,Allied Skills Training Center,Texas,, 2 ,Private profit,School Tuition & Fees,"$9,000.00", 2 
25105643,Diamonds Cosmetology College,Texas,, 1 ,Private profit,School Tuition & Fees,"$3,290.00", 1 
25105224,Booneville Academy Of Cosmetolgy,Mississippi,, 1 ,Private profit,School Tuition & Fees,"$2,820.00", 1 
25105124,The Barber Institute,Mississippi,, 2 ,Private profit,School Tuition & Fees,"$6,214.80", 10 
25105064,Med-Assist School Of Hawaii Inc,Hawaii,, 8 ,Private profit,School Tuition & Fees,"$67,069.85", 34 
25105024,Delta Technical College Ridgeland,Mississippi,, 13 ,Private profit,School Tuition & Fees,"$137,567.35", 19 
25104943,River City School Of Massage Therapy Walzem,Texas,, 8 ,Private profit,School Tuition & Fees,"$30,351.21", 8 
25104931,Hypnotherapy Academy Of America,New Mexico,, 4 ,Private profit,School Tuition & Fees,"$37,282.85", 4 
25104743,Longhorn Helicopters Inc,Texas,, 43 ,Private profit,School Tuition & Fees,"$161,495.11", 74 
25104724,Cnk Barber College,Mississippi,, 13 ,Private profit,School Tuition & Fees,"$87,465.33", 13 
25104643,Texarkana Cosmetology Academy,Texas,, 2 ,Private profit,School Tuition & Fees,"$33,050.00", 2 
25104624,Southeastern Career Training Center,Mississippi,, 10 ,Private profit,School Tuition & Fees,"$31,680.00", 11 
25104524,Careers Plus Institute,Mississippi,, 11 ,Private profit,School Tuition & Fees,"$99,999.67", 14 
25104343,Gemini Sch Of Visual Arts And Comm,Texas,, 3 ,Private profit,School Tuition & Fees,"$31,534.36", 6 
25104331,Olympian University Of Cosmetology,New Mexico,, 5 ,Private profit,School Tuition & Fees,"$64,281.56", 5 
25104243,Fort Worth Beauty School,Texas,, 1 ,Private profit,School Tuition & Fees,"$15,815.00", 2 
25104231,Olympian University Of Cosmetology,New Mexico,, 6 ,Private profit,School Tuition & Fees,"$99,315.99", 6 
25104143,Houston School Of Massage Pllc,Texas,, 1 ,Private profit,School Tuition & Fees,"$4,699.00", 1 
25104031,Massage Therapy Training Institute,New Mexico,, 2 ,Private profit,School Tuition & Fees,"$16,733.00", 2 
25103931,Aveda Institute-New Mexico,New Mexico,, 2 ,Private profit,School Tuition & Fees,"$35,653.00", 3 
25103843,Paul Mitchell The School-Austin,Texas,, 12 ,Private profit,School Tuition & Fees,"$166,302.17", 13 
25103743,Anson Air Llc,Texas,, 4 ,Private profit,School Tuition & Fees,"$30,321.70", 19 
25103343,Pci Health Training Center-Richardson,Texas,, 5 ,Private profit,School Tuition & Fees,"$47,856.30", 8 
25103324,Air Venture Flight Center,Mississippi,, 2 ,Private profit,School Tuition & Fees,"$14,209.99", 14 
25103239,New Horizon Aviation Inc,Rhodes Island,, 2 ,Private profit,School Tuition & Fees,"$9,549.75", 6 
25103124,Delta Technical College Horn Lake,Mississippi,, 24 ,Private profit,School Tuition & Fees,"$273,126.51", 42 
25103043,Toni & Guy Hairdressing Academy-Carrollton,Texas,, 8 ,Private profit,School Tuition & Fees,"$94,327.71", 18 
25103031,Bode Aviation,New Mexico,, 1 ,Private profit,School Tuition & Fees,"$9,524.50", 8 
25103024,Day Spa Career College,Mississippi,, 1 ,Private profit,School Tuition & Fees,"$9,400.05", 2 
25102939,Paul Mitchell The School-Rhode Island,Rhodes Island,, 1 ,Private profit,School Tuition & Fees,"$1,427.08", 1 
25102743,Training Academy 4 U Llc,Texas,, 1 ,Private profit,School Tuition & Fees,"$7,322.84", 1 
25102739,Lincoln Technical Institute-Lincoln,Rhodes Island,, 7 ,Private profit,School Tuition & Fees,"$61,447.86", 8 
25102724,Truck Driver Institute Tupelo,Mississippi,, 12 ,Private profit,School Tuition & Fees,"$66,613.50", 12 
25102631,Universal Therapeutic Massage Institute,New Mexico,, 4 ,Private profit,School Tuition & Fees,"$28,791.28", 4 
25102624,Infinity Career College Senatobia,Mississippi,, 1 ,Private profit,School Tuition & Fees,"$11,660.00", 1 
25102424,Infinity Career College Gulfport,Mississippi,, 3 ,Private profit,School Tuition & Fees,"$18,015.00", 3 
25102331,The Ayurvedic Institute,New Mexico,, 2 ,Private profit,School Tuition & Fees,"$18,477.25", 5 
25102224,Ace Training Center Inc,Mississippi,, 5 ,Private profit,School Tuition & Fees,"$16,920.00", 5 
25102143,Astrodome Career Centers,Texas,, 1 ,Private profit,School Tuition & Fees,"$2,940.00", 1 
25102131,New Horizons Of Albuquerque,New Mexico,, 13 ,Private profit,School Tuition & Fees,"$167,980.90", 29 
25101931,New Mexico School Of Natural Therapeutics,New Mexico,, 5 ,Private profit,School Tuition & Fees,"$36,900.00", 5 
25101922,Driving For America Llc-Saginaw,Michigan,, 24 ,Private profit,School Tuition & Fees,"$130,467.00", 25 
25101843,Tint School Of Makeup And Cosmetology-Grand Prairie,Texas,, 5 ,Private profit,School Tuition & Fees,"$45,085.00", 5 
25101743,Tint School Of Makeup And Cosmetology-Irving,Texas,, 4 ,Private profit,School Tuition & Fees,"$38,192.28", 4 
25101424,Accessible Aviation International Inc,Mississippi,, 21 ,Private profit,School Tuition & Fees,"$60,290.13", 24 
25101343,Yahweh Beauty Academy,Texas,, 8 ,Private profit,School Tuition & Fees,"$65,468.82", 8 
25101043,Southern Careers Institute-Brownsville,Texas,, 15 ,Private profit,School Tuition & Fees,"$140,699.08", 129 
25101024,Truck Driver Institute Saucier,Mississippi,, 43 ,Private profit,School Tuition & Fees,"$221,993.06", 43 
25100843,Texas Barber Colleges And Hairstyling Schools #4,Texas,, 19 ,Private profit,School Tuition & Fees,"$238,638.71", 21 
25100543,Aveda Institute-San Antonio,Texas,, 10 ,Private profit,School Tuition & Fees,"$151,750.00", 10 
25100143,Southern Careers Institute-Harlingen,Texas,, 19 ,Private profit,School Tuition & Fees,"$164,884.19", 127 
25100008,American Beauty Academy,Delaware,, 1 ,Private profit,School Tuition & Fees,"$3,320.00", 1 
25099543,Hair Expressions Barber Sch,Texas,, 8 ,Private profit,School Tuition & Fees,"$57,790.71", 9 
25099443,Excel Learning Center,Texas,, 4 ,Private profit,School Tuition & Fees,"$47,401.52", 4 
25099243,Everest Institute-Bissonnet,Texas,, 57 ,Private profit,School Tuition & Fees,"$533,502.27", 275 
25099043,Metroplex Beauty School,Texas,, 1 ,Private profit,School Tuition & Fees,"$3,979.44", 1 
25098243,Texas College Of Cosmetology-Abilene,Texas,, 4 ,Private profit,School Tuition & Fees,"$42,118.00", 5 
25097743,The College Of Health Care Professions-Sw Houston,Texas,, 14 ,Private profit,School Tuition & Fees,"$144,098.66", 15 
25097643,Sky Safety Inc,Texas,, 7 ,Private profit,School Tuition & Fees,"$29,581.89", 17 
25096243,Dental Replacement Trng Acad Inc,Texas,, 1 ,Private profit,School Tuition & Fees,"$2,362.50", 1 
25095543,Mediatech Institute-Houston,Texas,, 13 ,Private profit,School Tuition & Fees,"$145,321.02", 21 
25095243,Milan Institute Of Cosmetology-San Antonio Walzem,Texas,, 10 ,Private profit,School Tuition & Fees,"$65,397.08", 14 
25095043,North Texas Fire Academy,Texas,, 5 ,Private profit,School Tuition & Fees,"$13,029.57", 7 
25094943,Southern Careers Institute-San Antonio,Texas,, 87 ,Private profit,School Tuition & Fees,"$715,158.05", 612 
25094843,Southern Careers Institute-Austin,Texas,, 20 ,Private profit,School Tuition & Fees,"$163,313.31", 143 
25094521,Peterson School-Westwood,Massachusetts,, 10 ,Private profit,School Tuition & Fees,"$32,555.00", 10 
25094343,Consulting Solutions.Net,Texas,, 2 ,Private profit,School Tuition & Fees,"$21,000.00", 2 
25094043,Institute Of Flight Operations And Dispatch,Texas,, 19 ,Private profit,School Tuition & Fees,"$66,145.00", 19 
25093312,Milan Institute-Nampa,Idaho,, 11 ,Private profit,School Tuition & Fees,"$84,754.49", 18 
25093212,Austin Kade Academy,Idaho,, 2 ,Private profit,School Tuition & Fees,"$20,415.35", 3 
25093043,Mesilla Valley Training Inst,Texas,, 34 ,Private profit,School Tuition & Fees,"$122,108.70", 42 
25093012,Academy Of Cosmetology,Idaho,, 1 ,Private profit,School Tuition & Fees,"$5,176.00", 2 
25092943,Paul Mitchell The School-Houston,Texas,, 13 ,Private profit,School Tuition & Fees,"$234,893.93", 15 
25092743,Aveda Institute-Houston,Texas,, 5 ,Private profit,School Tuition & Fees,"$76,795.02", 5 
25092712,College Of Massage Therapy,Idaho,, 1 ,Private profit,School Tuition & Fees,"$9,325.50", 1 
25092612,Aveda Institute-Boise,Idaho,, 1 ,Private profit,School Tuition & Fees,"$19,312.00", 1 
25092521,Medical Professional Institute,Massachusetts,, 1 ,Private profit,School Tuition & Fees,"$8,666.60", 1 
25092443,South Texas Vocational Technical Institute-Brownsville,Texas,, 15 ,Private profit,School Tuition & Fees,"$166,116.39", 39 
25092412,Paul Mitchell The School Rexburg,Idaho,, 5 ,Private profit,School Tuition & Fees,"$68,253.72", 5 
25092343,Mediatech Institute-Austin,Texas,, 12 ,Private profit,School Tuition & Fees,"$143,323.92", 21 
25092243,San Antonio Board Of Realtors Inc,Texas,, 24 ,Private profit,School Tuition & Fees,"$11,290.50", 116 
25092212,Idaho Real Estate School,Idaho,, 10 ,Private profit,School Tuition & Fees,"$5,400.90", 11 
25092112,Pro Weld School,Idaho,, 5 ,Private profit,School Tuition & Fees,"$16,000.00", 12 
25092043,Pccenter,Texas,, 3 ,Private profit,School Tuition & Fees,"$15,242.00", 13 
25091812,Oliver Finley Academy Of Cosmetology,Idaho,, 4 ,Private profit,School Tuition & Fees,"$55,315.54", 4 
25091521,Executive Flyers Aviation,Massachusetts,, 5 ,Private profit,School Tuition & Fees,"$13,616.14", 19 
25091512,Jetstream Aviation Inc,Idaho,, 6 ,Private profit,School Tuition & Fees,"$43,781.28", 22 
25091312,Boise Barber College,Idaho,, 5 ,Private profit,School Tuition & Fees,"$40,953.20", 5 
25091243,Cannon Institute Of Higher Learning,Texas,, 5 ,Private profit,School Tuition & Fees,"$45,475.57", 5 
25090912,Toni & Guy Hairdressing Academy-Boise,Idaho,, 1 ,Private profit,School Tuition & Fees,"$11,468.78", 1 
25090843,Texas Health School,Texas,, 5 ,Private profit,School Tuition & Fees,"$43,178.56", 5 
25090812,Top Gun Truck Driving Academy,Idaho,, 6 ,Private profit,School Tuition & Fees,"$21,600.00", 6 
25090643,Milan Institute-Amarillo,Texas,, 4 ,Private profit,School Tuition & Fees,"$48,792.98", 5 
25090543,Acoustic Edge Inst Of Houston,Texas,, 26 ,Private profit,School Tuition & Fees,"$288,115.98", 82 
25090512,Sage Technical Services-Blackfoot,Idaho,, 9 ,Private profit,School Tuition & Fees,"$31,996.50", 10 
25090143,Continental Truck Driver Trng And Edu Sch,Texas,, 24 ,Private profit,School Tuition & Fees,"$83,499.64", 24 
25090042,Downtown Aviation,Tennessee,, 1 ,Private profit,School Tuition & Fees,"$5,849.50", 6 
25089443,Everest Institute-Austin,Texas,, 76 ,Private profit,School Tuition & Fees,"$676,142.39", 429 
25089412,Silverhawk Aviation Academy Llc,Idaho,, 2 ,Private profit,School Tuition & Fees,"$7,478.20", 6 
25089212,D & L Academy Of Hair Design,Idaho,, 2 ,Private profit,School Tuition & Fees,"$15,430.00", 2 
25088812,American Institute Of Clinical Massage,Idaho,, 4 ,Private profit,School Tuition & Fees,"$36,400.20", 6 
25088643,Roadmaster Drivers School,Texas,, 181 ,Private profit,School Tuition & Fees,"$1,173,777.35", 181 
25088446,Sylvain Melloul International Hair Academy,Virginia,, 4 ,Private profit,School Tuition & Fees,"$43,330.00", 4 
25088243,Everest Institute-Hobby,Texas,, 9 ,Private profit,School Tuition & Fees,"$52,421.47", 38 
25088112,Sage Technical Services-Caldwell,Idaho,, 10 ,Private profit,School Tuition & Fees,"$42,945.30", 10 
25087712,Northwest Lineman College,Idaho,, 35 ,Private profit,School Tuition & Fees,"$382,396.25", 35 
25087612,Sage Technical Services-Coeur D'Alene,Idaho,, 15 ,Private profit,School Tuition & Fees,"$73,520.00", 16 
25087243,Texas School Of Massage,Texas,, 1 ,Private profit,School Tuition & Fees,"$3,960.00", 1 
25087212,Paul Mitchell The School-Boise,Idaho,, 1 ,Private profit,School Tuition & Fees,"$17,887.50", 1 
25086743,Us Aviation Academy,Texas,, 2 ,Private profit,School Tuition & Fees,"$11,188.00", 6 
25084943,Truck Driver Institute,Texas,, 34 ,Private profit,School Tuition & Fees,"$175,206.50", 76 
25084562,International Academy Of Film & Television,Philippines,, 6 ,Private profit,School Tuition & Fees,"$62,721.59", 7 
25084343,Institute Of Bodywork Studies,Texas,, 1 ,Private profit,School Tuition & Fees,"$6,000.00", 1 
25084143,Vogue College Of Cosmotology-San Antonio Fredericksburg,Texas,, 4 ,Private profit,School Tuition & Fees,"$45,078.50", 4 
25083643,Cybertex Institute Of Tech Austin,Texas,, 6 ,Private profit,School Tuition & Fees,"$72,466.29", 6 
25083540,B-Unique Beauty And Barber Academy,South Carolina,, 1 ,Private profit,School Tuition & Fees,"$18,650.00", 1 
25082943,New Horizons Clc Austin,Texas,, 26 ,Private profit,School Tuition & Fees,"$498,451.50", 29 
25082740,Victory Christian School-Victory Baptist College,South Carolina,, 2 ,Private profit,School Tuition & Fees,"$2,480.00", 4 
25082143,Frazier'S Barber College,Texas,, 3 ,Private profit,School Tuition & Fees,"$16,620.00", 3 
25081940,International Diving Institute,South Carolina,, 37 ,Private profit,School Tuition & Fees,"$643,112.69", 55 
25081840,Sage Technical Services,South Carolina,, 16 ,Private profit,School Tuition & Fees,"$56,783.98", 16 
25081521,The Salter School-Malden,Massachusetts,, 4 ,Private profit,School Tuition & Fees,"$51,350.00", 4 
25081516,Marinello School Of Beauty-Overland Park,Kansas,, 8 ,Private profit,School Tuition & Fees,"$62,488.41", 17 
25080901,Aveda Institute Birmingham,Alabama,, 1 ,Private profit,School Tuition & Fees,"$15,750.00", 1 
25080801,"Arc Pro,Inc-Pipe Welding School",Alabama,, 10 ,Private profit,School Tuition & Fees,"$112,217.42", 11 
25080743,Bell Helicopter Training Academy,Texas,, 3 ,Private profit,School Tuition & Fees,"$33,293.28", 3 
25080643,Hands On Approach Sch Of Massage,Texas,, 1 ,Private profit,School Tuition & Fees,"$4,605.00", 1 
25080521,Northampton Aeronautics Inc,Massachusetts,, 3 ,Private profit,School Tuition & Fees,"$13,796.71", 13 
25080501,Sea School Mobile Inc,Alabama,, 43 ,Private profit,School Tuition & Fees,"$62,469.00", 83 
25080421,The Salter School-Tewksbury Campus,Massachusetts,, 3 ,Private profit,School Tuition & Fees,"$40,700.00", 3 
25080321,Lincoln Technical Institute-Lowell,Massachusetts,, 5 ,Private profit,School Tuition & Fees,"$38,137.18", 25 
25080143,Starmark Academy For Prof Dog Trnrs Inc,Texas,, 25 ,Private profit,School Tuition & Fees,"$222,254.82", 25 
25080140,Howards Barber Styling College Llc Withdrawn,South Carolina,, 4 ,Private profit,School Tuition & Fees,"$24,160.00", 4 
25080121,Lincoln Technical Institute-Brockton,Massachusetts,, 4 ,Private profit,School Tuition & Fees,"$20,763.98", 13 
25079743,Everest Institute-Greenspoint,Texas,, 18 ,Private profit,School Tuition & Fees,"$97,071.05", 68 
25078336,American Truck Training,Oklahoma,, 51 ,Private profit,School Tuition & Fees,"$234,577.04", 51 
25078243,Jay'S Technical Institute Houston,Texas,, 5 ,Private profit,School Tuition & Fees,"$69,433.77", 7 
25078236,Paul Mitchell The School-Tulsa,Oklahoma,, 1 ,Private profit,School Tuition & Fees,"$14,955.00", 1 
25078136,Oklahoma School Of Welding-Mcalester,Oklahoma,, 1 ,Private profit,School Tuition & Fees,"$16,000.00", 1 
25078036,Academy Of Hair Design-Oklahoma City,Oklahoma,, 1 ,Private profit,School Tuition & Fees,"$17,300.00", 2 
