Facility Code,Name of Institution,State,Country,Number of Trainees,Profit Status,Type of Payment,Tuition and Fees Cost,Number of payments
25019846,Alliance Tractor Trailer Trg Ctr-Wytheville,Virginia,,9,Private profit,School Tuition & Fees,"$39,907.50",9
25019830,Pc Age Career Institute - Parsippany,New Jersey,,2,Private profit,School Tuition & Fees,"$34,556.96",2
25019820,"Von Lee International School Of Aesthetics, Inc",Maryland,,4,Private profit,School Tuition & Fees,"$30,391.00",4
25019806,Healing Arts Institute,Colorado,,3,Private profit,School Tuition & Fees,"$27,285.00",3
25019742,Memphis Academy Of Barbering,Tennessee,,2,Private profit,School Tuition & Fees,"$26,052.50",3
25019642,"Bodyworks School Of Massage, Inc.",Tennessee,,1,Private profit,School Tuition & Fees,"$6,599.00",2
25019630,Everest Institute,New Jersey,,29,Private profit,School Tuition & Fees,"$304,411.72",197
25019431,International Schools (Truck Driving),New Mexico,,52,Private profit,School Tuition & Fees,"$203,735.91",54
25019420,The Sheffield Institute For The Recording Arts,Maryland,,12,Private profit,School Tuition & Fees,"$179,566.41",14
25019146,Horizon Flight Center Llc,Virginia,,54,Private profit,School Tuition & Fees,"$245,418.32",178
25019130,Star Career Academy - Newark,New Jersey,,7,Private profit,School Tuition & Fees,"$68,425.28",28
25019031,Olympian University Of Cosmetology #2,New Mexico,,1,Private profit,School Tuition & Fees,"$15,795.04",1
25019030,Harris School Of Business - Hamilton,New Jersey,,2,Private profit,School Tuition & Fees,"$17,926.02",3
25019006,New Horizons Clc Of Colorado,Colorado,,44,Private profit,School Tuition & Fees,"$367,913.90",75
25018807,Newington Certificate Program (Orthotics&Prosthetics),Connecticut,,1,Private profit,School Tuition & Fees,"$10,514.70",3
25018730,Pc Age Career Institute - Jersey City,New Jersey,,1,Private profit,School Tuition & Fees,"$19,198.31",1
25018642,"Truck Driver Institute, Inc",Tennessee,,23,Private profit,School Tuition & Fees,"$122,026.50",24
25018442,Tennessee Academy Of Cosmetology,Tennessee,,6,Private profit,School Tuition & Fees,"$67,364.50",6
25018430,Stenotech Career Institute - Piscataway,New Jersey,,1,Private profit,School Tuition & Fees,"$10,072.00",1
25018403,Arizona School Of Massage Therapy - Phoenix,Arizona,,32,Private profit,School Tuition & Fees,"$321,534.17",99
25018330,Advantage Career Institute,New Jersey,,3,Private profit,School Tuition & Fees,"$13,758.50",3
25018303,Arizona School Of Massage Therapy - Tempe,Arizona,,13,Private profit,School Tuition & Fees,"$93,266.44",26
25017930,National Personal Training Institute Of North Jersey,New Jersey,,7,Private profit,School Tuition & Fees,"$42,893.50",7
25017911,"Augusta School Of Massage, Inc",Georgia,,6,Private profit,School Tuition & Fees,"$46,875.00",6
25017530,Gentle Healing School Of Massage,New Jersey,,1,Private profit,School Tuition & Fees,"$2,565.00",1
25017511,Everest Institute (Jonesboro),Georgia,,27,Private profit,School Tuition & Fees,"$302,630.01",53
25017503,Interface Technical Training,Arizona,,1,Private profit,School Tuition & Fees,"$2,495.00",1
25017342,Massage Institute Of Cleveland,Tennessee,,1,Private profit,School Tuition & Fees,"$2,800.00",1
25017330,Aims Education,New Jersey,,4,Private profit,School Tuition & Fees,"$36,607.23",8
25017311,Vogue Beauty & Barber School,Georgia,,15,Private profit,School Tuition & Fees,"$219,610.50",16
25017211,America'S Driving Force Of Ga,Georgia,,28,Private profit,School Tuition & Fees,"$73,306.08",28
25017042,Swift Driving Academy,Tennessee,,1,Private profit,School Tuition & Fees,"$3,900.00",1
25017033,Park West Barber School Greensboro,North Carolina,,1,Private profit,School Tuition & Fees,"$1,943.74",1
25016911,Savannah Barber/Styling Institute,Georgia,,6,Private profit,School Tuition & Fees,"$28,239.72",6
25016906,Colorado Institute Of Taxidermy Training,Colorado,,6,Private profit,School Tuition & Fees,"$29,045.65",7
25016820,Maryland Institute Of Criminal Justice,Maryland,,3,Private profit,School Tuition & Fees,"$10,670.00",3
25016742,New Horizons Clc Chattanooga,Tennessee,,4,Private profit,School Tuition & Fees,"$42,990.08",18
25016733,Health And Style Institute Llc,North Carolina,,1,Private profit,School Tuition & Fees,"$19,198.31",1
25016642,New Horizons Clc Knoxville,Tennessee,,26,Private profit,School Tuition & Fees,"$409,891.93",26
25016530,Ocean Aire,New Jersey,,2,Private profit,School Tuition & Fees,"$4,441.14",4
25016420,Harmons Beauty School,Maryland,,1,Private profit,School Tuition & Fees,"$17,634.00",1
25016406,Toni & Guy Hairdressing Academy,Colorado,,20,Private profit,School Tuition & Fees,"$324,018.93",20
25016346,Virginia School Of Hair Design,Virginia,,6,Private profit,School Tuition & Fees,"$17,505.85",6
25016342,Massage Institute Of Memphis,Tennessee,,1,Private profit,School Tuition & Fees,"$8,600.00",1
25016333,National Personal Training Institute Of Charlotte,North Carolina,,14,Private profit,School Tuition & Fees,"$87,496.60",14
25016321,Barbri Bar Review,Massachusetts,,16,Private profit,School Tuition & Fees,"$50,569.50",16
25016133,Impact University,North Carolina,,2,Private profit,School Tuition & Fees,"$2,200.00",2
25016120,Avara'S Academy Of Hair Design,Maryland,,3,Private profit,School Tuition & Fees,"$18,667.00",3
25016033,Empire Beauty Schools - Pineville/Charlotte,North Carolina,,1,Private profit,School Tuition & Fees,"$9,376.67",2
25016004,Blue Cliff College,Arkansas,,12,Private profit,School Tuition & Fees,"$98,671.01",31
25015949,Roehl Driver Training Center,Wisconsin,,6,Private profit,School Tuition & Fees,"$19,319.00",7
25015933,National Personal Training Institute Of North Carolina,North Carolina,,17,Private profit,School Tuition & Fees,"$112,675.50",18
25015849,Diesel Truck Driver Training School Inc,Wisconsin,,11,Private profit,School Tuition & Fees,"$52,918.00",11
25015846,Virginia Beach Beauty & Barber Academy,Virginia,,57,Private profit,School Tuition & Fees,"$234,825.35",61
25015833,My Computer Career.Com,North Carolina,,60,Private profit,School Tuition & Fees,"$1,039,096.00",62
25015733,The Hair Design School At Charlotte,North Carolina,,2,Private profit,School Tuition & Fees,"$16,156.00",2
25015706,Starkey International,Colorado,,3,Private profit,School Tuition & Fees,"$28,836.00",3
25015642,"Cumberland Institute Of Holistic Therapies, Inc.",Tennessee,,6,Private profit,School Tuition & Fees,"$26,525.00",18
25015633,The Hair Design School At Winston Salem,North Carolina,,1,Private profit,School Tuition & Fees,"$9,550.00",1
25015623,Centerpoint Massage &    Shiatsu Therapy School,Minnesota,,4,Private profit,School Tuition & Fees,"$24,136.11",8
25015533,The Hair Design School At Greensboro,North Carolina,,3,Private profit,School Tuition & Fees,"$21,430.00",3
25015506,Massage Therapy Institute Of Colorado,Colorado,,5,Private profit,School Tuition & Fees,"$63,715.51",5
25015503,Universal Barber College,Arizona,,8,Private profit,School Tuition & Fees,"$79,000.00",10
25015430,Network Learning Institute,New Jersey,,2,Private profit,School Tuition & Fees,"$5,442.50",3
25015333,Discovery Diving Co Inc,North Carolina,,32,Private profit,School Tuition & Fees,"$417,494.31",114
25015323,Emergency Training Associates Inc,Minnesota,,1,Private profit,School Tuition & Fees,"$9,750.00",4
25015223,The Travel Academy,Minnesota,,8,Private profit,School Tuition & Fees,"$46,411.00",9
25015203,"K & S Aviation Services, Inc.",Arizona,,10,Private profit,School Tuition & Fees,"$70,304.46",13
25015146,Mid-Atlantic Maritime Academy,Virginia,,299,Private profit,School Tuition & Fees,"$2,185,055.35","1,467"
25015133,Connecticut School Of Broadcasting,North Carolina,,3,Private profit,School Tuition & Fees,"$27,170.50",4
25014933,Burlington Aviation,North Carolina,,3,Private profit,School Tuition & Fees,"$8,747.90",12
25014930,Medical Consultants Instructional Training Center,New Jersey,,6,Private profit,School Tuition & Fees,"$24,000.00",6
25014833,New Horizons-Durham,North Carolina,,279,Private profit,School Tuition & Fees,"$3,705,317.66",451
25014820,Aspen Beauty Academy Of Laurel,Maryland,,9,Private profit,School Tuition & Fees,"$121,194.31",9
25014803,Arizona School Of Integrative Studies - Clarkdale,Arizona,,1,Private profit,School Tuition & Fees,"$5,641.62",1
25014733,New Horizons-Charlotte,North Carolina,,100,Private profit,School Tuition & Fees,"$1,246,060.24",367
25014633,Nc Dental U - Wake Forest,North Carolina,,5,Private profit,School Tuition & Fees,"$15,816.00",5
25014620,Fortis Institute-Towson,Maryland,,8,Private profit,School Tuition & Fees,"$96,802.31",9
25014611,Profile Institute Of Barber - Styling,Georgia,,9,Private profit,School Tuition & Fees,"$134,410.20",10
25014533,Flyright Inc,North Carolina,,6,Private profit,School Tuition & Fees,"$40,388.53",6
25014519,Prodrive Driver Development Services,Maine,,4,Private profit,School Tuition & Fees,"$14,130.00",4
25014433,Park West Barber School Durham,North Carolina,,4,Private profit,School Tuition & Fees,"$35,242.80",5
25014420,Fortis Institute (Formerly Know As Medix School-West),Maryland,,20,Private profit,School Tuition & Fees,"$224,873.53",38
25014333,Paul Mitchell The School Raleigh (Formerly The Emerald Academy),North Carolina,,5,Private profit,School Tuition & Fees,"$52,879.36",6
25014323,Empire Beauty Schools-Bloomington,Minnesota,,1,Private profit,School Tuition & Fees,$373.88,1
25014320,Baltimore School Of Massage,Maryland,,24,Private profit,School Tuition & Fees,"$249,927.69",24
25014233,Cheveux School Of Hair Design,North Carolina,,3,Private profit,School Tuition & Fees,"$26,365.00",3
25014211,Roberts School Of Cosmetology,Georgia,,1,Private profit,School Tuition & Fees,"$5,109.00",1
25014133,Transtech Inc,North Carolina,,12,Private profit,School Tuition & Fees,"$30,705.00",12
25014130,National Tax Training School,New Jersey,,1,Private profit,School Tuition & Fees,$104.25,1
25014103,New Horizons Clc - Tucson,Arizona,,27,Private profit,School Tuition & Fees,"$199,175.70",55
25014033,Fayetteville Beauty College,North Carolina,,4,Private profit,School Tuition & Fees,"$37,978.81",4
25013911,Empire Beauty Schools - Lawrenceville,Georgia,,5,Private profit,School Tuition & Fees,"$55,707.64",6
25013811,International School Of Skin & Nail Care,Georgia,,12,Private profit,School Tuition & Fees,"$112,697.50",12
25013733,Just For You Barber Styling Academy,North Carolina,,4,Private profit,School Tuition & Fees,"$17,891.00",5
25013706,Colorado Institute Of Massage Therapy,Colorado,,10,Private profit,School Tuition & Fees,"$100,062.39",21
25013630,Mobile Technical Training,New Jersey,,18,Private profit,School Tuition & Fees,"$155,494.72",25
25013533,Triad Air Inc (D.B.A Piedmont Flight Training School),North Carolina,,3,Private profit,School Tuition & Fees,"$11,620.44",7
25013503,Discovery Detective Academy,Arizona,,2,Private profit,School Tuition & Fees,"$13,390.00",2
25013304,Central Flying Service,Arkansas,,5,Private profit,School Tuition & Fees,"$12,709.98",9
25013240,Real Estate School Of South Carolina,South Carolina,,10,Private profit,School Tuition & Fees,"$4,389.40",13
25013233,Carolina Trucking Academy,North Carolina,,13,Private profit,School Tuition & Fees,"$51,200.00",13
25013130,Institute For Therapeutic Massage,New Jersey,,1,Private profit,School Tuition & Fees,"$15,350.00",2
25013128,Paul Mitchell The School- Las Vegas,Nevada,,3,Private profit,School Tuition & Fees,"$56,812.34",4
25013111,"Southeastern Trade Schools, Inc Dba Southeastern Beauty/Barber Schools",Georgia,,4,Private profit,School Tuition & Fees,"$47,680.37",4
25013033,Roadmaster Drivers School Of North Carolina Inc,North Carolina,,110,Private profit,School Tuition & Fees,"$642,082.58",111
25013028,Academy Of Dental Careers,Nevada,,1,Private profit,School Tuition & Fees,"$4,400.00",1
25013020,Aspen Beauty Academy Inc,Maryland,,1,Private profit,School Tuition & Fees,"$7,610.00",1
25013004,Arthurs Beauty College-Conway,Arkansas,,1,Private profit,School Tuition & Fees,"$12,551.88",1
25012928,Milan Institute- Las Vegas,Nevada,,3,Private profit,School Tuition & Fees,"$31,982.78",5
25012922,Everest Institute - Kalamazoo,Michigan,,21,Private profit,School Tuition & Fees,"$166,837.67",113
25012920,Academy Of Professional Barber Stylists,Maryland,,5,Private profit,School Tuition & Fees,"$31,356.52",5
25012833,Empire Beauty Schools - Concord,North Carolina,,4,Private profit,School Tuition & Fees,"$45,746.00",6
25012822,Everest Institute - Detroit,Michigan,,3,Private profit,School Tuition & Fees,"$27,773.93",19
25012733,Daoist Traditions College Of Chinese Medical Arts,North Carolina,,1,Private profit,School Tuition & Fees,"$4,650.00",1
25012728,New Horizons Computer Learning Center - Reno,Nevada,,3,Private profit,School Tuition & Fees,"$17,388.00",6
25012720,All State Career School,Maryland,,40,Private profit,School Tuition & Fees,"$390,046.27",74
25012633,Paul Mitchell The School Gastonia (Formerly Carolina Academy),North Carolina,,4,Private profit,School Tuition & Fees,"$56,150.08",4
25012628,New Horizons Computer Learning Center - Las Vegas,Nevada,,13,Private profit,School Tuition & Fees,"$82,490.20",29
25012533,T & I Barber School,North Carolina,,10,Private profit,School Tuition & Fees,"$55,325.84",12
25012530,Av Tech Institute Of Technology,New Jersey,,1,Private profit,School Tuition & Fees,"$2,800.00",1
25012428,Southwest Truck Driver Training,Nevada,,43,Private profit,School Tuition & Fees,"$221,135.33",43
25012346,Advanced Fuller School Of Massage Therapy,Virginia,,8,Private profit,School Tuition & Fees,"$27,390.00",11
25012333,Aveda Institute Chapel Hill,North Carolina,,10,Private profit,School Tuition & Fees,"$156,515.06",10
25012330,Computer Insight Learning Center,New Jersey,,4,Private profit,School Tuition & Fees,"$59,994.93",4
25012311,Southern Barber College,Georgia,,7,Private profit,School Tuition & Fees,"$44,600.00",7
25012233,Western North Carolina Aviation,North Carolina,,2,Private profit,School Tuition & Fees,"$7,844.40",6
25012230,"Holtz Learning Centers, Ltd",New Jersey,,4,Private profit,School Tuition & Fees,"$1,487.00",4
25012228,Euphoria Institute Of Beauty Arts & Sciences-Green Valley,Nevada,,7,Private profit,School Tuition & Fees,"$128,340.26",9
25012203,"Quantum Helicopters, Inc.",Arizona,,3,Private profit,School Tuition & Fees,"$15,356.25",4
25012133,Tradewind Aviation International,North Carolina,,2,Private profit,School Tuition & Fees,"$7,875.75",2
25012130,Casino Gaming Institute (Cgi),New Jersey,,3,Private profit,School Tuition & Fees,"$10,314.00",4
25012128,Euphoria Institute Of Beauty Arts & Sciences - Aliante,Nevada,,3,Private profit,School Tuition & Fees,"$55,675.10",3
25012111,Samverly College Of Barber & Hairstyling,Georgia,,15,Private profit,School Tuition & Fees,"$66,364.56",16
25012028,Euphoria Institute Of Beauty Arts & Sciences - Summerlin,Nevada,,7,Private profit,School Tuition & Fees,"$121,331.66",9
25012013,Mr John'S School Of Cosmetology,Illinois,,1,Private profit,School Tuition & Fees,"$6,215.25",1
25011906,Kaplan Professional Schools - Denver,Colorado,,10,Private profit,School Tuition & Fees,"$7,981.90",11
25011904,Eastern College Of Health Vocations,Arkansas,,5,Private profit,School Tuition & Fees,"$41,369.12",15
25011830,Smith And Solomon Driver Training,New Jersey,,5,Private profit,School Tuition & Fees,"$17,612.00",5
25011733,Inovatech College Of Business & Technology,North Carolina,,7,Private profit,School Tuition & Fees,"$25,935.00",11
25011730,Lincoln Technical Institute - Paramus,New Jersey,,17,Private profit,School Tuition & Fees,"$152,681.01",63
25011630,Institute Of Logistical Management,New Jersey,,1,Private profit,School Tuition & Fees,$121.64,1
25011542,"Tennessee School Of Beauty, Inc.",Tennessee,,6,Private profit,School Tuition & Fees,"$60,173.50",6
25011530,"T.H.E. Technologies, Llc",New Jersey,,2,Private profit,School Tuition & Fees,"$18,395.00",4
25011519,Tri-County Ems,Maine,,2,Private profit,School Tuition & Fees,"$1,795.00",2
25011504,Arkansas Academy Of Hair Design,Arkansas,,3,Private profit,School Tuition & Fees,"$11,468.83",3
25011433,Southeastern Institute (Formerly Southeastern School Of Neuromuscular Massage),North Carolina,,25,Private profit,School Tuition & Fees,"$216,328.55",148
25011342,Queen City College,Tennessee,,35,Private profit,School Tuition & Fees,"$404,946.13",36
25011333,North Carolina Massage School (Former Edmund Morgan Sch Neuromuscular/Massage),North Carolina,,1,Private profit,School Tuition & Fees,"$8,325.00",1
25011233,Nascar Technical Institution (Aka Universal Technical Institute),North Carolina,,366,Private profit,School Tuition & Fees,"$4,649,194.72","3,278"
25011220,Bladensburg Barber School,Maryland,,7,Private profit,School Tuition & Fees,"$33,435.68",8
25011111,Everest Institute (Marietta),Georgia,,23,Private profit,School Tuition & Fees,"$184,833.48",90
25010942,Mister Wayne'S School Of Unisex Hair Design,Tennessee,,1,Private profit,School Tuition & Fees,"$14,333.00",1
25010833,Paul Mitchell The School Fayetteville(Former Montgomery'S Hair Styling),North Carolina,,29,Private profit,School Tuition & Fees,"$425,431.26",31
25010830,"Cortiva Institute, Wall, Nj",New Jersey,,1,Private profit,School Tuition & Fees,"$7,548.08",1
25010803,American Institute Of Trucking,Arizona,,31,Private profit,School Tuition & Fees,"$225,274.85",53
25010730,Rizzieri School For The Healing Arts,New Jersey,,2,Private profit,School Tuition & Fees,"$11,222.50",2
25010628,European Massage Therapy School,Nevada,,1,Private profit,School Tuition & Fees,"$8,500.00",2
25010603,Cortiva Institute - Scottsdale,Arizona,,7,Private profit,School Tuition & Fees,"$47,653.39",27
25010533,Mcclain Barber School,North Carolina,,1,Private profit,School Tuition & Fees,"$5,000.00",1
25010529,Heavy Construction Academy,New Hampshire,,318,Private profit,School Tuition & Fees,"$5,360,660.72",320
25010528,Aveda Institute Las Vegas,Nevada,,7,Private profit,School Tuition & Fees,"$118,395.01",7
25010519,Seacoast Career Schools,Maine,,5,Private profit,School Tuition & Fees,"$52,697.57",6
25010402,Trend Setters School Of Beauty,Alaska,,3,Private profit,School Tuition & Fees,"$16,874.14",3
25010311,"Ced Solutions, Llc",Georgia,,47,Private profit,School Tuition & Fees,"$146,173.61",82
25010306,Denver School Of Massage Therapy-Aurora,Colorado,,16,Private profit,School Tuition & Fees,"$135,898.82",41
25010249,Associated Training Services Corp,Wisconsin,,140,Private profit,School Tuition & Fees,"$2,038,183.22",154
25010029,Stonehearth Open Learning Opportunities,New Hampshire,,13,Private profit,School Tuition & Fees,"$26,928.00",14
25009929,Stonemakers Academy,New Hampshire,,226,Private profit,School Tuition & Fees,"$4,018,519.70",229
25009905,Joe Blasco Make-Up Artist Training Center,California,,3,Private profit,School Tuition & Fees,"$46,273.75",3
25009837,Academy Of Cosmetology Careers,Oregon,,1,Private profit,School Tuition & Fees,"$2,575.00",1
25009833,Crosscountry Truck Driving School,North Carolina,,13,Private profit,School Tuition & Fees,"$31,936.90",13
25009711,Falcon Aviation Academy - (Newnan),Georgia,,7,Private profit,School Tuition & Fees,"$34,449.83",15
25009637,"United Bicycle Institute, Inc",Oregon,,17,Private profit,School Tuition & Fees,"$71,819.13",36
25009628,Milan Institute Of Cosmetology,Nevada,,5,Private profit,School Tuition & Fees,"$57,388.23",12
25009537,National Personal Training Institute Inc,Oregon,,9,Private profit,School Tuition & Fees,"$77,867.50",13
25009528,Milan Institute (Sparks),Nevada,,13,Private profit,School Tuition & Fees,"$81,597.56",21
25009519,Vtec Training,Maine,,1,Private profit,School Tuition & Fees,"$6,357.00",3
25009230,"Central Career Institute, Llc",New Jersey,,1,Private profit,School Tuition & Fees,"$9,796.50",1
25009130,Ez Wheels Driving School,New Jersey,,1,Private profit,School Tuition & Fees,"$3,999.00",1
25009011,"Premier Systems & Training, Inc. (Pst, Inc.)Withdrawn",Georgia,,15,Private profit,School Tuition & Fees,"$176,360.47",102
25008949,"State College Of Beauty Culture, Inc",Wisconsin,,1,Private profit,School Tuition & Fees,"$15,500.00",1
25008933,"Dillons Aviation, Inc",North Carolina,,3,Private profit,School Tuition & Fees,"$9,171.87",7
25008920,Empire Aviation & Leasing Dba Frederick Flight Center,Maryland,,3,Private profit,School Tuition & Fees,"$6,633.22",16
25008911,Casey & Son Horseshoeing School,Georgia,,6,Private profit,School Tuition & Fees,"$35,650.00",6
25008830,Ace Healthcare Training Institute,New Jersey,,1,Private profit,School Tuition & Fees,$750.00,1
25008828,Advanced Training Institute,Nevada,,59,Private profit,School Tuition & Fees,"$894,360.40",63
25008811,Laurus Technical Institute,Georgia,,58,Private profit,School Tuition & Fees,"$775,281.85",62
25008730,Ace Healthcare Training Institute,New Jersey,,1,Private profit,School Tuition & Fees,"$1,520.00",2
25008642,"Austin'S Beauty College, Inc.",Tennessee,,12,Private profit,School Tuition & Fees,"$117,515.97",12
25008630,Healthcare Training Institute,New Jersey,,1,Private profit,School Tuition & Fees,"$11,278.00",1
25008628,Crescent School Of Gaming & Bartending,Nevada,,22,Private profit,School Tuition & Fees,"$201,891.24",24
25008611,The Creative Circus,Georgia,,5,Private profit,School Tuition & Fees,"$28,367.20",8
25008542,Arnold'S Beauty School,Tennessee,,2,Private profit,School Tuition & Fees,"$24,462.50",2
25008533,Center For Massage And Natural Health,North Carolina,,3,Private profit,School Tuition & Fees,"$18,361.17",3
25008430,Star Career Academy - Egg Harbor,New Jersey,,1,Private profit,School Tuition & Fees,"$5,576.00",2
25008350,Mcmurry Training Center,Wyoming,,3,Private profit,School Tuition & Fees,"$7,575.00",3
25008320,Robert Paul Academy Of Cosmetology Arts And Sciences,Maryland,,1,Private profit,School Tuition & Fees,"$11,055.00",1
25008226,Yogamotion - Center For Holistic Education,Montana,,1,Private profit,School Tuition & Fees,"$3,300.00",4
25008133,Regency Job Training Institute (Formerly Regency Barber & Beauty Academy),North Carolina,,55,Private profit,School Tuition & Fees,"$780,400.73",61
25008130,Institute For Therapeutic Massage,New Jersey,,2,Private profit,School Tuition & Fees,"$15,131.78",2
25008113,"Calc, Institute Of Technology",Illinois,,1,Private profit,School Tuition & Fees,"$13,375.00",1
25008046,Alpha College Of Real Estate,Virginia,,3,Private profit,School Tuition & Fees,$975.00,3
25008041,Desaree And Company School Of Beauty,South Dakota,,1,Private profit,School Tuition & Fees,"$5,989.62",1
25008033,Mitchells Hair Styling Academy,North Carolina,,5,Private profit,School Tuition & Fees,"$48,646.80",8
25008030,Anthem Institute - Cherry Hill,New Jersey,,14,Private profit,School Tuition & Fees,"$105,846.59",73
25008013,Oehrlein School Of Cosmetology,Illinois,,1,Private profit,School Tuition & Fees,"$10,164.00",1
25008011,Georgia Career Institute,Georgia,,15,Private profit,School Tuition & Fees,"$179,068.60",23
25007844,Paul Mitchell-The School - Ogden,Utah,,1,Private profit,School Tuition & Fees,"$14,132.09",1
25007837,Northwest College (Beaverton),Oregon,,1,Private profit,School Tuition & Fees,"$3,142.80",1
25007730,Connecticut School Of Broadcasting,New Jersey,,4,Private profit,School Tuition & Fees,"$40,269.00",5
25007711,Katlaw Truck Driving Schools,Georgia,,26,Private profit,School Tuition & Fees,"$78,798.79",26
25007704,Searcy Beauty College Inc,Arkansas,,1,Private profit,School Tuition & Fees,"$12,900.00",1
25007637,Elite Truck School,Oregon,,19,Private profit,School Tuition & Fees,"$82,198.20",20
25007630,New Community Workforce Development Center,New Jersey,,1,Private profit,School Tuition & Fees,"$2,428.00",1
25007544,Scuba Utah,Utah,,17,Private profit,School Tuition & Fees,"$273,639.75",19
25007529,"Empire Beauty School - Portsmouth, Nh",New Hampshire,,1,Private profit,School Tuition & Fees,"$19,198.31",1
25007526,"Summit Aviation, Inc",Montana,,3,Private profit,School Tuition & Fees,"$21,143.46",10
25007513,New Image Cosmetology Technical Center,Illinois,,5,Private profit,School Tuition & Fees,"$69,177.54",6
25007505,California Institute Of The Healing Arts & Sciences,California,,3,Private profit,School Tuition & Fees,"$38,925.00",3
25007437,Anthem College,Oregon,,2,Private profit,School Tuition & Fees,"$20,214.84",4
25007411,Complete Game Broadcasting,Georgia,,3,Private profit,School Tuition & Fees,"$17,625.00",3
25007403,Yuma School Of Beauty,Arizona,,3,Private profit,School Tuition & Fees,"$10,550.00",3
25007344,C R England: Premier Truck Driving School,Utah,,13,Private profit,School Tuition & Fees,"$44,548.40",14
25007333,American Institute Of Applied Science - Withdrawn,North Carolina,,3,Private profit,School Tuition & Fees,"$2,269.14",6
25007244,National Institute Of Medical Aesthetics,Utah,,3,Private profit,School Tuition & Fees,"$30,758.20",3
25007241,Hot Rod Institute,South Dakota,,17,Private profit,School Tuition & Fees,"$216,744.22",36
25007137,Leading Edge Aviation,Oregon,,2,Private profit,School Tuition & Fees,"$9,308.62",2
25007128,Nevada School Of Massage Therapy,Nevada,,33,Private profit,School Tuition & Fees,"$344,814.09",45
25007126,Montana Academy Of Salons,Montana,,4,Private profit,School Tuition & Fees,"$48,797.87",4
25007120,The Colorlab Academy Of Hair,Maryland,,4,Private profit,School Tuition & Fees,"$55,856.12",6
25007033,Future Truckers Of America,North Carolina,,15,Private profit,School Tuition & Fees,"$45,480.00",15
25007025,National Academy Of Beauty Arts,Missouri,,1,Private profit,School Tuition & Fees,"$15,700.00",1
25007004,Arkansas Horseshoeing School Inc,Arkansas,,4,Private profit,School Tuition & Fees,"$47,400.00",4
25006944,Taylor Andrews Academy - Orem,Utah,,1,Private profit,School Tuition & Fees,"$7,999.30",1
25006933,Body Therapy Institute,North Carolina,,8,Private profit,School Tuition & Fees,"$109,948.41",9
25006926,Swan Mountain Wilderness Guide School,Montana,,8,Private profit,School Tuition & Fees,"$38,700.00",15
25006825,Missouri School Of Barbering & Hairstyling,Missouri,,1,Private profit,School Tuition & Fees,"$9,446.41",1
25006820,International Academy Of Hair Design** School Closed,Maryland,,1,Private profit,School Tuition & Fees,"$7,290.00",1
25006811,Empire Beauty Schools - Kennesaw,Georgia,,5,Private profit,School Tuition & Fees,"$45,518.44",5
25006726,Pro Mount School Of Taxidermy,Montana,,2,Private profit,School Tuition & Fees,"$45,855.49",3
25006711,Atlanta School Of Massage,Georgia,,17,Private profit,School Tuition & Fees,"$174,328.34",17
25006626,Aerie Backcountry Medicine,Montana,,10,Private profit,School Tuition & Fees,"$49,765.00",11
25006544,West Valley Fire Academy,Utah,,3,Private profit,School Tuition & Fees,"$8,313.80",5
25006533,The Medical Arts School,North Carolina,,8,Private profit,School Tuition & Fees,"$36,671.25",16
25006504,Arthurs Beauty College-Jacksonville,Arkansas,,1,Private profit,School Tuition & Fees,"$14,008.75",1
25006444,"Academy Of Dental Careers, Inc.",Utah,,1,Private profit,School Tuition & Fees,"$3,200.00",1
25006430,Pc Age Career Institute Edison,New Jersey,,6,Private profit,School Tuition & Fees,"$48,656.18",7
25006426,Sweetwater Travel Guide School,Montana,,7,Private profit,School Tuition & Fees,"$15,780.00",7
25006344,The Barber School,Utah,,5,Private profit,School Tuition & Fees,"$42,167.78",5
25006303,Hairstylist Barber College,Arizona,,4,Private profit,School Tuition & Fees,"$34,900.00",4
25006228,Quality Technical Training Center,Nevada,,7,Private profit,School Tuition & Fees,"$37,331.94",9
25006220,Central Maryland School Of Massage,Maryland,,7,Private profit,School Tuition & Fees,"$49,138.84",40
25006211,United Education Institute,Georgia,,8,Private profit,School Tuition & Fees,"$94,670.28",47
25006204,Arkansas College Of Barbering & Hair Design Inc,Arkansas,,8,Private profit,School Tuition & Fees,"$110,181.31",10
25006144,Cdl Training Center - Ogden,Utah,,5,Private profit,School Tuition & Fees,"$16,493.64",5
25006130,Empire Beauty School,New Jersey,,2,Private profit,School Tuition & Fees,"$17,749.00",2
25006126,Western Montana School For Guides,Montana,,1,Private profit,School Tuition & Fees,"$4,000.00",1
25006103,Avalon School Of Cosmetology - Phoenix,Arizona,,3,Private profit,School Tuition & Fees,"$46,796.62",3
25005904,Career Academy Of Hair Design-Springdale,Arkansas,,1,Private profit,School Tuition & Fees,"$9,599.16",1
25005844,Sage Technical Services - Slc,Utah,,18,Private profit,School Tuition & Fees,"$58,717.02",23
25005830,Christine Valmy International School Of Esthetics And Cosmetology,New Jersey,,2,Private profit,School Tuition & Fees,"$22,697.00",2
25005826,"Second Nature School Of Taxidermy, Llc",Montana,,12,Private profit,School Tuition & Fees,"$130,735.00",15
25005804,Hot Springs Beauty College Inc,Arkansas,,1,Private profit,School Tuition & Fees,"$6,000.00",1
25005744,Taylor Andrews Academy - St. George,Utah,,1,Private profit,School Tuition & Fees,"$11,836.21",1
